year,recipient_name,recipient_iso3_code,usd_disbursement_crs,usd_disbursement_iati,usd_disbursement_crs_t1,usd_disbursement_iati_t1,delta_iati,usd_disbursement_crs_fit,usd_disbursement_crs_lwr,usd_disbursement_crs_upr
2021,Barbados,BRB,0,31.02582892867,0,8.63893951674621,22.3868894119238,16.8038587193115,14.3773297614727,19.2303876771503
2022,Barbados,BRB,0,45.47309896439,0,31.02582892867,14.44727003572,22.8487339550154,20.162431929853,25.5350359801778
2023,Barbados,BRB,8.38880960698274,2.07564733293,0,45.47309896439,-43.39745163146,8.38880960698274,5.52340192666585,11.2542172872996
2016,Belarus,BLR,2.84101,0.5665628722,,,,,,
2017,Belarus,BLR,3.193772,0.433133452,2.84101,0.5665628722,-0.1334294202,6.98416128881239,4.61860447646398,9.34971810116079
2018,Belarus,BLR,3.209762,0.999354396,3.193772,0.433133452,0.566220944,7.32433526712753,4.96322764835148,9.68544288590358
2019,Belarus,BLR,2.550651,1.76639773342099,3.209762,0.999354396,0.767043337420992,7.62385643001707,5.26531143950119,9.98240142053294
2020,Belarus,BLR,1.940706,0.9819053938,2.550651,1.76639773342099,-0.784492339620992,7.1069355477949,4.74035167015534,9.47351942543447
2021,Belarus,BLR,2.3598,1.599141217105,1.940706,0.9819053938,0.617235823305,7.02872740136409,4.65891810954781,9.39853669318036
2022,Belarus,BLR,2.181766,3.80910865103,2.3598,1.599141217105,2.209967433925,8.00336439041289,5.64283309876728,10.3638956820585
2023,Belarus,BLR,7.30049548716381,1.719623675972,2.181766,3.80910865103,-2.089484975058,7.30049548716381,4.9301923203844,9.67079865394321
2016,Belize,BLZ,0.489921,4.1504187736142,,,,,,
2017,Belize,BLZ,0.434963,5.00228167916801,0.489921,4.1504187736142,0.851862905553809,7.74449783149248,5.36201660049775,10.1269790624872
2018,Belize,BLZ,0.366984,0.182023074292159,0.434963,5.00228167916801,-4.82025860487586,6.08110577400647,3.68368916770727,8.47852238030566
2019,Belize,BLZ,0.460842,0.18504310890809,0.366984,0.182023074292159,0.00302003461593131,5.83524639516121,3.44693788577493,8.2235549045475
2020,Belize,BLZ,0.811516,0.234786180530272,0.460842,0.18504310890809,0.049743071622182,5.89235554563393,3.50512703790217,8.27958405336568
2021,Belize,BLZ,0.694381,0.21561663379,0.811516,0.234786180530272,-0.019169546740272,6.03606685923225,3.65218869257278,8.41994502589173
2022,Belize,BLZ,1.050731,0.90175904749,0.694381,0.21561663379,0.6861424137,6.22467831871379,3.84160420926997,8.6077524281576
2023,Belize,BLZ,6.75602390154804,1.90602628466,1.050731,0.90175904749,1.00426723717,6.75602390154804,4.3785887885082,9.13345901458788
2016,Benin,BEN,6.317094,2.34658156200089,,,,,,
2017,Benin,BEN,7.248117,5.10462671755588,6.317094,2.34658156200089,2.75804515555498,10.1600700065467,7.83318246698186,12.4869575461116
2018,Benin,BEN,3.334503,1.62545672319545,7.248117,5.10462671755588,-3.47916999436042,9.46652980235886,7.13562976825801,11.7974298364597
2019,Benin,BEN,25.926375,24.8907598088404,3.334503,1.62545672319545,23.265303085645,15.7583427002064,13.4121379514791,18.1045474489337
2020,Benin,BEN,13.153872,10.4801915139952,25.926375,24.8907598088404,-14.4105682948452,21.3362687692395,19.0773441359065,23.5951934025725
2021,Benin,BEN,52.505813,35.2057508650234,13.153872,10.4801915139952,24.7255593510282,23.8995439806687,21.6281000705168,26.1709878908207
2022,Benin,BEN,24.230974,23.9757488881002,52.505813,35.2057508650234,-11.2300019769233,37.7312378941523,35.2488741192732,40.2136016690314
2023,Benin,BEN,28.1939560870926,32.3464574395787,24.230974,23.9757488881002,8.37070855147859,28.1939560870926,25.9893651538969,30.3985470202883
2016,Bhutan,BTN,0.959344,0.289786701,,,,,,
2017,Bhutan,BTN,3.503189,0.302938903,0.959344,0.289786701,0.0131522020000001,6.13141518884496,3.74917141975268,8.51365895793724
2018,Bhutan,BTN,2.305811,0.376020481,3.503189,0.302938903,0.0730815779999999,7.23206276786309,4.87116618146562,9.59295935426056
2019,Bhutan,BTN,7.358077,0.393338669,2.305811,0.376020481,0.0173181880000001,6.73559202445781,4.36559701721226,9.10558703170336
2020,Bhutan,BTN,18.437259,0.30525836,7.358077,0.393338669,-0.088080309,8.83993694503487,6.49851251726154,11.1813613728082
2021,Bhutan,BTN,10.116827,4.06368131662,18.437259,0.30525836,3.75842295662,14.8250800843759,12.4722396772231,17.1779204915288
2022,Bhutan,BTN,3.586214,1.6467726063,10.116827,4.06368131662,-2.41690871032,10.6386673508709,8.31823151829469,12.959103183447
2023,Bhutan,BTN,7.54577212272244,1.001422279761,3.586214,1.6467726063,-0.645350326538999,7.54577212272244,5.18783639021241,9.90370785523247
2016,Bolivia,BOL,49.043292,13.09754036879,,,,,,
2017,Bolivia,BOL,176.39543,4.64863451657065,49.043292,13.09754036879,-8.44890585221935,28.5368109652213,25.7573028107213,31.3163191197212
2018,Bolivia,BOL,70.859919,6.15254270566098,176.39543,4.64863451657065,1.50390818909033,82.4756811338328,74.0921759548618,90.8591863128038
2019,Bolivia,BOL,30.829308,10.5310392038628,70.859919,6.15254270566098,4.37849649820183,39.4871155574984,35.887930942225,43.0863001727718
2020,Bolivia,BOL,42.801446,258.820591626666,30.829308,10.5310392038628,248.289552422803,109.246160157352,103.682332554539,114.809987760165
2021,Bolivia,BOL,24.215202,17.3005355452864,42.801446,258.820591626666,-241.52005608138,41.4292404686302,33.8820228377155,48.976458099545
2022,Bolivia,BOL,18.091267,9.03419354109084,24.215202,17.3005355452864,-8.26634200419558,19.7662416319009,17.4941400520663,22.0383432117355
2023,Bolivia,BOL,15.1542873233143,4.29407825880043,18.091267,9.03419354109084,-4.74011528229041,15.1542873233143,12.8562270540546,17.452347592574
2016,Bosnia & Herzegovina,BIH,5.177447,1.9942421756276,,,,,,
2017,Bosnia & Herzegovina,BIH,11.18694,4.72747836105,5.177447,1.9942421756276,2.7332361854224,9.53134982604226,7.19591208952476,11.8667875625598
2018,Bosnia & Herzegovina,BIH,29.958683,8.7286040181925,11.18694,4.72747836105,4.0011256571425,13.5871320280248,11.2948396920248,15.8794243640249
2019,Bosnia & Herzegovina,BIH,22.515736,12.81674358328,29.958683,8.7286040181925,4.0881395650875,23.1217875864292,20.7549695713879,25.4886056014705
2020,Bosnia & Herzegovina,BIH,29.216464,15.9204944969716,22.515736,12.81674358328,3.10375091369155,21.2436403466173,18.989558484404,23.4977222088306
2021,Bosnia & Herzegovina,BIH,34.282001,19.062401976576,29.216464,15.9204944969716,3.14190747960445,25.3089565192785,23.0346755807711,27.5832374577858
2022,Bosnia & Herzegovina,BIH,20.919234,23.604082809636,34.282001,19.062401976576,4.54168083306,29.1727384215904,26.8787311323457,31.4667457108351
2023,Bosnia & Herzegovina,BIH,35.7119735042175,57.998691581308,20.919234,23.604082809636,34.394608771672,35.7119735042175,33.4053061952473,38.0186408131876
2016,Botswana,BWA,1.666307,0.1587829356,,,,,,
2017,Botswana,BWA,1.392563,0.152592146,1.666307,0.1587829356,-0.0061907896,6.37176780725629,3.99562508958623,8.74791052492635
2018,Botswana,BWA,1.052381,0.561015442425,1.392563,0.152592146,0.408423296425,6.39808980309015,4.02071691139849,8.77546269478182
2019,Botswana,BWA,1.856367,1.0782034681473,1.052381,0.561015442425,0.5171880257223,6.45299344588771,4.07364278557295,8.83234410620248
2020,Botswana,BWA,1.291497,0.581522836403185,1.856367,1.0782034681473,-0.496680631744115,6.64305616985272,4.26947633650584,9.01663600319961
2021,Botswana,BWA,0.926517,1.24485091399,1.291497,0.581522836403185,0.663328077586815,6.61296966827086,4.23636370220536,8.98957563433636
2022,Botswana,BWA,1.94161,2.20410944868,0.926517,1.24485091399,0.95925853469,6.82289495613932,4.4446111480781,9.20117876420054
2023,Botswana,BWA,7.26346300376303,2.113198697066,1.94161,2.20410944868,-0.0909107516140004,7.26346300376303,4.89410064731408,9.63282536021197
2016,Brazil,BRA,19.827094,5.989164121448,,,,,,
2017,Brazil,BRA,52.873975,7.632874233666,19.827094,5.989164121448,1.643710112218,16.9125107414016,14.6059513360113,19.2190701467919
2018,Brazil,BRA,25.33572,11.851422123145,52.873975,7.632874233666,4.218547889479,32.4161403848522,29.4851453398947,35.3471354298098
2019,Brazil,BRA,15.552214,7.834401138835,25.33572,11.851422123145,-4.01702098431,19.5750752146545,17.2639409031645,21.8862095261445
2020,Brazil,BRA,13.093038,10.7406363025422,15.552214,7.834401138835,2.90623516370724,16.2725242147348,13.9998756845281,18.5451727449415
2021,Brazil,BRA,33.123904,13.157771175747,13.093038,10.7406363025422,2.41713487320476,16.2070530258263,13.9417040172297,18.472402034423
2022,Brazil,BRA,378.482447,383.560435556103,33.123904,13.157771175747,370.402664380356,153.777133878117,145.610751779818,161.943515976416
2023,Brazil,BRA,188.364566512134,15.8263547491029,378.482447,383.560435556103,-367.734080807,188.364566512134,175.722912567102,201.006220457165
2016,Brunei,BRN,0,0,,,,,,
2017,Brunei,BRN,0,0,0,0,0,5.60753689948793,3.21514455013411,7.99992924884174
2018,Brunei,BRN,0,0.07408333,0,0,0.07408333,5.63333767304273,3.24115354081188,8.02552180527357
2019,Brunei,BRN,0,0.05334464,0,0.07408333,-0.02073869,5.62946854244587,3.23714791120489,8.02178917368685
2020,Brunei,BRN,0,0.00732447,0,0.05334464,-0.04602017,5.61250247810492,3.22007456398078,8.00493039222905
2021,Brunei,BRN,0,0,0,0.00732447,-0.00732447,5.60786845025085,3.21546846103609,8.0002684394656
2022,Brunei,BRN,0,0.01057996,0,0,0.01057996,5.61122154962688,3.21885900631144,8.00358409294232
2023,Brunei,BRN,5.61450367142674,0.01862898,0,0.01057996,0.00804902,5.61450367142674,3.22215274943143,8.00685459342204
2016,Bulgaria,BGR,0,0.446079663,,,,,,
2017,Bulgaria,BGR,0,0.306627706,0,0.446079663,-0.139451957,5.73451750930374,3.34247205790253,8.12656296070495
2018,Bulgaria,BGR,0,0.403785817,0,0.306627706,0.097158111,5.76204200877845,3.37043242654026,8.15365159101665
2019,Bulgaria,BGR,0,0.429557354,0,0.403785817,0.025771537,5.77541535907824,3.38376014982119,8.16707056833529
2020,Bulgaria,BGR,0,0.273242657,0,0.429557354,-0.156314697,5.72214269915715,3.33002528432136,8.11426011399294
2021,Bulgaria,BGR,0,0.83504538082,0,0.273242657,0.56180272382,5.91072423750335,3.52031593015302,8.30113254485369
2022,Bulgaria,BGR,0,1.15163990652,0,0.83504538082,0.3165945257,6.0464143016432,3.65612027833611,8.43670832495029
2023,Bulgaria,BGR,6.08306475613542,1.21572704403,0,1.15163990652,0.0640871375100001,6.08306475613542,3.69247020223175,8.47365931003909
2016,Burkina Faso,BFA,19.633807,12.0174913994553,,,,,,
2017,Burkina Faso,BFA,21.032773,13.0191457303433,19.633807,12.0174913994553,1.00165433088803,18.9795997671639,16.7230063316775,21.2361932026504
2018,Burkina Faso,BFA,35.917979,32.7575694145957,21.032773,13.0191457303433,19.7384236842524,26.4901483033873,24.2574094708138,28.7228871359608
2019,Burkina Faso,BFA,33.476576,31.1054716178099,35.917979,32.7575694145957,-1.65209779678576,33.0962406123182,30.8731946870646,35.3192865375718
2020,Burkina Faso,BFA,72.071723,43.9541171093455,33.476576,31.1054716178099,12.8486454915355,36.4648891169476,34.2552671378561,38.6745110960391
2021,Burkina Faso,BFA,78.681355,82.2521297977903,72.071723,43.9541171093455,38.2980126884448,66.6882362703833,63.88167420121,69.4947983395566
2022,Burkina Faso,BFA,101.896787,77.7906166584289,78.681355,82.2521297977903,-4.46151313936134,69.6601604185757,66.9946181486715,72.3257026884799
2023,Burkina Faso,BFA,95.2124932035353,123.581235407441,101.896787,77.7906166584289,45.7906187490126,95.2124932035353,91.8276570519353,98.5973293551353
2016,Burundi,BDI,5.395751,8.056761894,,,,,,
2017,Burundi,BDI,7.575175,2.306631014,5.395751,8.056761894,-5.75013088,9.05489435318221,6.70952644031938,11.400262266045
2018,Burundi,BDI,7.639764,10.7624898729732,7.575175,2.306631014,8.45585885897319,12.6601612831228,10.3527693930091,14.9675531732364
2019,Burundi,BDI,10.092247,38.3330025034,7.639764,10.7624898729732,27.5705126304268,22.6721077882048,20.3333977495435,25.0108178268662
2020,Burundi,BDI,18.008926,32.037940931135,10.092247,38.3330025034,-6.295061572265,22.7637639260134,20.2877478227013,25.2397800293256
2021,Burundi,BDI,17.164285,32.2715945248213,18.008926,32.037940931135,0.233653593686249,25.9044391806744,23.6291240902226,28.1797542711263
2022,Burundi,BDI,22.818667,41.65847032387,17.164285,32.2715945248213,9.38687579904875,28.827351169511,26.5209769067126,31.1337254323094
2023,Burundi,BDI,25.5207255915288,24.085389569796,22.818667,41.65847032387,-17.573080754074,25.5207255915288,23.2214915816848,27.8199596013727
2016,Cambodia,KHM,16.482758,10.1752186765365,,,,,,
2017,Cambodia,KHM,14.394486,11.597005564433,16.482758,10.1752186765365,1.42178688789655,17.0698202924951,14.8066249741119,19.3330156108783
2018,Cambodia,KHM,15.896982,15.0333272270681,14.394486,11.597005564433,3.4363216626351,17.4487843969245,15.1930986692963,19.7044701245527
2019,Cambodia,KHM,19.483972,17.1385114935876,15.896982,15.0333272270681,2.1051842665195,18.9722012791693,16.72811646427,21.2162860940686
2020,Cambodia,KHM,114.379878,25.7139693541589,19.483972,17.1385114935876,8.57545786057128,23.5693009369007,21.348062960479,25.7905389133224
2021,Cambodia,KHM,36.286018,25.6335081645165,114.379878,25.7139693541589,-0.0804611896423673,64.0164798258525,59.115550679888,68.917408971817
2022,Cambodia,KHM,72.032584,84.4057777441508,36.286018,25.6335081645165,58.7722695796343,51.4919665969735,49.0285226559528,53.9554105379943
2023,Cambodia,KHM,46.0205710039234,17.6975535306235,72.032584,84.4057777441508,-66.7082242135273,46.0205710039234,43.2017654875621,48.8393765202848
2016,Cameroon,CMR,24.720122,24.699407835796,,,,,,
2017,Cameroon,CMR,28.972267,24.2199271852286,24.720122,24.699407835796,-0.479480650567361,25.6031431943349,23.392671298489,27.8136150901807
2018,Cameroon,CMR,38.376049,23.3045019194139,28.972267,24.2199271852286,-0.915425265814715,27.0588667086408,24.8368200806176,29.2809133366639
2019,Cameroon,CMR,40.278351,13.3924905087906,38.376049,23.3045019194139,-9.91201141062328,27.5378571758205,25.1710617473223,29.9046526043187
2020,Cameroon,CMR,21.838309,20.65051028121,40.278351,13.3924905087906,7.25801977241938,30.4204988749372,27.9569952724552,32.8840024774192
2021,Cameroon,CMR,44.988917,28.7871806445038,21.838309,20.65051028121,8.13667036329373,25.7931197245584,23.5817548612141,28.0044845879028
