year,recipient_name,recipient_iso3_code,usd_disbursement_crs,usd_disbursement_iati,usd_disbursement_crs_t1,usd_disbursement_iati_t1,delta_iati,usd_disbursement_crs_fit,usd_disbursement_crs_lwr,usd_disbursement_crs_upr
2016,Afghanistan,AFG,59.782245,144.24063529,,,,,,
2017,Afghanistan,AFG,30.610338,27.235175738909,59.782245,144.24063529,-117.005459551091,46.875775245212,43.1650303721021,50.5865201183219
2018,Afghanistan,AFG,95.355419,182.770783872206,30.610338,27.235175738909,155.535608133297,83.4241600275308,79.4509266596278,87.3973933954338
2019,Afghanistan,AFG,81.561327,69.87636274232,95.355419,182.770783872206,-112.894421129886,78.4976331793918,74.4478076359329,82.5474587228506
2020,Afghanistan,AFG,125.938671,116.0100508799,81.561327,69.87636274232,46.13368813758,83.627112561925,80.6949786193318,86.5592465045182
2021,Afghanistan,AFG,147.699027,95.09485962243,125.938671,116.0100508799,-20.91519125747,97.1777282251244,93.4395187972465,100.915937653002
2022,Afghanistan,AFG,165.879941,214.80607709882,147.699027,95.09485962243,119.71121747639,147.114695542789,141.921034335149,152.308356750429
2023,Afghanistan,AFG,110.637210467212,72.45392691242,165.879941,214.80607709882,-142.3521501864,110.637210467212,105.518233576274,115.756187358149
2016,Albania,ALB,14.555026,3.328516140216,,,,,,
2017,Albania,ALB,16.178046,6.669815366974,14.555026,3.328516140216,3.341299226758,14.2295840801459,11.9263319979426,16.5328361623491
2018,Albania,ALB,14.27971,5.412484071975,16.178046,6.669815366974,-1.257331294999,14.6285598416111,12.3316237443487,16.9254959388734
2019,Albania,ALB,15.016843,5.4182839120844,14.27971,5.412484071975,0.00579984010940127,13.7717481730169,11.4730582355684,16.0704381104655
2020,Albania,ALB,19.635089,18.9274468829046,15.016843,5.4182839120844,13.5091629708202,18.7881935809767,16.5227264365334,21.05366072542
2021,Albania,ALB,45.353148,45.6210937765515,19.635089,18.9274468829046,26.6936468936469,30.6471088041276,28.3934139115624,32.9008036966928
2022,Albania,ALB,64.282502,39.3213244046892,45.353148,45.6210937765515,-6.2997693718623,40.525545850929,38.2641133382688,42.7869783635892
2023,Albania,ALB,40.0176015528272,15.721225829285,64.282502,39.3213244046892,-23.6000985754042,40.0176015528272,37.2153766135593,42.8198264920951
2016,Algeria,DZA,12.206982,1.174636626,,,,,,
2017,Algeria,DZA,14.291666,3.104622779085,12.206982,1.174636626,1.929986153085,11.8985597091034,9.57553133103371,14.2215880871731
2018,Algeria,DZA,11.554083,11.1787541446736,14.291666,3.104622779085,8.0741313655886,15.6785119604102,13.3885422587561,17.9684816620643
2019,Algeria,DZA,10.526867,12.3963783973424,11.554083,11.1787541446736,1.21762425266877,15.3116139106258,13.0368898053949,17.5863380158567
2020,Algeria,DZA,6.232156,9.06226579149832,10.526867,12.3963783973424,-3.33411260584404,13.7716415355897,11.4808982416751,16.0623848295043
2021,Algeria,DZA,5.279673,7.232636067404,6.232156,9.06226579149832,-1.82962972409432,11.1692981484785,8.84385386245163,13.4947424345054
2022,Algeria,DZA,3.699827,5.2906959953768,5.279673,7.232636067404,-1.9419400720272,10.0078054557407,7.67189577669976,12.3437151347817
2023,Algeria,DZA,9.24772633924425,5.2769187746994,3.699827,5.2906959953768,-0.0137772206773983,9.24772633924425,6.89970102962488,11.5957516488636
2016,American Samoa,ASM,0,0.08987949,,,,,,
2017,American Samoa,ASM,0,-0.00279316,0,0.08987949,-0.09267265,5.61063263523758,3.21813693612616,8.003128334349
2018,American Samoa,ASM,0,0,0,-0.00279316,0.00279316,5.60741046381013,3.21502102133351,7.99979990628674
2019,American Samoa,ASM,0,0.0312139,0,0,0.0312139,5.61840766846743,3.22610318812283,8.01071214881202
2020,American Samoa,ASM,0,0.08735326,0,0.0312139,0.05613936,5.63937208471683,3.24719246131322,8.03155170812043
2021,American Samoa,ASM,0,0.36862318,0,0.08735326,0.28126992,5.73987030919722,3.34841068144844,8.13132993694601
2022,American Samoa,ASM,0,0.17357106,0,0.36862318,-0.19505212,5.6846721213628,3.29235192812937,8.07699231459623
2023,American Samoa,ASM,5.635033691326,0.05639322,0,0.17357106,-0.11717784,5.635033691326,3.24261243725613,8.02745494539587
2016,Angola,AGO,12.628153,8.004118239487,,,,,,
2017,Angola,AGO,4.225575,2.3025279836,12.628153,8.004118239487,-5.701590255887,12.1062770608446,9.80065056625518,14.4119035554341
2018,Angola,AGO,3.97602,18.71735996455,4.225575,2.3025279836,16.41483198095,14.0154170533378,11.6868605863208,16.3439735203547
2019,Angola,AGO,13.499156,21.009469539424,3.97602,18.71735996455,2.292109574874,15.4512998138491,13.0607012507036,17.8418983769945
2020,Angola,AGO,8.155255,20.8876654956108,13.499156,21.009469539424,-0.121804043813203,19.5355074344846,17.2679614026022,21.803053466367
2021,Angola,AGO,4.546177,23.744743052651,8.155255,20.8876654956108,2.8570775570402,18.2675871773553,15.9315432680593,20.6036310866513
2022,Angola,AGO,3.609187,18.898999623094,4.546177,23.744743052651,-4.845743429557,15.1847156562241,12.7638686644591,17.6055626479892
2023,Angola,AGO,12.4673497975531,12.86281501011,3.609187,18.898999623094,-6.036184612984,12.4673497975531,10.0671404426057,14.8675591525005
2016,Antigua & Barbuda,ATG,0.160683,0.001,,,,,,
2017,Antigua & Barbuda,ATG,0.087148,0.122,0.160683,0.001,0.121,5.71794829591035,3.327545202917,8.1083513889037
2018,Antigua & Barbuda,ATG,0.105668,0,0.087148,0.122,-0.122,5.649873436087,3.25825103123008,8.04149584094391
2019,Antigua & Barbuda,ATG,0.456577,0.011600441993971,0.105668,0,0.011600441993971,5.65621444454907,3.26493959686658,8.04748929223156
2020,Antigua & Barbuda,ATG,0.243802,0.031773362977952,0.456577,0.011600441993971,0.020172920983981,5.81200013876167,3.42429811347159,8.19970216405175
2021,Antigua & Barbuda,ATG,0.798565,0.066618214,0.243802,0.031773362977952,0.034844851022048,5.73516573036022,3.34541962307691,8.12491183764353
2022,Antigua & Barbuda,ATG,0,0.02196642,0.798565,0.066618214,-0.044651794,5.95554166285162,3.57109523387415,8.33998809182909
2023,Antigua & Barbuda,ATG,5.60983581192425,0.00374591,0,0.02196642,-0.01822051,5.60983581192425,3.2174310333333,8.0022405905152
2016,Argentina,ARG,6.360435,4.7262425751,,,,,,
2017,Argentina,ARG,10.024659,22.8780431525,6.360435,4.7262425751,18.1518005774,16.4759898642936,14.1659099895587,18.7860697390286
2018,Argentina,ARG,8.971165,38.4845149788636,10.024659,22.8780431525,15.6064718263636,24.2807542048604,21.9326844632015,26.6288239465192
2019,Argentina,ARG,10.024472,29.6837221006579,8.971165,38.4845149788636,-8.80079287820571,21.477145379853,18.9772320986835,23.9770586610225
2020,Argentina,ARG,7.413241,13.993863963535,10.024472,29.6837221006579,-15.6898581371229,16.0594585573713,13.6763622007728,18.4425549139699
2021,Argentina,ARG,10.902104,101.933654666701,7.413241,13.993863963535,87.939790703166,44.8726928615596,41.9098160130697,47.8355697100495
2022,Argentina,ARG,12.491903,123.065908976794,10.902104,101.933654666701,21.132254310093,57.6868620469615,53.3733055537681,62.0004185401548
2023,Argentina,ARG,18.2380412409591,5.119083050508,12.491903,123.065908976794,-117.946825926286,18.2380412409591,13.8581084644284,22.6179740174898
2016,Armenia,ARM,16.477365,4.732828309,,,,,,
2017,Armenia,ARM,5.442398,5.6649532905,16.477365,4.732828309,0.932124981499999,14.7552483018883,12.4496735639938,17.0608230397829
2018,Armenia,ARM,4.82678,4.716424634625,5.442398,5.6649532905,-0.948528655875,9.80558289752767,7.47166132086509,12.1395044741902
2019,Armenia,ARM,5.803199,6.97080262308074,4.82678,4.716424634625,2.25437798845574,10.2877154680698,7.95484539902865,12.6205855371109
2020,Armenia,ARM,20.88181,8.11842392667165,5.803199,6.97080262308074,1.14762130359091,11.2019112572434,8.87800693332884,13.525815581158
2021,Armenia,ARM,5.915039,9.6926137121,20.88181,8.11842392667165,1.57418978542835,18.1717786222971,15.8800439620259,20.4635132825683
2022,Armenia,ARM,10.066287,14.2498802747835,5.915039,9.6926137121,4.5572665626835,13.5077454346732,11.1891299587455,15.8263609106009
2023,Armenia,ARM,13.3742672662351,8.2390130480025,10.066287,14.2498802747835,-6.010867226781,13.3742672662351,11.0737231627443,15.6748113697259
2016,Aruba,ABW,0,0,,,,,,
2017,Aruba,ABW,0,0,0,0,0,5.60753689948793,3.21514455013411,7.99992924884174
2018,Aruba,ABW,0,0,0,0,0,5.60753689948793,3.21514455013411,7.99992924884174
2019,Aruba,ABW,0,0,0,0,0,5.60753689948793,3.21514455013411,7.99992924884174
2020,Aruba,ABW,0,0,0,0,0,5.60753689948793,3.21514455013411,7.99992924884174
2021,Aruba,ABW,0,0,0,0,0,5.60753689948793,3.21514455013411,7.99992924884174
2022,Aruba,ABW,0,0,0,0,0,5.60753689948793,3.21514455013411,7.99992924884174
2023,Aruba,ABW,5.60837216337861,0.002398344,0,0,0.002398344,5.60837216337861,3.2159865727297,8.00075775402751
2016,Azerbaijan,AZE,1.501743,0.568952017,,,,,,
2017,Azerbaijan,AZE,2.49066,0.926211066,1.501743,0.568952017,0.357259049,6.59024345441074,4.21472207763022,8.96576483119126
2018,Azerbaijan,AZE,4.735538,2.5390986596,2.49066,0.926211066,1.6128875936,7.58588032945893,5.22355589688888,9.94820476202897
2019,Azerbaijan,AZE,3.549809,4.840714113476,4.735538,2.5390986596,2.301615453876,9.40877336946749,7.07069706200936,11.7468496769256
2020,Azerbaijan,AZE,3.003084,7.5683263338,3.549809,4.840714113476,2.727612220324,9.96200651137798,7.61798184011619,12.3060311826398
2021,Azerbaijan,AZE,2.685995,3.59099821742,3.003084,7.5683263338,-3.97732811638,8.46934938008993,6.10424789211477,10.8344508680651
2022,Azerbaijan,AZE,3.979928,5.80803542114,2.685995,3.59099821742,2.21703720372,8.92748327666807,6.57280081775841,11.2821657355777
2023,Azerbaijan,AZE,8.14368218531878,1.69981875268,3.979928,5.80803542114,-4.10821666846,8.14368218531878,5.78754164548678,10.4998227251508
2016,Bahamas,BHS,0,0.706120638,,,,,,
2017,Bahamas,BHS,0,0.861468242,0,0.706120638,0.155347604,5.93952117787304,3.54864250026134,8.33039985548474
2018,Bahamas,BHS,0,0,0,0.861468242,-0.861468242,5.64653227428912,3.25307073243852,8.03999381613972
2019,Bahamas,BHS,0,0.000449257695205,0,0,0.000449257695205,5.6076933610841,3.2153022778621,8.0000844443061
2020,Bahamas,BHS,0,0.00645584034896,0,0.000449257695205,0.006006582653755,5.60980559133527,3.21743096444669,8.00218021822385
2021,Bahamas,BHS,0,3.981340834,0,0.00645584034896,3.97488499365104,6.99439846151959,4.61155708153494,9.37723984150425
2022,Bahamas,BHS,0,0.015079906,0,3.981340834,-3.966260928,5.79300881493558,3.3928462095169,8.19317142035425
2023,Bahamas,BHS,5.61102113202999,0.00804447,0,0.015079906,-0.007035436,5.61102113202999,3.21863569432537,8.0034065697346
2016,Bahrain,BHR,0,0.558,,,,,,
2017,Bahrain,BHR,0,0.294,0,0.558,-0.264,5.73518590286031,3.34296368464383,8.12740812107679
2018,Bahrain,BHR,0,0.031538,0,0.294,-0.262462,5.63182879811588,3.23919923902738,8.02445835720438
2019,Bahrain,BHR,0,0.004123,0,0.031538,-0.027415,5.61040040874333,3.21798660746543,8.00281421002122
2020,Bahrain,BHR,0,0.000475331,0,0.004123,-0.003647669,5.60788907400577,3.21549376683693,8.00028438117461
2021,Bahrain,BHR,0,0.052348846,0,0.000475331,0.051873515,5.62578978754481,3.23354419326812,8.0180353818215
2022,Bahrain,BHR,0,0.008267316,0,0.052348846,-0.04408153,5.61278576439389,3.2203615683719,8.00520996041588
2023,Bahrain,BHR,5.61281225246086,0.014072893,0,0.008267316,0.005805577,5.61281225246086,3.22045092200554,8.00517358291619
2016,Bangladesh,BGD,171.373014,142.090494107111,,,,,,
2017,Bangladesh,BGD,235.826535,210.583928054928,171.373014,142.090494107111,68.4934339478176,157.772211957465,152.473537059124,163.070886855805
2018,Bangladesh,BGD,197.871477,182.716755509325,235.826535,210.583928054928,-27.8671725456039,178.394632851645,171.574694640254,185.214571063037
2019,Bangladesh,BGD,364.928133,360.282484998201,197.871477,182.716755509325,177.565729488877,222.940049924895,215.71160857296,230.168491276831
2020,Bangladesh,BGD,743.606789,880.066943977719,364.928133,360.282484998201,519.784458979517,482.571505798795,465.612038754146,499.530972843445
2021,Bangladesh,BGD,545.907871,237.358810122456,743.606789,880.066943977719,-642.708133855263,442.231979626508,418.829007571866,465.63495168115
2022,Bangladesh,BGD,152.783318,116.315762395397,545.907871,237.358810122456,-121.043047727059,287.469492571293,266.755271382499,308.183713760088
2023,Bangladesh,BGD,129.957176009038,156.615442143479,152.783318,116.315762395397,40.2996797480811,129.957176009038,125.263411116828,134.650940901248
2016,Barbados,BRB,0,1.099677035,,,,,,
2017,Barbados,BRB,0,1.730190307,0,1.099677035,0.630513272,6.25988313431513,3.87067288316688,8.64909338546339
2018,Barbados,BRB,0,2.056315916,0,1.730190307,0.326125609,6.4020028234364,4.01255070570237,8.79145494117043
2019,Barbados,BRB,0,0.964428261266459,0,2.056315916,-1.09188765473354,6.0364969270275,3.64365020461399,8.42934364944102
2020,Barbados,BRB,0,8.63893951674621,0,0.964428261266459,7.67451125547975,8.65984978416676,6.28291981066809,11.0367797576654
