year,recipient_name,purpose_code,climate_adaptation,usd_disbursement,usd_disbursement_deflated
2019,Democratic Republic of the Congo,31161,2,0.409982,0.418931
2019,Democratic Republic of the Congo,31261,2,0.412309,0.422125
2019,Chad,43040,2,0.352312,0.360699
2019,Venezuela,41081,2,0.165353,0.16929
2019,"Bilateral, unspecified",12230,2,0.060374,0.064756
2019,"Bilateral, unspecified",23183,2,0.150936,0.161891
2019,Eswatini,23110,2,0,0
2019,Eswatini,23210,2,0,0
2019,Eswatini,31120,2,0,0
2019,Bolivia,41020,2,1.37872,1.411541
2019,"Oceania, regional",41040,2,0,0
2019,Djibouti,41010,2,0.826329,0.846001
2019,"South America, regional",43010,2,0.134322,0.13752
2019,Moldova,43010,2,6.02024,6.163555
2019,Kenya,12240,2,1.373129,1.405817
2019,Kenya,31163,2,2.948565,3.012967
2019,Madagascar,43040,2,4.678751,4.770801
2019,Cambodia,31120,2,3.670703,3.748437
2019,Chad,31163,2,1.441114,1.455841
2019,Palau,41010,2,0.930301,0.945953
2019,Ethiopia,41030,2,2.088607,2.138327
2019,Uganda,14020,2,0,0
2019,Uganda,14050,2,0,0
2019,Uganda,23630,2,0,0
2019,Philippines,23210,2,3.190418,3.266368
2019,"South Asia, regional",74020,2,2.23889,2.292188
2019,Kiribati,14030,2,0,0
2019,Indonesia,43030,2,0.516025,0.528309
2019,Malawi,31182,2,1.709576,1.753742
2019,Nicaragua,14015,2,1.380552,1.428418
2019,Nicaragua,14022,2,0.2146,0.219708
2019,Nicaragua,14030,2,0.858399,0.878834
2019,"America, regional",15110,2,0.897269,0.918629
2019,Dominican Republic,41030,2,0.001993,0.00204
2019,West Bank and Gaza Strip,14022,2,8.787484,8.991334
2019,Antigua and Barbuda,73010,2,3.189735,3.265668
2019,Cameroon,31161,2,0,0
2019,Cameroon,31162,2,0,0
2019,Cameroon,31191,2,0,0
2019,"South of Sahara, regional",41040,2,0.618073,0.632787
2019,"South of Sahara, regional",41020,2,5.659103,6.350676
2019,"South of Sahara, regional",43073,2,0.358222,0.36675
2019,Dominican Republic,15110,2,0.658021,0.673685
2019,Papua New Guinea,31291,2,0.018851,0.0193
2019,Serbia,43060,2,3.262196,3.339855
2019,Indonesia,16050,2,0.249524,0.255464
2019,Indonesia,21010,2,0.249524,0.255464
2019,Indonesia,23110,2,0.499048,0.510929
2019,Vanuatu,15190,2,1.225311,1.25448
2019,Lesotho,23110,2,0.01809,0.018521
2019,Cuba,15112,2,0,0
2019,Cuba,23210,2,0.069965,0.071067
2019,Cuba,31194,2,0,0
2019,North Macedonia,15150,2,0.20297,0.212692
2019,Viet Nam,21081,2,0.001355,0.001387
2019,Liberia,43073,2,0.563724,0.577144
2019,Cuba,31110,2,0,0
2019,Cuba,31165,2,0,0
2019,Cuba,31182,2,0,0
2019,Honduras,31110,2,0,0
2019,Honduras,31210,2,0,0
2019,"America, regional",41082,2,0.403728,0.413339
2019,Zimbabwe,31182,2,1.916971,1.962606
2019,Venezuela,15170,2,0.139751,0.143078
2019,Philippines,99810,2,0.117542,0.12034
2019,Democratic Republic of the Congo,52010,2,2.145071,2.195422
2019,Eritrea,31120,2,1.590888,1.62876
2019,Burundi,43060,2,5.291302,5.417264
2019,Sao Tome and Principe,41010,2,0.087742,0.089831
2019,Bosnia and Herzegovina,43060,2,0.522288,0.534722
2019,Brazil,41030,2,0.884686,0.905747
2019,Uganda,23270,2,0.007803,0.007988
2019,Guyana,43060,2,0.044162,0.045213
2019,Dominica,21020,2,0.00806,0.008252
2019,Tajikistan,31120,2,0,0
2019,"Asia, regional",23110,2,2.238889,2.228099
2019,"Asia, regional",16050,2,0,0
2019,"Asia, regional",21010,2,0,0
2019,"Asia, regional",32130,2,0,0
2019,Chad,31182,2,0.836286,0.856194
2019,Côte d'Ivoire,31120,2,0.762421,0.75821
2019,Côte d'Ivoire,31182,2,1.305146,1.31689
2019,Côte d'Ivoire,31282,2,0.150143,0.153718
2019,"Europe, regional",15110,2,1.989947,2.037319
2019,Paraguay,41081,2,0.108956,0.111549
2019,Georgia,41010,2,0.379546,0.388581
2019,Nicaragua,41030,2,0.051755,0.053433
2019,Georgia,41030,2,0.094886,0.097145
2019,Pakistan,43040,2,0.335833,0.343828
2019,Djibouti,31120,2,0.037333,0.038222
2019,Moldova,31110,2,0.038509,0.039426
2019,Mauritius,31310,2,0.601702,0.616025
2019,"Oceania, regional",43082,2,0.009314,0.009536
2019,Venezuela,52010,2,0.50375,0.515742
2019,Ecuador,74020,2,0.161323,0.165164
2019,Niger,43040,2,0.483824,0.492524
2019,Sri Lanka,43010,2,0.024896,0.025489
2019,Fiji,43060,2,1.904534,2.026752
2019,Cuba,41010,2,0.199059,0.203797
2019,Cuba,41081,2,0.609845,0.622124
2019,Cuba,74020,2,0.132706,0.135865
2019,Georgia,41081,2,0.307422,0.31474
2019,Angola,41020,2,0.310086,0.317468
2019,"Far East Asia, regional",16030,2,0,0
2019,Côte d'Ivoire,31261,2,1.903056,1.94836
2019,Philippines,15110,2,0.083498,0.072128
2019,Botswana,41010,2,0.021896,0.022418
2019,"Far East Asia, regional",72050,2,0.245338,0.251178
2019,"Far East Asia, regional",73010,2,0.122669,0.125589
2019,"Far East Asia, regional",74020,2,0.245338,0.251178
2019,"Oceania, regional",43010,2,2.730102,2.795094
2019,Egypt,32262,2,0.134333,0.137531
2019,Samoa,41010,2,5.161411,4.343047
2019,Samoa,41030,2,0.0721,0.073816
2019,Samoa,41040,2,0.0721,0.073816
2019,Cuba,43040,2,0.104948,0.106601
2019,Cuba,31120,2,0.132167,0.134249
2019,"America, regional",14031,2,0.137832,0.140004
2019,Mauritania,41081,2,0.00615,0.006247
2019,Colombia,11420,2,0.02657,0.026941
2019,Bolivia,99810,2,0.050312,0.053964
2019,Mozambique,15150,2,0.104948,0.106601
2019,Bolivia,12110,2,0.000709,0.00072
2019,El Salvador,43040,2,0.167916,0.170561
2019,Colombia,23182,2,0.002911,0.002956
2019,Mauritania,15170,2,0.050327,0.05112
2019,Tunisia,14050,2,0.079406,0.080657
2019,Philippines,15170,2,0.069965,0.071067
2019,Morocco,14031,2,0.000715,0.000727
2019,Cabo Verde,31182,2,0.034793,0.035341
2019,Mali,31161,2,0,0
2019,El Salvador,41081,2,0,0
2019,El Salvador,14040,2,0.084138,0.085464
2019,Paraguay,74020,2,0.014729,0.014961
2019,"Caribbean & Central America, regional",23110,2,1.902702,1.89813
2019,Cuba,31191,2,0.104948,0.106601
2019,Ecuador,14081,2,0.006717,0.006822
2019,Honduras,11420,2,0.004478,0.004548
2019,Argentina,74020,2,0.014729,0.014961
2019,Honduras,23230,2,0.307619,0.312465
2019,Mauritania,43060,2,0.139931,0.142135
2019,Jordan,15130,2,0.077178,0.078393
2019,Honduras,11240,2,0.037015,0.037598
2019,Mexico,14030,2,0,0
2019,Bolivia,31130,2,0.045306,0.045706
2019,El Salvador,12230,2,0,0
2019,Senegal,12240,2,2.9e-05,2.9e-05
2019,Brazil,31220,2,0.043207,0.043828
2019,Tunisia,14015,2,0,0
2019,Bolivia,15112,2,0.000625,0.00067
2019,Mozambique,31140,2,0.068006,0.069078
2019,Honduras,15110,2,0.050218,0.051009
2019,Mozambique,15170,2,0.172954,0.175679
2019,Guatemala,15180,2,0.083958,0.085281
2019,Senegal,31165,2,0,0
2019,Peru,31110,2,0.105395,0.107056
2019,Mali,12240,2,0.014884,0.015118
2019,"Europe, regional",43082,2,0.030901,0.031388
2019,Peru,43060,2,0.125938,0.127921
2019,Guatemala,14030,2,0,0
2019,Mozambique,14030,2,0.185665,0.188591
2019,Mauritania,31120,2,1.449633,1.464733
2019,Cabo Verde,41081,2,0.00615,0.006247
2019,"America, regional",41081,2,0.044777,0.045483
2019,El Salvador,15170,2,0.084138,0.085464
2019,Cuba,11420,2,0.009098,0.009219
2019,El Salvador,14010,2,0.126208,0.128196
2019,Colombia,31182,2,0.003046,0.003093
2019,Tanzania,14030,2,0,0
2019,Democratic Republic of the Congo,31181,2,0,0
2019,Cabo Verde,43060,2,0.012499,0.012696
2019,"Europe, regional",11220,2,0.002866,0.002911
2019,Bolivia,31194,2,0,0
2019,Peru,31182,2,0.006701,0.007539
2019,Bolivia,11430,2,0.003276,0.003328
2019,Mexico,23182,2,0.003604,0.00366
2019,Ecuador,31182,2,0.002485,0.002525
2019,El Salvador,16020,2,0,0
2019,Venezuela,99810,2,0,0
2019,Burkina Faso,31165,2,0,0
2019,Senegal,41081,2,0.006146,0.006243
2019,Cuba,15160,2,0.279861,0.28427
2019,Cuba,15170,2,0.139931,0.142135
2019,Morocco,31191,2,0.07221,0.073347
2019,Cuba,23240,2,0.002239,0.002274
2019,Peru,11220,2,0,0
2019,Nicaragua,15170,2,0,0
2019,Peru,74020,2,0,0
2019,Ethiopia,15170,2,0.279861,0.28427
2019,Philippines,15112,2,0.174913,0.177669
2019,Jordan,15220,2,0.077178,0.078393
2019,Jordan,15180,2,0.096472,0.097992
2019,Morocco,31165,2,0.02407,0.024449
2019,Dominican Republic,31110,2,0.587762,0.597021
2019,"Bilateral, unspecified",31181,2,0,0
2019,Jordan,15160,2,0.135061,0.137188
2019,Mauritania,31194,2,0.050327,0.05112
2019,Costa Rica,43040,2,0.033583,0.034112
2019,Morocco,31282,2,0.083958,0.085281
2019,Senegal,43071,2,0,0
2019,Guatemala,72010,2,0,0
2019,El Salvador,72040,2,0,0
2019,Argentina,11420,2,0.01077,0.01092
2019,Bolivia,14031,2,0,0
2019,Ecuador,23182,2,0.069483,0.070577
2019,El Salvador,14030,2,1.015822,1.031824
2019,Ethiopia,31194,2,0.118941,0.120815
2019,Ethiopia,12240,2,0.734095,0.816907
2019,Honduras,15170,2,0.131837,0.133914
2019,Mauritania,15150,2,0.293261,0.297788
2019,Niger,15170,2,0.209896,0.213202
2019,Burkina Faso,52010,2,0.041571,0.042016
2019,Guatemala,14020,2,0.056952,0.057849
2019,Ecuador,11130,2,0.003089,0.003138
2019,Guatemala,12240,2,0,0
2019,Uganda,31165,2,0.000552,0.000561
2019,Mali,14010,2,0.33565,0.340937
2019,El Salvador,12240,2,0.335833,0.341124
2019,Bolivia,31182,2,0.044778,0.045483
2019,Philippines,31161,2,0.139931,0.142135
2019,Senegal,15160,2,0.080173,0.081436
2019,Honduras,31194,2,0.30131,0.306056
2019,Mauritania,31161,2,0.352289,0.357838
2019,Niger,15160,2,0.151125,0.153506
2019,Brazil,74020,2,0.014729,0.014961
2019,Costa Rica,23110,2,0.00459,0.004662
2019,Bolivia,15150,2,0,0
2019,Ethiopia,31210,2,0.338672,0.365214
2019,Bangladesh,32130,2,0.749715,0.808472
2019,"Bilateral, unspecified",32130,2,1.962977,2.032462
2019,Somalia,43030,2,5.786355,6.239842
2019,Brazil,41082,2,3.79888,4.049999
2019,Malawi,32182,2,0.082026,0.087448
2019,Malawi,41082,2,0.487455,0.519677
2019,"America, regional",31220,2,6.348903,6.768589
2019,Zimbabwe,24040,2,1.626544,1.734064
2019,Zimbabwe,31120,2,6.506175,6.936257
2019,"Asia, regional",43030,2,26.893608,28.671376
2019,Thailand,41082,2,0.217547,0.231927
2019,"Asia, regional",15111,2,0.431456,0.459977
2019,"South of Sahara, regional",43082,2,0.024016,0.025603
2019,"South of Sahara, regional",14010,2,2.979328,3.176273
2019,"South of Sahara, regional",99810,2,0.185276,0.197947
2019,Malawi,23210,2,0.145848,0.155489
2019,Malawi,31220,2,0.218772,0.233233
2019,"Africa, regional",31182,2,2.424706,2.584989
2019,Nigeria,31110,2,0.656892,0.700316
2019,Nigeria,31163,2,0.396378,0.422581
2019,Nigeria,32130,2,2.627569,2.80126
2019,Nigeria,33110,2,1.313784,1.400631
2019,Nigeria,43040,2,1.313784,1.400631
2019,Madagascar,43082,2,0.244069,0.260202
2019,South Sudan,31120,2,5.999509,6.396099
2019,South Sudan,52010,2,7.014976,7.478692
2019,Sudan,14010,2,0.411128,0.438304
2019,Sudan,14015,2,0.822255,0.876609
2019,Sudan,14030,2,4.226283,4.505657
2019,"Melanesia, regional",43060,2,1.462887,1.539594
2019,Thailand,43082,2,0.203551,0.217006
2019,"Bilateral, unspecified",14020,2,2.233282,2.380911
2019,Colombia,43082,2,0.440916,0.470062
2019,"Africa, regional",14040,2,0.112302,0.119726
2019,"Asia, regional",14010,2,0.077234,0.082339
2019,Zimbabwe,31191,2,1.871987,1.995732
2019,"South of Sahara, regional",15150,2,1.163613,1.240533
2019,"Bilateral, unspecified",32182,2,0.873552,0.931297
2019,Zambia,16010,2,0,0
2019,Zimbabwe,12240,2,1.989788,2.121321
2019,"South of Sahara, regional",15110,2,0.632548,0.674362
2019,Rwanda,23210,2,0.110525,0.117831
2019,Rwanda,31130,2,0.147367,0.157108
2019,Rwanda,43030,2,0.036842,0.039277
2019,Tanzania,25010,2,0.044059,0.046971
2019,Malawi,15180,2,0.891821,0.950774
2019,Nigeria,41082,2,0.260513,0.277734
2019,Saint Helena,41030,2,1.102173,1.175031
2019,Dominica,41010,2,1.193214,1.272089
2019,"Caribbean, regional",43082,2,0.023312,0.024853
2019,"South Asia, regional",12110,2,0.218019,0.232431
2019,Indonesia,43082,2,0.007147,0.007619
2019,South Sudan,31191,2,0.120341,0.128296
2019,"Africa, regional",14031,2,2.075548,2.21275
2019,"Africa, regional",23182,2,2.128179,2.267705
2019,"Africa, regional",32182,2,4.410127,4.701653
2019,"Bilateral, unspecified",91010,2,0.248156,0.26456
2019,Malawi,52010,2,8.351338,8.903393
2019,Ethiopia,14020,2,1.471234,1.568488
2019,Nigeria,43082,2,0.038563,0.041112
2019,"Caribbean, regional",12220,2,14.545542,15.507057
2019,Sierra Leone,14021,2,0.810799,0.864396
2019,Tanzania,43060,2,0.713374,0.760531
2019,"Africa, regional",22040,2,0.187758,0.20017
2019,Sudan,14031,2,1.025618,1.093415
2019,Indonesia,12110,2,0.074008,0.0789
2019,India,15111,2,0.005431,0.00579
2019,India,23110,2,0.146463,0.157047
2019,Malawi,74020,2,0.874908,0.932743
2019,Philippines,43082,2,0.277772,0.296134
2019,Türkiye,43082,2,0.044915,0.047884
2019,"Asia, regional",15150,2,0.070929,0.075617
2019,Sierra Leone,14020,2,7.514614,8.011358
2019,"Asia, regional",14015,2,0.024159,0.025756
2019,"Asia, regional",14040,2,0.071418,0.065986
2019,"Asia, regional",22030,2,0.030568,0.032589
2019,Malawi,41030,2,0.081414,0.084352
2019,China (People's Republic of),14010,2,0.205096,0.218948
2019,Madagascar,31220,2,2.043198,2.178261
2019,Pakistan,99810,2,1.914242,2.040781
2019,Peru,43082,2,0.011005,0.011733
2019,Malaysia,41081,2,0.003224,0.003437
2019,Cuba,41082,2,0.671667,0.668429
2019,Ethiopia,23230,2,0.193532,0.192598
2019,China (People's Republic of),41081,2,0.352532,0.364742
2019,Belarus,21020,2,0,0
2019,Belarus,21030,2,0,0
2019,Belarus,43060,2,0,0
2019,Saint Lucia,41082,2,0.026867,0.026737
2019,Saint Lucia,43060,2,0.026867,0.026737
2019,Micronesia,14030,2,0.141685,0.141002
2019,Micronesia,31165,2,0.085011,0.084601
2019,Micronesia,41082,2,0.056674,0.056401
2019,Grenada,14030,2,0.251238,0.250027
2019,Grenada,23231,2,0.251238,0.250027
2019,Lebanon,31181,2,0.241762,0.240596
2019,Lebanon,43040,2,0.362642,0.360894
2019,Burkina Faso,31291,2,0.002239,0.002228
2019,Tunisia,31165,2,0.003358,0.003342
2019,Democratic Republic of the Congo,23183,2,0.125524,0.124919
2019,Democratic Republic of the Congo,23210,2,0.125524,0.124919
2019,Tunisia,14030,2,0.193258,0.192327
2019,Tunisia,23231,2,0.386516,0.384653
2019,Tunisia,41081,2,0.193258,0.192327
2019,"Caribbean & Central America, regional",41020,2,0.018389,0.018301
2019,"Bilateral, unspecified",11330,2,0.033583,0.033421
2019,"Bilateral, unspecified",23230,2,0.033583,0.033421
2019,Tanzania,14031,2,0.246549,0.24536
2019,Tanzania,14032,2,0.150944,0.150217
2019,Tanzania,15110,2,0.211322,0.210303
2019,West Bank and Gaza Strip,41081,2,0.06128,0.060985
2019,Togo,25010,2,0.003048,0.003034
2019,Nauru,14031,2,0.083518,0.083115
2019,Nauru,31140,2,0.083518,0.083115
2019,Palau,43010,2,0.11765,0.117083
2019,Tunisia,11420,2,0.016792,0.016711
2019,Tanzania,43073,2,0.000448,0.000446
2019,"Europe, regional",99820,2,0.662763,0.659568
2019,North Macedonia,43060,2,2.397992,2.571173
2019,North Macedonia,74020,2,0.011194,0.01114
2019,Ethiopia,14022,2,0.274358,0.273036
2019,Saint Lucia,23181,2,0.050191,0.049949
2019,Saint Lucia,23231,2,0.051712,0.051462
2019,Saint Lucia,43030,2,0.050191,0.049949
2019,Cameroon,43040,2,0.016792,0.016711
2019,Saint Vincent and the Grenadines,14030,2,0.076233,0.075866
2019,Saint Vincent and the Grenadines,23231,2,0.076233,0.075866
2019,Ghana,41081,2,0,0
2019,Democratic Republic of the Congo,14031,2,0.061537,0.06124
2019,Iran,74020,2,0.008397,0.008355
2019,Ethiopia,74020,2,0.003358,0.003342
2019,Venezuela,31165,2,0.041419,0.041678
2019,Brazil,15112,2,0.014537,0.014466
2019,Brazil,15150,2,0.014537,0.014466
2019,Brazil,16020,2,0.008722,0.00868
2019,Brazil,16080,2,0.014537,0.014466
2019,"Europe, regional",41020,2,0.121983,0.121395
2019,"Europe, regional",41082,2,0.121983,0.121395
2019,Tonga,41020,2,0.019773,0.019678
2019,Tonga,41081,2,0.01483,0.014758
2019,Tonga,41082,2,0.01483,0.014758
2019,"Bilateral, unspecified",33210,2,0.184932,0.184041
2019,Vanuatu,14031,2,0.154014,0.153272
2019,Kenya,11120,2,0.001519,0.001512
2019,Kenya,11230,2,0.00038,0.000378
2019,Kenya,12250,2,0.001899,0.001889
2019,Kiribati,14031,2,0.038785,0.038598
2019,Belize,14030,2,0.213011,0.211984
2019,Belize,23231,2,0.213011,0.211984
2019,Belize,43010,2,0.219466,0.218408
2019,"Asia, regional",74020,2,0.005597,0.00557
2019,Moldova,74020,2,0.022378,0.02227
2019,Nauru,41020,2,0.054477,0.054214
2019,Nauru,41081,2,0.054477,0.054214
2019,Iran,14010,2,0.014609,0.014538
2019,West Bank and Gaza Strip,31140,2,0.521608,0.52622
2019,Nicaragua,31281,2,0.007613,0.007577
2019,Maldives,23231,2,0.112651,0.112108
2019,Maldives,41082,2,0.112651,0.112108
2019,Maldives,43010,2,0.225302,0.224216
2019,Senegal,31191,2,0.001097,0.001092
2019,Senegal,31195,2,0.000392,0.00039
2019,India,11420,2,0.013455,0.013535
2019,China (People's Republic of),23183,2,0.157793,0.157032
2019,China (People's Republic of),23510,2,0.031559,0.031406
2019,China (People's Republic of),43030,2,0.570021,0.57075
2019,China (People's Republic of),74020,2,0.185238,0.192576
2019,Niger,31130,2,0.192009,0.191083
2019,Niger,74020,2,0.105668,0.105159
2019,Niger,43030,2,0.003016,0.003001
2019,Ethiopia,14032,2,0.099687,0.099206
2019,Ethiopia,23183,2,0.074765,0.074405
2019,Cameroon,14031,2,0,0
2019,Cameroon,23210,2,0,0
2019,Guatemala,11420,2,0.001735,0.001727
2019,"Africa, regional",43010,2,0.00967,0.009623
2019,"Bilateral, unspecified",23182,2,0.139931,0.139256
2019,Niger,11430,2,0.009664,0.009617
2019,India,11182,2,0,0
2019,Burkina Faso,32130,2,0,0
2019,Burkina Faso,32161,2,0,0
2019,Dominica,14030,2,0.076047,0.07568
2019,Dominica,23231,2,0.076047,0.07568
2019,Tuvalu,14031,2,0.025124,0.025003
2019,Tuvalu,31130,2,0.012562,0.012502
2019,Tuvalu,41020,2,0.050249,0.050007
2019,Guyana,41082,2,0.096589,0.096123
2019,Guyana,43030,2,0.096589,0.096123
2019,Solomon Islands,43040,2,0.188472,0.187564
2019,Mauritania,31130,2,0.016792,0.016711
2019,Mozambique,11420,2,0,0
2019,Belize,41081,2,0.174604,0.173763
2019,Morocco,11420,2,0.003918,0.003899
2019,Ukraine,21020,2,0,0
2019,Ukraine,21030,2,0,0
2019,Ukraine,43060,2,0,0
2019,"Far East Asia, regional",31210,2,1.219987,1.308533
2019,Pakistan,23183,2,0.010539,0.011304
2019,Pakistan,23210,2,0.017565,0.01884
2019,Burkina Faso,99810,2,0.136226,0.146113
2019,Chad,99810,2,0.053247,0.05711
2019,"South Asia, regional",14015,2,0.223682,0.239917
2019,"South Asia, regional",23210,2,0.372804,0.399863
2019,"South Asia, regional",31140,2,0.149122,0.159945
2019,Nicaragua,99810,2,0.62916,0.674824
2019,Colombia,99810,2,0.07544,0.080916
2019,Kyrgyzstan,23410,2,0.351887,0.377427
2019,Chad,14010,2,0.714971,0.766864
2019,Chad,14015,2,0.419114,0.449533
2019,Honduras,99810,2,0.11631,0.124752
2019,Madagascar,99810,2,0.091079,0.09769
2019,Niger,99810,2,0.691627,0.741824
2019,"Bilateral, unspecified",43073,2,0,0
2019,India,74020,2,0.905457,1.0055
2019,Brazil,99810,2,0.213547,0.229047
2019,Haiti,99810,2,0.061381,0.065836
2019,Mauritania,14030,2,0.030187,0.032378
2019,Benin,15114,2,0.49356,0.529383
2019,Benin,31191,2,0.8226,0.882305
2019,Benin,32130,2,0.32904,0.352922
2019,Honduras,14015,2,0.597247,0.640595
2019,Honduras,74020,2,1.348677,1.446565
2019,Democratic Republic of the Congo,99810,2,0.045281,0.048567
2019,Guinea-Bissau,99810,2,0.106925,0.114685
2019,Myanmar,99810,2,0.007627,0.00818
2019,Ethiopia,99810,2,0.090561,0.097134
2019,Kosovo,14022,2,0.049123,0.052688
2019,Ecuador,99810,2,0.119773,0.128466
2019,Bolivia,41030,2,0.980074,1.051209
2019,Democratic Republic of the Congo,43071,2,0.108674,0.116561
2019,India,31191,2,0.200267,0.214802
2019,India,31193,2,0.220784,0.236808
2019,India,31194,2,0.120357,0.129092
2019,Chad,31140,2,2.43317,2.467068
2019,"Caribbean & Central America, regional",15170,2,0.100372,0.107657
2019,Nicaragua,31182,2,0.292745,0.313992
2019,China (People's Republic of),31140,2,0.226242,0.242662
2019,Senegal,31220,2,0.007044,0.007555
2019,Honduras,31140,2,4.127206,3.458653
2019,"South America, regional",31210,2,0.330461,0.354445
2019,"South America, regional",41030,2,0.080499,0.086342
2019,Senegal,99810,2,0.327027,0.350763
2019,India,99810,2,0.229889,0.246575
2019,India,23183,2,0.232037,0.248878
2019,Mexico,41081,2,0.002012,0.002159
2019,Madagascar,14030,2,0.143754,0.147566
2019,"South & Central Asia, regional",11420,2,0.142404,0.15274
2019,"South & Central Asia, regional",74020,2,0.332277,0.356394
2019,Nicaragua,74020,2,0.521244,0.559076
2019,Tajikistan,31140,2,0.181123,0.194269
2019,Tajikistan,74020,2,0.42262,0.453294
2019,Bolivia,74020,2,0.001785,0.001916
2019,India,24040,2,0.0043,0.004613
2019,"South America, regional",41020,2,0.045682,0.048997
2019,"Asia, regional",31191,2,0.018642,0.019995
2019,"Asia, regional",31193,2,0.007989,0.008569
2019,Chad,15150,2,5.677723,5.733059
2019,Tajikistan,23210,2,0.007359,0.007893
2019,Nepal,73010,2,1.42525,1.195517
2019,Uganda,43071,2,0.015094,0.016189
2019,Togo,99810,2,0.054337,0.058281
2019,"Bilateral, unspecified",33110,2,0.143389,0.153796
2019,Bolivia,15110,2,0,0
2019,Brazil,31281,2,0.000503,0.00054
2019,Bolivia,72010,2,0.025156,0.026982
2019,Mongolia,14015,2,0.033539,0.035973
2019,Madagascar,32174,2,0.010062,0.010793
2019,Chad,11420,2,0.091583,0.098229
2019,Chad,14031,2,0.273734,0.290748
2019,South Africa,99810,2,0.082763,0.08877
2019,Burkina Faso,11220,2,0.006037,0.006476
2019,"Bilateral, unspecified",73010,2,0,0
2019,Ecuador,31181,2,0.100624,0.107927
2019,"Central Asia, regional",15110,2,0.073959,0.079326
2019,Kyrgyzstan,99810,2,0.011099,0.011904
2019,Cambodia,99810,2,0.070437,0.075549
2019,Madagascar,14031,2,0.001207,0.001295
2019,Serbia,23210,2,0.040179,0.043095
2019,"America, regional",14015,2,0.02264,0.024284
2019,"America, regional",31140,2,0.015094,0.016189
2019,Nepal,14040,2,0.025097,0.021031
2019,Pakistan,15110,2,0.54179,0.454012
2019,Somalia,41010,2,0.004982,0.004175
2019,Bangladesh,14021,2,39.246576,34.423904
2019,Cameroon,41010,2,8.5e-05,7.1e-05
2019,Costa Rica,43060,2,0.163173,0.136737
2019,Thailand,41081,2,0.132972,0.111428
2019,Myanmar,14040,2,0.012551,0.010518
2019,Kenya,14040,2,0.01539,0.012897
2019,Fiji,15110,2,0.111072,0.093077
2019,Myanmar,41030,2,0.003572,0.002993
2019,Indonesia,31110,2,0.187831,0.157399
2019,Sri Lanka,43060,2,0.211852,0.177529
2019,Viet Nam,31182,2,0.043,0.036033
2019,Kosovo,41030,2,0.00512,0.004291
2019,Cambodia,31140,2,17.277325,14.478133
2019,Indonesia,31282,2,0.0245,0.020531
2019,Nicaragua,43060,2,0.185653,0.155575
2019,Sri Lanka,14040,2,0.008576,0.007186
2019,Philippines,73010,2,0,0
2019,Cabo Verde,14021,2,0.42698,0.357802
2019,"Asia, regional",41081,2,0.066027,0.05533
2019,Lao People's Democratic Republic,41030,2,0.003069,0.002572
2019,El Salvador,21020,2,0.007389,0.006192
2019,Bangladesh,21020,2,0,0
2019,Bangladesh,14040,2,0.026442,0.022158
2019,Liberia,14040,2,0.01539,0.012897
2019,Indonesia,14040,2,0.01865,0.015628
2019,Mexico,31182,2,0.0345,0.02891
2019,Afghanistan,14040,2,0.007729,0.006477
2019,Viet Nam,14022,2,0.017623,0.017779
2019,Pakistan,14040,2,0.012932,0.010837
2019,Montenegro,16010,2,0.090707,0.076011
2019,El Salvador,43060,2,0.151318,0.126802
2019,Bangladesh,41030,2,0.003779,0.003167
2019,"Asia, regional",31140,2,0.61765,0.517581
2019,Cambodia,31320,2,0.028,0.023464
2019,Somalia,14040,2,0.01181,0.009896
2019,"Melanesia, regional",32182,2,0.058434,0.048967
2019,Brazil,14040,2,0.047868,0.040112
2019,Eritrea,41010,2,0.005647,0.004732
2019,Mongolia,41010,2,0.078286,0.065602
2019,Malaysia,14040,2,0.008635,0.007236
2019,"Asia, regional",43010,2,0.415531,0.360557
2019,Myanmar,11120,2,0.20661,0.173136
2019,Myanmar,43060,2,0.13774,0.115424
2019,Philippines,31182,2,0.092,0.077095
2019,Mauritius,22020,2,0.534197,0.447649
2019,Indonesia,21030,2,0,0
2019,Viet Nam,15110,2,1.043172,0.874163
2019,Bhutan,14040,2,0.135876,0.113862
2019,Haiti,21020,2,10.427875,8.738399
2019,Viet Nam,43040,2,0.088212,0.073921
2019,Honduras,43060,2,0.141292,0.118401
2019,North Macedonia,41030,2,0.004572,0.003831
2019,South Africa,12262,2,0.230748,0.193363
2019,"Bilateral, unspecified",14040,2,0.003648,0.003058
2019,Panama,43060,2,0.175036,0.146678
2019,Bosnia and Herzegovina,41030,2,0.008974,0.00752
2019,Nepal,12230,2,0.222945,0.186825
2019,Fiji,14040,2,0.009724,0.008149
2019,Mongolia,31163,2,0.028722,0.024068
2019,Mongolia,43060,2,0.043083,0.036103
2019,Mexico,14040,2,0.007648,0.006409
2019,Burkina Faso,15112,2,0.170156,0.17166
2019,"Western Africa, regional",41082,2,0.66439,0.670265
2019,"Western Africa, regional",43040,2,3.912582,3.947179
2019,Togo,31120,2,0.119221,0.120275
2019,Burkina Faso,23183,2,0.013433,0.013552
2019,"North of Sahara, regional",41030,2,0.195903,0.197635
2019,Mauritius,41010,2,0.301483,0.304149
2019,Comoros,31110,2,0.024992,0.025213
2019,Afghanistan,41010,2,0.56875,0.573779
2019,Benin,43030,2,0.397187,0.400699
2019,Togo,23210,2,0.167953,0.169438
2019,Morocco,41081,2,0.179111,0.180695
