year,purpose_code,recipient_name,usd_disbursement,usd_disbursement_deflated,climate_adaptation
2020,16010,Gabon,0.02257,0.019673,"Blank, 0, or 1"
2020,16010,Timor-Leste,0.87921,0.95823,"Blank, 0, or 1"
2020,16010,Fiji,0.128292,0.13281,"Blank, 0, or 1"
2020,16010,Kosovo,2.554151,2.525773,"Blank, 0, or 1"
2020,16010,Algeria,0.058168,0.048778,"Blank, 0, or 1"
2020,16010,Niger,0.998617,1.019479,"Blank, 0, or 1"
2020,16010,Rwanda,5.957194,5.798223,"Blank, 0, or 1"
2020,16010,Argentina,1.0203,1.007135,"Blank, 0, or 1"
2020,16010,Uzbekistan,0.027561,0.022401,"Blank, 0, or 1"
2020,16010,Indonesia,16.636815,16.649492,"Blank, 0, or 1"
2020,16010,Paraguay,20.838834,20.611279,"Blank, 0, or 1"
2020,16010,Marshall Islands,0.008581,0.00892,"Blank, 0, or 1"
2020,16010,Nauru,0.001353,0.001173,"Blank, 0, or 1"
2020,16010,Vanuatu,0.166036,0.178625,"Blank, 0, or 1"
2020,16010,"America, regional",4.539143,4.523839,"Blank, 0, or 1"
2020,16010,Turkmenistan,0.022064,0.017933,"Blank, 0, or 1"
2020,16010,Pakistan,4.320749,4.380629,"Blank, 0, or 1"
2020,16010,Namibia,0.127175,0.124531,"Blank, 0, or 1"
2020,16010,Madagascar,2.287313,2.306344,"Blank, 0, or 1"
2020,16010,Libya,5.090293,4.830065,"Blank, 0, or 1"
2020,16010,Democratic Republic of the Congo,3.457607,3.632228,"Blank, 0, or 1"
2020,16010,Mali,0.8922,0.95911,"Blank, 0, or 1"
2020,16010,Iraq,1.680245,1.678115,"Blank, 0, or 1"
2020,16010,Benin,1.106052,1.216136,"Blank, 0, or 1"
2020,16010,Micronesia,0.028198,0.031991,"Blank, 0, or 1"
2020,16010,Congo,0.45529,0.400972,"Blank, 0, or 1"
2020,16010,Dominican Republic,0.420878,0.459219,"Blank, 0, or 1"
2020,16010,Ecuador,2.92783,2.92046,"Blank, 0, or 1"
2020,16010,Belize,0.02153,0.017499,"Blank, 0, or 1"
2020,16010,Cuba,0.950574,0.934519,"Blank, 0, or 1"
2020,16010,Djibouti,0.150752,0.122639,"Blank, 0, or 1"
2020,16010,Mauritania,0.099385,0.097184,"Blank, 0, or 1"
2020,16010,Saint Lucia,0.000649,0.000527,"Blank, 0, or 1"
2020,16010,"Central Asia, regional",0.365811,0.366055,"Blank, 0, or 1"
2020,16010,Solomon Islands,3.066967,3.261647,"Blank, 0, or 1"
2020,16010,Bhutan,0.068001,0.059481,"Blank, 0, or 1"
2020,16010,Comoros,0.000457,0.000372,"Blank, 0, or 1"
2020,16010,Honduras,0.605862,0.644582,"Blank, 0, or 1"
2020,16010,"Far East Asia, regional",0.966184,0.966413,"Blank, 0, or 1"
2020,16010,Mexico,0.758726,0.817019,"Blank, 0, or 1"
2020,16010,Haiti,4.326845,4.640003,"Blank, 0, or 1"
2020,16010,Tuvalu,0.011397,0.012704,"Blank, 0, or 1"
2020,16010,Costa Rica,0.036222,0.030918,"Blank, 0, or 1"
2020,16010,Central African Republic,1.950065,1.834529,"Blank, 0, or 1"
2020,16010,El Salvador,0.997212,1.016355,"Blank, 0, or 1"
2020,16010,Saint Vincent and the Grenadines,0.000324,0.000264,"Blank, 0, or 1"
2020,16010,Panama,0.717326,0.78867,"Blank, 0, or 1"
2020,16010,Kiribati,0.015805,0.017763,"Blank, 0, or 1"
2020,16010,Chad,0.425846,0.42412,"Blank, 0, or 1"
2020,16010,Tokelau,0.001133,0.000921,"Blank, 0, or 1"
2020,16010,Mauritius,341.935966,329.488752,"Blank, 0, or 1"
2020,16010,Montenegro,0.452038,0.444265,"Blank, 0, or 1"
2020,16010,Sao Tome and Principe,0.043761,0.043202,"Blank, 0, or 1"
2020,16010,"Caribbean & Central America, regional",1.295498,1.294936,"Blank, 0, or 1"
2020,16010,"South America, regional",9.82833300000001,9.738812,"Blank, 0, or 1"
2020,16010,Angola,6.325139,6.244441,"Blank, 0, or 1"
2020,16010,Gambia,0.760102,0.823748,"Blank, 0, or 1"
2020,16010,Guinea,0.323561,0.332401,"Blank, 0, or 1"
2020,16010,Morocco,84.750484,83.671724,"Blank, 0, or 1"
2020,16010,Jamaica,0.118791,0.12062,"Blank, 0, or 1"
2020,16010,Guinea-Bissau,0.189014,0.1876,"Blank, 0, or 1"
2020,16010,Eritrea,0.323168,0.319045,"Blank, 0, or 1"
2020,16010,Iran,1.279737,1.227117,"Blank, 0, or 1"
2020,16010,Cabo Verde,0.108458,0.10782,"Blank, 0, or 1"
2020,16010,"Western Africa, regional",4.962244,5.099845,"Blank, 0, or 1"
2020,16010,"Caribbean, regional",7.707985,8.516564,"Blank, 0, or 1"
2020,16010,Guyana,0.00381,0.004551,"Blank, 0, or 1"
2020,16010,Suriname,0.563089,0.565164,"Blank, 0, or 1"
2020,16010,Saint Helena,4.715041,4.759738,"Blank, 0, or 1"
2020,16010,Montserrat,1.722086,1.738412,"Blank, 0, or 1"
2020,16010,"Oceania, regional",0.45046,0.454731,"Blank, 0, or 1"
2020,16010,Wallis and Futuna,0.166644,0.160577,"Blank, 0, or 1"
2020,16010,"North of Sahara, regional",0.01065,0.010872,"Blank, 0, or 1"
2020,16010,States Ex-Yugoslavia unspecified,0,0,"Blank, 0, or 1"
2020,16010,"Central America, regional",0.089424,0.091918,"Blank, 0, or 1"
2021,16010,"Africa, regional",1.459203,1.404952,"Blank, 0, or 1"
2021,16010,Liberia,6.076677,6.222585,"Blank, 0, or 1"
2021,16010,Tanzania,36.769536,35.600598,"Blank, 0, or 1"
2021,16010,Mozambique,18.666826,17.997558,"Blank, 0, or 1"
2021,16010,Somalia,24.973911,23.135248,"Blank, 0, or 1"
2021,16010,Zimbabwe,7.18984,6.7777,"Blank, 0, or 1"
2021,16010,Guatemala,1.433037,1.331755,"Blank, 0, or 1"
2021,16010,Ethiopia,21.141537,19.463182,"Blank, 0, or 1"
2021,16010,"South Asia, regional",0.967519,0.916498,"Blank, 0, or 1"
2021,16010,Malawi,48.830329,45.79139,"Blank, 0, or 1"
2021,16010,South Sudan,12.209652,11.192512,"Blank, 0, or 1"
2021,16010,Myanmar,8.641086,8.162094,"Blank, 0, or 1"
2021,16010,"Bilateral, unspecified",111.607445,111.567558,"Blank, 0, or 1"
2021,16010,Nicaragua,0.060666,0.061969,"Blank, 0, or 1"
2021,16010,Sierra Leone,1.272724,1.204836,"Blank, 0, or 1"
2021,16010,Zambia,17.037294,15.773363,"Blank, 0, or 1"
2021,16010,Ukraine,5.675547,5.5681,"Blank, 0, or 1"
2021,16010,Sudan,79.202928,73.863656,"Blank, 0, or 1"
2021,16010,Cambodia,15.227222,13.833483,"Blank, 0, or 1"
2021,16010,Rwanda,20.023953,18.585968,"Blank, 0, or 1"
2021,16010,Burkina Faso,15.003475,13.629189,"Blank, 0, or 1"
2021,16010,"South of Sahara, regional",59.408119,55.675529,"Blank, 0, or 1"
2021,16010,Iraq,30.924936,27.507874,"Blank, 0, or 1"
2021,16010,Mali,7.341895,6.468429,"Blank, 0, or 1"
2021,16010,Libya,1.727939,1.533713,"Blank, 0, or 1"
2021,16010,Syrian Arab Republic,22.419219,20.060123,"Blank, 0, or 1"
2021,16010,Georgia,31.914142,29.962207,"Blank, 0, or 1"
2021,16010,Moldova,3.527127,3.352638,"Blank, 0, or 1"
2021,16010,Kenya,20.30026,18.569704,"Blank, 0, or 1"
2021,16010,Bolivia,0.53061,0.483753,"Blank, 0, or 1"
2021,16010,"America, regional",18.202772,17.034174,"Blank, 0, or 1"
2021,16010,Uganda,18.383802,16.92724,"Blank, 0, or 1"
2021,16010,China (People's Republic of),5.148702,4.868777,"Blank, 0, or 1"
2021,16010,West Bank and Gaza Strip,17.604739,16.137205,"Blank, 0, or 1"
2021,16010,Democratic Republic of the Congo,7.050266,6.539733,"Blank, 0, or 1"
2021,16010,"Middle East, regional",1.637995,1.56356,"Blank, 0, or 1"
2021,16010,"Caribbean & Central America, regional",1.846055,1.71892,"Blank, 0, or 1"
2021,16010,"Asia, regional",11.819766,10.420977,"Blank, 0, or 1"
2021,16010,India,538.865156,477.840158,"Blank, 0, or 1"
2021,16010,Nepal,5.040677,4.73906,"Blank, 0, or 1"
2021,16010,Ghana,10.018072,9.432027,"Blank, 0, or 1"
2021,16010,Togo,0.676168,0.698768,"Blank, 0, or 1"
2021,16010,Côte d'Ivoire,0.252795,0.236681,"Blank, 0, or 1"
2021,16010,Benin,0.962001,0.890176,"Blank, 0, or 1"
2021,16010,Cabo Verde,0.253211,0.238511,"Blank, 0, or 1"
2021,16010,Senegal,11.595018,10.992529,"Blank, 0, or 1"
2021,16010,Chad,3.20458,2.705573,"Blank, 0, or 1"
2021,16010,Cameroon,4.59961,4.180857,"Blank, 0, or 1"
2021,16010,"South America, regional",0.28438,0.290648,"Blank, 0, or 1"
2021,16010,Colombia,13.244373,13.724373,"Blank, 0, or 1"
2021,16010,Nigeria,1.545186,1.404717,"Blank, 0, or 1"
2021,16010,"Caribbean, regional",0.880681,0.920129,"Blank, 0, or 1"
2021,16010,Afghanistan,30.964516,29.616253,"Blank, 0, or 1"
2021,16010,Brazil,1.551386,1.415743,"Blank, 0, or 1"
2021,16010,South Africa,7.524299,7.263579,"Blank, 0, or 1"
2021,16010,Tunisia,28.727769,26.859543,"Blank, 0, or 1"
2021,16010,Jordan,28.213462,27.882307,"Blank, 0, or 1"
2021,16010,Costa Rica,0.027526,0.025776,"Blank, 0, or 1"
2021,16010,Lebanon,26.824948,25.45255,"Blank, 0, or 1"
2021,16010,El Salvador,0.128334,0.120737,"Blank, 0, or 1"
2021,16010,Viet Nam,11.188866,11.433525,"Blank, 0, or 1"
2021,16010,Honduras,0.467766,0.428342,"Blank, 0, or 1"
2021,16010,Haiti,5.997472,5.778524,"Blank, 0, or 1"
2021,16010,"Western Africa, regional",7.268968,6.981167,"Blank, 0, or 1"
2021,16010,Ecuador,1.89437,1.758218,"Blank, 0, or 1"
2021,16010,Pakistan,13.363998,12.450772,"Blank, 0, or 1"
2021,16010,Indonesia,16.369566,15.699246,"Blank, 0, or 1"
2021,16010,Peru,0.760396,0.722294,"Blank, 0, or 1"
2021,16010,Morocco,62.637504,57.384336,"Blank, 0, or 1"
2021,16010,Madagascar,5.742855,5.421446,"Blank, 0, or 1"
2021,16010,Bangladesh,149.41764,138.028895,"Blank, 0, or 1"
2021,16010,Niger,3.0996,2.923515,"Blank, 0, or 1"
2021,16010,Lao People's Democratic Republic,3.421246,3.463384,"Blank, 0, or 1"
2021,16010,Belarus,0.597034,0.566869,"Blank, 0, or 1"
2021,16010,Kazakhstan,0.074823,0.064792,"Blank, 0, or 1"
2021,16010,Mongolia,1.921911,1.705467,"Blank, 0, or 1"
2021,16010,Paraguay,13.515656,12.540571,"Blank, 0, or 1"
2021,16010,Philippines,3.279083,3.142792,"Blank, 0, or 1"
2021,16010,Bhutan,0.659759,0.577818,"Blank, 0, or 1"
2021,16010,Sri Lanka,3.825734,3.547472,"Blank, 0, or 1"
2021,16010,Malaysia,0.085468,0.072634,"Blank, 0, or 1"
2021,16010,Thailand,1.89291,1.655974,"Blank, 0, or 1"
2021,16010,Micronesia,0.05106,0.048807,"Blank, 0, or 1"
2021,16010,Papua New Guinea,2.083435,2.070864,"Blank, 0, or 1"
2021,16010,Samoa,0.04039,0.03488,"Blank, 0, or 1"
2021,16010,Central African Republic,5.351364,4.867442,"Blank, 0, or 1"
2021,16010,Tuvalu,0.127726,0.12696,"Blank, 0, or 1"
2021,16010,"Far East Asia, regional",0.473527,0.454165,"Blank, 0, or 1"
2021,16010,Fiji,0.330997,0.303148,"Blank, 0, or 1"
2021,16010,Timor-Leste,3.012689,3.002255,"Blank, 0, or 1"
2021,16010,Burundi,6.176264,5.760353,"Blank, 0, or 1"
2021,16010,Vanuatu,2.80768,2.794855,"Blank, 0, or 1"
2021,16010,Solomon Islands,10.232664,10.056169,"Blank, 0, or 1"
2021,16010,Tonga,0.023842,0.020179,"Blank, 0, or 1"
2021,16010,Argentina,0.314995,0.293392,"Blank, 0, or 1"
2021,16010,"Oceania, regional",2.866565,2.85459,"Blank, 0, or 1"
2021,16010,Kiribati,2.026819,2.019658,"Blank, 0, or 1"
2021,16010,Lesotho,8.021794,7.460936,"Blank, 0, or 1"
2021,16010,Palau,0.111088,0.110376,"Blank, 0, or 1"
2021,16010,Guinea-Bissau,0.133101,0.124053,"Blank, 0, or 1"
2021,16010,Mexico,0.145413,0.133619,"Blank, 0, or 1"
2021,16010,Cuba,0.306731,0.283193,"Blank, 0, or 1"
2021,16010,Gambia,0.668062,0.675249,"Blank, 0, or 1"
2021,16010,Mauritania,3.77401,3.407942,"Blank, 0, or 1"
2021,16010,Venezuela,0.00473,0.004381,"Blank, 0, or 1"
2021,16010,Kosovo,6.132332,5.692964,"Blank, 0, or 1"
2021,16010,Djibouti,1.331574,1.122754,"Blank, 0, or 1"
2021,16010,Albania,11.960068,11.023687,"Blank, 0, or 1"
2021,16010,Suriname,0.859788,0.799993,"Blank, 0, or 1"
2021,16010,Serbia,3.756369,3.522117,"Blank, 0, or 1"
2021,16010,Türkiye,7.041001,6.175527,"Blank, 0, or 1"
2021,16010,North Macedonia,3.540671,3.296887,"Blank, 0, or 1"
2021,16010,Kyrgyzstan,1.99393,1.84976,"Blank, 0, or 1"
2021,16010,Botswana,0.081747,0.075831,"Blank, 0, or 1"
2021,16010,Armenia,1.153187,1.124269,"Blank, 0, or 1"
2021,16010,Bosnia and Herzegovina,1.695542,1.574275,"Blank, 0, or 1"
2021,16010,"Central Asia, regional",0.633834,0.593388,"Blank, 0, or 1"
2021,16010,"Central America, regional",0.786851,0.736885,"Blank, 0, or 1"
2021,16010,Egypt,65.790373,60.988042,"Blank, 0, or 1"
2021,16010,Montenegro,0.10409,0.097044,"Blank, 0, or 1"
2021,16010,"Europe, regional",1.047016,0.976064,"Blank, 0, or 1"
2021,16010,Panama,0.465314,0.49433,"Blank, 0, or 1"
2021,16010,Angola,1.966032,1.823916,"Blank, 0, or 1"
2021,16010,Sao Tome and Principe,0.011353,0.010561,"Blank, 0, or 1"
2021,16010,Iran,2.81781,2.50532,"Blank, 0, or 1"
2021,16010,Uzbekistan,0.315201,0.291327,"Blank, 0, or 1"
2021,16010,Congo,0.649542,0.596213,"Blank, 0, or 1"
2021,16010,Jamaica,1.344812,1.408389,"Blank, 0, or 1"
2021,16010,Eswatini,0.166392,0.155503,"Blank, 0, or 1"
2021,16010,Tajikistan,0.119463,0.110735,"Blank, 0, or 1"
2021,16010,Montserrat,0.842717,0.794163,"Blank, 0, or 1"
2021,16010,Yemen,43.625004,40.820298,"Blank, 0, or 1"
2021,16010,Saint Helena,4.854462,4.574765,"Blank, 0, or 1"
2021,16010,Dominican Republic,0.50799,0.520771,"Blank, 0, or 1"
2021,16010,Guinea,0.361552,0.313254,"Blank, 0, or 1"
2021,16010,Mauritius,0.140642,0.128419,"Blank, 0, or 1"
2021,16010,"North of Sahara, regional",0.01891,0.018563,"Blank, 0, or 1"
2021,16010,Wallis and Futuna,0.173297,0.158652,"Blank, 0, or 1"
2021,16010,Maldives,0.21341,0.178733,"Blank, 0, or 1"
2021,16010,Nauru,0.002177,0.001824,"Blank, 0, or 1"
2021,16010,Niue,0.002177,0.001824,"Blank, 0, or 1"
2021,16010,Marshall Islands,0.002177,0.001824,"Blank, 0, or 1"
2021,16010,Tokelau,0.002177,0.001824,"Blank, 0, or 1"
2021,16010,Gabon,0.18293,0.153205,"Blank, 0, or 1"
2021,16010,Belize,0.040685,0.034074,"Blank, 0, or 1"
2021,16010,Azerbaijan,0.011285,0.009451,"Blank, 0, or 1"
2021,16010,Algeria,1,0.837505,"Blank, 0, or 1"
2021,16010,Saint Lucia,0.000741,0.000621,"Blank, 0, or 1"
2021,16010,Antigua and Barbuda,0.00615,0.00515,"Blank, 0, or 1"
2021,16010,"Eastern Africa, regional",0.029565,0.02768,"Blank, 0, or 1"
2022,16010,Egypt,13.081867,13.081867,"Blank, 0, or 1"
2022,16010,"Middle East, regional",1.051749,1.051749,"Blank, 0, or 1"
2022,16010,Jordan,44.763836,44.763836,"Blank, 0, or 1"
2022,16010,Yemen,17.097714,17.097714,"Blank, 0, or 1"
2022,16010,Burkina Faso,6.562641,6.562641,"Blank, 0, or 1"
2022,16010,Bangladesh,18.496639,18.496639,"Blank, 0, or 1"
2022,16010,Cambodia,12.28802,12.28802,"Blank, 0, or 1"
2022,16010,Cabo Verde,0.213499,0.213499,"Blank, 0, or 1"
2022,16010,Nepal,5.443178,5.443178,"Blank, 0, or 1"
2022,16010,"Africa, regional",3.228342,3.228342,"Blank, 0, or 1"
2022,16010,"Asia, regional",11.186065,11.186065,"Blank, 0, or 1"
2022,16010,Madagascar,6.608496,6.608496,"Blank, 0, or 1"
2022,16010,Benin,0.222122,0.222122,"Blank, 0, or 1"
2022,16010,Mali,2.030315,2.030315,"Blank, 0, or 1"
2022,16010,Côte d'Ivoire,5.53594,5.53594,"Blank, 0, or 1"
2022,16010,Togo,6.863787,6.863787,"Blank, 0, or 1"
2022,16010,Senegal,2.335679,2.335679,"Blank, 0, or 1"
2022,16010,Bolivia,0.860493,0.860493,"Blank, 0, or 1"
2022,16010,"Far East Asia, regional",1.456942,1.456942,"Blank, 0, or 1"
2022,16010,Bosnia and Herzegovina,1.151484,1.151484,"Blank, 0, or 1"
2022,16010,Lebanon,18.821612,18.821612,"Blank, 0, or 1"
2022,16010,Serbia,11.285419,11.285419,"Blank, 0, or 1"
2022,16010,Albania,4.681012,4.681012,"Blank, 0, or 1"
2022,16010,Brazil,368.968117,368.968117,"Blank, 0, or 1"
2022,16010,Belarus,0.292867,0.292867,"Blank, 0, or 1"
2022,16010,Ukraine,27.337344,27.337344,"Blank, 0, or 1"
2022,16010,Georgia,4.009191,4.009191,"Blank, 0, or 1"
2022,16010,Moldova,52.765618,52.765618,"Blank, 0, or 1"
2022,16010,Azerbaijan,0.97491,0.97491,"Blank, 0, or 1"
2022,16010,Uganda,13.482189,13.482189,"Blank, 0, or 1"
2022,16010,Armenia,1.779256,1.779256,"Blank, 0, or 1"
2022,16010,"Europe, regional",2.847955,2.847955,"Blank, 0, or 1"
2022,16010,India,7.457649,7.457649,"Blank, 0, or 1"
2022,16010,Myanmar,3.869939,3.869939,"Blank, 0, or 1"
2022,16010,"Bilateral, unspecified",94.2232390000001,94.2232390000001,"Blank, 0, or 1"
2022,16010,West Bank and Gaza Strip,69.787068,69.787068,"Blank, 0, or 1"
2022,16010,North Macedonia,1.351809,1.351809,"Blank, 0, or 1"
2022,16010,Ghana,3.937766,3.937766,"Blank, 0, or 1"
2022,16010,Democratic Republic of the Congo,6.346051,6.346051,"Blank, 0, or 1"
2022,16010,Syrian Arab Republic,15.378482,15.378482,"Blank, 0, or 1"
2022,16010,Kazakhstan,0.115773,0.115773,"Blank, 0, or 1"
2022,16010,Kenya,6.663213,6.663213,"Blank, 0, or 1"
2022,16010,Sierra Leone,0.532895,0.532895,"Blank, 0, or 1"
2022,16010,Thailand,2.774493,2.774493,"Blank, 0, or 1"
2022,16010,Tanzania,41.561843,41.561843,"Blank, 0, or 1"
2022,16010,South Sudan,4.865939,4.865939,"Blank, 0, or 1"
2022,16010,Guatemala,1.10837,1.10837,"Blank, 0, or 1"
2022,16010,Rwanda,29.393821,29.393821,"Blank, 0, or 1"
2022,16010,Kosovo,3.336602,3.336602,"Blank, 0, or 1"
2022,16010,Malawi,37.17387,37.17387,"Blank, 0, or 1"
2022,16010,Nigeria,6.499997,6.499997,"Blank, 0, or 1"
2022,16010,Mozambique,31.114159,31.114159,"Blank, 0, or 1"
2022,16010,Ethiopia,85.145378,85.145378,"Blank, 0, or 1"
2022,16010,"Eastern Africa, regional",0.116025,0.116025,"Blank, 0, or 1"
2022,16010,Sudan,32.715593,32.715593,"Blank, 0, or 1"
2022,16010,Zambia,14.819527,14.819527,"Blank, 0, or 1"
2022,16010,Zimbabwe,3.038142,3.038142,"Blank, 0, or 1"
2022,16010,Somalia,45.033915,45.033915,"Blank, 0, or 1"
2022,16010,Liberia,0.729926,0.729926,"Blank, 0, or 1"
2022,16010,"Caribbean & Central America, regional",1.933704,1.933704,"Blank, 0, or 1"
2022,16010,"South of Sahara, regional",60.181253,60.181253,"Blank, 0, or 1"
2022,16010,Iraq,21.58348,21.58348,"Blank, 0, or 1"
2022,16010,Colombia,10.60951,10.60951,"Blank, 0, or 1"
2022,16010,"America, regional",38.526117,38.526117,"Blank, 0, or 1"
2022,16010,Türkiye,5.878389,5.878389,"Blank, 0, or 1"
2022,16010,Malaysia,0.596217,0.596217,"Blank, 0, or 1"
2022,16010,Philippines,2.584684,2.584684,"Blank, 0, or 1"
2022,16010,Suriname,0.461497,0.461497,"Blank, 0, or 1"
2022,16010,"South Asia, regional",0.865808,0.865808,"Blank, 0, or 1"
2022,16010,Libya,0.312853,0.312853,"Blank, 0, or 1"
2022,16010,Papua New Guinea,0.381803,0.381803,"Blank, 0, or 1"
2022,16010,Tajikistan,0.277884,0.277884,"Blank, 0, or 1"
2022,16010,Mongolia,2.356591,2.356591,"Blank, 0, or 1"
2022,16010,South Africa,3.108619,3.108619,"Blank, 0, or 1"
2022,16010,Mauritania,0.472117,0.472117,"Blank, 0, or 1"
2022,16010,Tunisia,44.718327,44.718327,"Blank, 0, or 1"
2022,16010,"North of Sahara, regional",0.417395,0.417395,"Blank, 0, or 1"
2022,16010,Morocco,86.598701,86.598701,"Blank, 0, or 1"
2022,16010,Kyrgyzstan,1.46278,1.46278,"Blank, 0, or 1"
2022,16010,Paraguay,11.769132,11.769132,"Blank, 0, or 1"
2022,16010,Cameroon,2.357153,2.357153,"Blank, 0, or 1"
2022,16010,Lao People's Democratic Republic,3.070276,3.070276,"Blank, 0, or 1"
2022,16010,Viet Nam,10.009437,10.009437,"Blank, 0, or 1"
2022,16010,Haiti,3.595998,3.595998,"Blank, 0, or 1"
2022,16010,Central African Republic,0.001334,0.001334,"Blank, 0, or 1"
2022,16010,China (People's Republic of),1.68142,1.68142,"Blank, 0, or 1"
2022,16010,Indonesia,14.781453,14.781453,"Blank, 0, or 1"
2022,16010,Pakistan,7.313575,7.313575,"Blank, 0, or 1"
2022,16010,Mauritius,0.516799,0.516799,"Blank, 0, or 1"
2022,16010,Burundi,1.071161,1.071161,"Blank, 0, or 1"
2022,16010,Vanuatu,0.497537,0.497537,"Blank, 0, or 1"
2022,16010,Fiji,0.226526,0.226526,"Blank, 0, or 1"
2022,16010,Timor-Leste,7.034528,7.034528,"Blank, 0, or 1"
2022,16010,Solomon Islands,2.066806,2.066806,"Blank, 0, or 1"
2022,16010,Kiribati,0.573367,0.573367,"Blank, 0, or 1"
2022,16010,"Oceania, regional",3.188998,3.188998,"Blank, 0, or 1"
2022,16010,Tonga,0.443393,0.443393,"Blank, 0, or 1"
2022,16010,Samoa,0.229586,0.229586,"Blank, 0, or 1"
2022,16010,Lesotho,1.172322,1.172322,"Blank, 0, or 1"
2022,16010,Eswatini,0.221831,0.221831,"Blank, 0, or 1"
2022,16010,Bhutan,0.86669,0.86669,"Blank, 0, or 1"
2022,16010,Sri Lanka,1.474983,1.474983,"Blank, 0, or 1"
2022,16010,Marshall Islands,0.026198,0.026198,"Blank, 0, or 1"
2022,16010,Micronesia,0.072194,0.072194,"Blank, 0, or 1"
2022,16010,Palau,0.3496,0.3496,"Blank, 0, or 1"
2022,16010,Tuvalu,0.002352,0.002352,"Blank, 0, or 1"
2022,16010,Sao Tome and Principe,0.015775,0.015775,"Blank, 0, or 1"
2022,16010,"Western Africa, regional",3.496824,3.496824,"Blank, 0, or 1"
2022,16010,Afghanistan,27.946241,27.946241,"Blank, 0, or 1"
2022,16010,Mexico,0.360002,0.360002,"Blank, 0, or 1"
2022,16010,Dominican Republic,0.823079,0.823079,"Blank, 0, or 1"
2022,16010,Costa Rica,0.221808,0.221808,"Blank, 0, or 1"
2022,16010,Jamaica,2.540215,2.540215,"Blank, 0, or 1"
2022,16010,Gabon,0.070073,0.070073,"Blank, 0, or 1"
2022,16010,Botswana,0.101862,0.101862,"Blank, 0, or 1"
2022,16010,Namibia,0.243087,0.243087,"Blank, 0, or 1"
2022,16010,El Salvador,0.258432,0.258432,"Blank, 0, or 1"
2022,16010,Belize,0.068426,0.068426,"Blank, 0, or 1"
2022,16010,Nicaragua,0.241447,0.241447,"Blank, 0, or 1"
2022,16010,Saint Lucia,0.257028,0.257028,"Blank, 0, or 1"
2022,16010,Argentina,0.630907,0.630907,"Blank, 0, or 1"
2022,16010,Ecuador,1.055877,1.055877,"Blank, 0, or 1"
2022,16010,Peru,4.349739,4.349739,"Blank, 0, or 1"
2022,16010,Djibouti,0.683292,0.683292,"Blank, 0, or 1"
2022,16010,Uzbekistan,0.394275,0.394275,"Blank, 0, or 1"
2022,16010,Nauru,0.000683,0.000683,"Blank, 0, or 1"
2022,16010,Niue,0.000683,0.000683,"Blank, 0, or 1"
2022,16010,Tokelau,0.000683,0.000683,"Blank, 0, or 1"
2022,16010,Niger,0.915077,0.915077,"Blank, 0, or 1"
2022,16010,Honduras,0.400421,0.400421,"Blank, 0, or 1"
2022,16010,Panama,0.022195,0.022195,"Blank, 0, or 1"
2022,16010,Turkmenistan,0.022178,0.022178,"Blank, 0, or 1"
2022,16010,Maldives,0.029997,0.029997,"Blank, 0, or 1"
2022,16010,Guinea,0.141836,0.141836,"Blank, 0, or 1"
2022,16010,Cuba,0.652908,0.652908,"Blank, 0, or 1"
2022,16010,Angola,0.554875,0.554875,"Blank, 0, or 1"
2022,16010,Congo,0.401761,0.401761,"Blank, 0, or 1"
2022,16010,Iran,1.232967,1.232967,"Blank, 0, or 1"
2022,16010,Chad,1.677117,1.677117,"Blank, 0, or 1"
2022,16010,Algeria,0.707303,0.707303,"Blank, 0, or 1"
2022,16010,Montenegro,0.726062,0.726062,"Blank, 0, or 1"
2022,16010,Comoros,0.011648,0.011648,"Blank, 0, or 1"
2022,16010,Gambia,0.203073,0.203073,"Blank, 0, or 1"
2022,16010,Saint Vincent and the Grenadines,0.002106,0.002106,"Blank, 0, or 1"
2022,16010,Guyana,0.385447,0.385447,"Blank, 0, or 1"
2022,16010,"Central America, regional",1.106481,1.106481,"Blank, 0, or 1"
2022,16010,Guinea-Bissau,0.133379,0.133379,"Blank, 0, or 1"
2022,16010,"South America, regional",2.484916,2.484916,"Blank, 0, or 1"
2022,16010,"Caribbean, regional",0.015829,0.015829,"Blank, 0, or 1"
2022,16010,Venezuela,0.125958,0.125958,"Blank, 0, or 1"
2022,16010,"Central Asia, regional",0.496982,0.496982,"Blank, 0, or 1"
2022,16010,Eritrea,0.026291,0.026291,"Blank, 0, or 1"
2022,16010,Saint Helena,4.738974,4.738974,"Blank, 0, or 1"
2022,16010,Montserrat,3.319542,3.319542,"Blank, 0, or 1"
