year,purpose_code,recipient_name,usd_disbursement,usd_disbursement_deflated
2018,15114,Pakistan,3.383035,3.498513
2018,15114,Guinea-Bissau,0.223356,0.25446
2018,15110,Türkiye,182.839098,180.627651
2018,15110,Kazakhstan,1.977891,2.02346
2018,15110,Colombia,38.382917,41.818872
2018,15114,Tanzania,8.367671,9.591159
2018,15110,Iran,0.4623,0.446552
2018,15114,Papua New Guinea,77.58062,80.952603
2018,15111,Uzbekistan,300.70051,312.914543
2018,15111,China (People's Republic of),1.558165,1.607451
2018,15114,Peru,0.283498,0.303983
2018,15110,Honduras,10.703222,11.516842
2018,15114,Côte d'Ivoire,11.191931,11.675082
2018,15114,Egypt,1.826778,1.794723
2018,15114,Lao People's Democratic Republic,17.21566,15.422531
2018,15110,Costa Rica,2.992624,3.087438
2018,15110,Ecuador,193.64852,201.492338
2018,15110,Antigua and Barbuda,0.834019,0.86352
2018,15110,"America, regional",20.60608,21.281746
2018,15110,Turkmenistan,1.412477,1.471345
2018,15110,Nigeria,34.613568,35.411144
2018,15114,Mozambique,6.851596,7.937266
2018,15114,Dominican Republic,0.385736,0.444147
2018,15111,India,156.969832,163.510673
2018,15111,Bangladesh,1.900431,1.986686
2018,15110,Paraguay,11.056932,11.431656
2018,15110,"Far East Asia, regional",3.926317,4.193107
2018,15110,El Salvador,1.735479,1.803114
2018,15110,Cambodia,6.148709,6.164717
2018,15114,Malawi,1.765456,1.839673
2018,15114,Nigeria,1.667501,1.869097
2018,15110,Maldives,0.208879,0.19793
2018,15111,Turkmenistan,1.124427,1.111373
2018,15114,Burkina Faso,19.702393,20.442192
2018,15114,Viet Nam,2.947415,2.728914
2018,15110,Togo,16.381093,16.934743
2018,15110,Madagascar,28.115262,29.180551
2018,15110,Niger,53.968439,55.677916
2018,15111,Sri Lanka,7.529697,7.887799
2018,15110,Liberia,21.700514,23.000091
2018,15110,Grenada,4.37535,4.525497
2018,15114,Fiji,4.482973,4.583854
2018,15111,Nepal,93.616601,97.436665
2018,15110,Papua New Guinea,39.673346,43.41575
2018,15110,Samoa,0.294691,0.320389
2018,15110,Dominican Republic,6.003376,6.010985
2018,15110,Malaysia,1.776765,1.810245
2018,15111,Myanmar,12.369586,13.076623
2018,15111,Viet Nam,124.457374,129.484324
2018,15114,Tajikistan,0.007624,0.006512
2018,15110,Saint Vincent and the Grenadines,0.255999,0.255066
2018,15114,Mali,2.614357,2.97077
2018,15110,Rwanda,8.999038,8.965793
2018,15114,Indonesia,126.665809,131.987729
2018,15110,Solomon Islands,7.852417,8.479248
2018,15114,Senegal,0.202601,0.213639
2018,15114,Malaysia,0.019622,0.01763
2018,15110,Burundi,4.562252,4.621913
2018,15111,Thailand,0.0143,0.012213
2018,15110,Algeria,7.163436,7.067009
2018,15114,Liberia,4.928179,5.54183
2018,15111,Iraq,6.782742,6.747809
2018,15114,Niger,0.653099,0.736882
2018,15110,Saint Lucia,0.326283,0.325863
2018,15114,Bolivia,0.010567,0.009025
2018,15110,Vanuatu,2.764812,3.007119
2018,15114,Lebanon,0.076317,0.08746
2018,15114,Sri Lanka,0.180549,0.182887
2018,15114,Ethiopia,3.903341,4.083001
2018,15114,Cambodia,6.252223,5.514218
2018,15110,"South Asia, regional",4.683149,5.006329
2018,15114,Brazil,0.008756,0.007478
2018,15111,Kyrgyzstan,12.733121,13.264052
2018,15111,Mongolia,5.605638,5.63099
2018,15114,India,2.296609,2.382038
2018,15114,Sudan,0.018007,0.015855
2018,15110,Zambia,3.249337,3.336125
2018,15110,Kosovo,10.013462,9.982598
2018,15114,Zambia,2.402584,2.462883
2018,15114,Samoa,0.542983,0.593525
2018,15111,Bhutan,5.068984,5.209594
2018,15110,Azerbaijan,128.735121,133.837869
2018,15111,Tajikistan,5.534477,5.669259
2018,15110,Armenia,13.409146,13.448694
2018,15111,Armenia,17.478079,18.030035
2018,15110,"North of Sahara, regional",8.681923,8.758389
2018,15114,Kenya,5.553187,5.936206
2018,15111,Afghanistan,91.98572,93.177358
2018,15111,Senegal,9.540864,10.028668
2018,15110,Senegal,6.280137,6.348476
2018,15114,"South of Sahara, regional",5.384748,5.501135
2018,15111,Mexico,3.132681,3.601727
2018,15111,"South of Sahara, regional",9.194943,9.624015
2018,15111,Ghana,18.097224,19.134129
2018,15111,Uganda,4.743273,5.052863
2018,15111,Burkina Faso,8.044506,8.354188
2018,15111,Kenya,21.657262,22.806517
2018,15110,Uganda,6.070525,6.27634
2018,15111,Nigeria,69.749859,71.734816
2018,15111,South Africa,10.135478,10.409717
2018,15111,Gambia,0.649062,0.660708
2018,15111,Egypt,290.255255,302.361709
2018,15111,"America, regional",2.857882,2.934933
2018,15111,Ukraine,6.228549,6.286159
2018,15111,Cambodia,13.626123,13.490211
2018,15111,Liberia,5.677193,5.973743
2018,15111,Georgia,5.000054,5.454676
2018,15111,Tanzania,68.087933,68.376931
2018,15110,Equatorial Guinea,0.99652,1.025213
2018,15114,Ukraine,1.591959,1.624238
2018,15110,Bosnia and Herzegovina,5.829555,5.903257
2018,15110,Jamaica,64.710609,67.33872
2018,15111,Zimbabwe,13.394657,14.304487
2018,15111,Zambia,8.32244,8.435582
2018,15114,Somalia,6.703719,6.787216
2018,15111,"Asia, regional",7.886799,8.21078
2018,15111,Somalia,12.215347,12.818715
2018,15110,Guatemala,9.436659,10.059282
2018,15110,Serbia,135.774963,135.352901
2018,15110,Mali,32.325402,33.29355
2018,15111,Ethiopia,10.558782,10.998713
2018,15111,Malawi,4.654864,4.960382
2018,15110,Libya,8.839246,8.871998
2018,15110,Democratic Republic of the Congo,27.264849,27.989274
2018,15110,Congo,3.28731,3.383427
2018,15110,Lesotho,3.589007,3.690915
2018,15110,Eswatini,2.236029,2.258027
2018,15110,Guyana,1.000866,1.027856
2018,15110,Dominica,0.350141,0.336145
2018,15110,Gabon,3.062059,3.175287
2018,15110,Yemen,2.052918,2.154035
2018,15110,Belize,0.129517,0.127929
2018,15110,Syrian Arab Republic,0.348178,0.355286
2018,15114,Rwanda,5.350234,5.495941
2018,15110,Montserrat,12.521957,13.042397
2018,15111,Montserrat,0.92257,0.960913
2018,15111,Pakistan,81.981657,85.116134
2018,15110,"Caribbean, regional",5.185196,5.353546
2018,15111,"Caribbean, regional",8.235378,8.984001
2018,15110,Saint Helena,9.897089,10.305669
2018,15111,Rwanda,1.864253,1.966216
2018,15114,Lesotho,0.156865,0.161461
2018,15114,Zimbabwe,0.198764,0.214485
2018,15114,"Caribbean, regional",2.064523,2.318769
2018,15111,Democratic Republic of the Congo,23.514341,24.808105
2018,15110,Tajikistan,4.495389,4.666961
2018,15114,Uganda,5.971252,6.31228
2018,15111,Sierra Leone,1.707395,1.862694
2018,15114,Nepal,1.064973,1.080665
2018,15114,West Bank and Gaza Strip,1.405142,1.439127
2018,15111,Saint Helena,0.889333,0.926296
2018,15114,Montserrat,0.05321,0.055422
2018,15111,Jordan,11.068191,12.761855
2018,15114,Sierra Leone,0.384185,0.406285
2018,15111,Sudan,4.165989,4.337134
2018,15114,Saint Helena,0.013241,0.013791
2018,15114,"Middle East, regional",0.01559,0.015054
2018,15114,"Europe, regional",3.393531,3.514961
2018,15114,Thailand,0.090179,0.08149
2018,15114,Mauritius,0.228735,0.225441
2018,15114,Bangladesh,0.038814,0.036799
2018,15114,Uzbekistan,0.03652,0.035265
2018,15110,Chad,10.59268,10.833935
2018,15111,Brazil,80.672052,83.964236
2018,15114,Belarus,0.03652,0.035265
2018,15114,Mexico,0.00498,0.004809
2018,15110,Montenegro,8.215352,8.159701
2018,15114,Morocco,19.45335,20.284289
2018,15114,"Asia, regional",0.463273,0.50579
2018,15114,Kazakhstan,0.00498,0.004809
2018,15114,Georgia,0.52172,0.598551
2018,15114,China (People's Republic of),0.191825,0.207639
2018,15114,Azerbaijan,0.2182,0.228865
2018,15114,Jamaica,0.006454,0.006548
2018,15110,Eritrea,0.690225,0.713658
2018,15111,Cook Islands,0.034024,0.03743
2018,15114,Cook Islands,0.065171,0.071695
2018,15114,Niue,0.014917,0.01641
2018,15110,Cook Islands,0.098518,0.103816
2018,15111,Samoa,1.537477,1.691388
2018,15111,Solomon Islands,10.627081,11.001845
2018,15114,Solomon Islands,2.981918,3.221616
2018,15114,Timor-Leste,0.346619,0.381317
2018,15111,Timor-Leste,2.415897,2.590677
2018,15111,Vanuatu,1.44744,1.591118
2018,15114,Vanuatu,0.168148,0.181848
2018,15110,"Oceania, regional",6.874144,7.349474
2018,15111,Papua New Guinea,52.020965,54.239202
2018,15111,Kiribati,5.706353,5.968981
2018,15114,Kiribati,0.082855,0.091149
2018,15111,Marshall Islands,0.519256,0.542078
2018,15114,Marshall Islands,0.059774,0.065758
2018,15110,Kiribati,0.966374,1.021619
2018,15111,Nauru,1.657607,1.823544
2018,15114,Nauru,0.399426,0.439412
2018,15111,Fiji,6.07578,6.285019
2018,15111,Tuvalu,3.470332,3.624294
2018,15114,Tuvalu,0.05527,0.060803
2018,15114,"Far East Asia, regional",0.257767,0.283571
2018,15110,Tuvalu,1.732635,1.792889
2018,15110,Palau,0.059387,0.054362
2018,15111,Tonga,15.604015,16.504361
2018,15114,Tonga,1.932148,2.042477
2018,15110,Niue,0.359961,0.374843
2018,15110,Nauru,0.43135,0.466822
2018,15114,Tokelau,0.015145,0.016661
2018,15111,Palau,0.002375,0.002613
2018,15114,Palau,0.067485,0.074241
2018,15110,Micronesia,0.09597,0.100268
2018,15111,Micronesia,0.102837,0.113132
2018,15114,Micronesia,0.049064,0.053976
2018,15111,"Oceania, regional",0.79991,0.899652
2018,15114,"Oceania, regional",1.004744,1.105325
2018,15110,Tokelau,0.276605,0.288171
2018,15111,Lebanon,17.708953,18.004305
2018,15111,"Middle East, regional",2.899165,2.861164
2018,15111,South Sudan,4.556202,5.157474
2018,15114,Colombia,280.229099,291.723454
2018,15114,"America, regional",2.285347,2.439785
2018,15111,North Macedonia,0.507756,0.514037
2018,15114,"South America, regional",0.122929,0.151253
2018,15114,Tunisia,0.040079,0.042387
2018,15110,Guinea-Bissau,2.322588,2.388861
2018,15114,South Africa,0.551408,0.575199
2018,15110,Central African Republic,10.904006,10.945046
2018,15110,States Ex-Yugoslavia unspecified,0.02751,0.028534
2018,15110,Democratic People's Republic of Korea,1.16416,1.208555
2018,15110,Gambia,9.359265,9.703166
2018,15110,Suriname,0.0106,0.011694
2018,15110,Angola,2.704846,2.770673
2018,15110,Benin,6.884028,6.984181
2018,15111,Botswana,0.144114,0.165837
2018,15111,Chad,7.144563,7.424753
2018,15111,Namibia,0.750507,0.741002
2018,15111,Costa Rica,0.096053,0.111971
2018,15111,Madagascar,5.513886,5.870734
2018,15111,Honduras,4.293297,4.546606
2018,15111,Iran,0.0137,0.014259
2018,15111,Tunisia,28.353745,28.099919
2018,15111,Côte d'Ivoire,17.978101,18.692391
2018,15111,Angola,0.003921,0.004081
2018,15111,Eritrea,0.216082,0.222872
2018,15111,Burundi,1.927604,2.004187
2018,15111,Sao Tome and Principe,1.199151,1.244962
2018,15111,Colombia,684.895767,712.897592
2018,15111,Togo,11.721696,12.196936
2018,15111,Comoros,0.010132,0.010546
2018,15111,Lesotho,1.915419,1.993595
2018,15111,Guinea-Bissau,0.544606,0.566833
2018,15111,Argentina,0.6619,0.754041
2018,15111,Cameroon,1.873636,1.960106
2018,15111,Guinea,9.410274,9.731239
2018,15111,Benin,5.54938,5.730917
2018,15111,Bolivia,0.854747,0.858531
2018,15111,El Salvador,354.988663,369.80301
2018,15111,Ecuador,0.519913,0.513099
2018,15111,Eswatini,1.536007,1.517278
2018,15111,Guatemala,0.366979,0.388389
2018,15111,Mauritania,1.963597,1.983856
2018,15111,Cuba,1.293092,1.398789
2018,15114,Cuba,0.018525,0.01906
2018,15114,Maldives,0.045409,0.040669
2018,15111,Antigua and Barbuda,0,0
2018,15114,Cameroon,1.396545,1.426143
2018,15111,"South Asia, regional",0.065087,0.075917
2018,15111,Mauritius,21.25035,20.989107
2018,15114,Democratic People's Republic of Korea,0.004597,0.005423
2018,15111,Haiti,8.166156,8.860751
2018,15114,Haiti,9.85201,10.858131
2018,15114,Gabon,0.036814,0.035018
2018,15111,Dominican Republic,0.745904,0.772227
2018,15111,Panama,10.614483,11.059776
2018,15114,Panama,22.163127,23.074826
2018,15111,Grenada,3.3,3.434686
2018,15114,Madagascar,9.836432,10.239232
2018,15111,Belize,0,0
2018,15111,Saint Vincent and the Grenadines,0.09414,0.108572
2018,15111,Suriname,4.063637,4.229491
2018,15111,Nicaragua,6.203849,6.486656
2018,15114,Nicaragua,0.086413,0.101937
2018,15114,Honduras,1.364623,1.576108
2018,15111,Peru,5.465727,5.774556
2018,15111,Kazakhstan,0.54823,0.570605
2018,15111,Dominica,0,0
2018,15114,El Salvador,2.989687,3.396489
2018,15114,Guatemala,1.479589,1.628294
2018,15111,Guyana,0.382393,0.419505
2018,15114,Algeria,0.631983,0.564322
2018,15111,Jamaica,10.449063,10.83935
2018,15111,Saint Lucia,0,0
2018,15114,Bhutan,6.460218,6.718621
2018,15114,Costa Rica,0.086413,0.101937
2018,15114,"Caribbean & Central America, regional",0.756803,0.755606
2018,15114,Gambia,0.083375,0.090497
2018,15114,"South Asia, regional",0.00596,0.005679
2018,15111,Morocco,0,0
2018,15114,Botswana,0.014061,0.012555
2018,15111,Philippines,1.918145,2.139101
2018,15114,Angola,0.004771,0.00426
2018,15111,Belarus,1.198879,1.247351
2018,15114,Namibia,1.33348,1.340268
2018,15114,Democratic Republic of the Congo,1.888224,1.895074
2018,15114,Eswatini,0.015086,0.013471
2018,15114,Mauritania,1.620741,1.631995
2018,15114,Central African Republic,4.938207,5.137658
2018,15114,Sao Tome and Principe,0.014177,0.012659
2018,15114,Comoros,0.011756,0.010497
2018,15111,Maldives,1.358891,1.414353
2018,15111,"Caribbean & Central America, regional",1.980883,1.994258
2018,15110,Wallis and Futuna,0.253865,0.249398
2018,15111,Paraguay,3.51694,3.842017
2018,15111,"Central Asia, regional",0,0
2018,15114,Guinea,7.884399,8.195963
2018,15111,Gabon,0.042287,0.041769
2018,15111,Algeria,0.707034,0.698362
2018,15111,Congo,2.679253,2.767837
2018,15111,Central African Republic,11.743852,12.213253
2018,15111,Libya,3.847987,4.237306
2018,15110,Botswana,0.050407,0.049789
2018,15114,Paraguay,2.294033,2.600578
2018,15114,Armenia,0,0
2018,15111,Niger,11.592954,12.075686
2018,15111,Yemen,0,0
2018,15111,Cabo Verde,0.051416,0.050876
2018,15114,Chad,11.154367,11.609622
2018,15114,Congo,0.823679,0.857297
2018,15114,Kyrgyzstan,3.571157,3.734339
2018,15114,Libya,4.08791,4.714623
2018,15114,Guyana,0.20581,0.237362
2018,15111,Venezuela,0.81137,0.93576
2018,15114,Argentina,0.11602,0.133807
2018,15111,"Far East Asia, regional",0.28225,0.325521
2018,15111,Wallis and Futuna,0.287465,0.278581
2018,15114,Grenada,3.3,3.434686
2018,15111,"South America, regional",3,3.459926
2018,15111,"North of Sahara, regional",0.025065,0.028908
2019,15110,Bolivia,1.893352,1.955391
2019,15111,"Bilateral, unspecified",65.100948,70.744317
2019,15111,Albania,4.139973,4.316323
2019,15111,Bosnia and Herzegovina,1.524775,1.622779
2019,15111,Kosovo,8.627063,8.858104
2019,15111,States Ex-Yugoslavia unspecified,0.054405,0.057631
2019,15111,Moldova,8.557058,8.785197
2019,15111,Montenegro,0.211122,0.220403
2019,15111,Serbia,34.328609,36.372102
2019,15111,Türkiye,8.973881,9.50397
2019,15114,Albania,1.050055,1.087251
2019,15114,Bosnia and Herzegovina,1.681448,1.827757
2019,15114,Kosovo,2.098155,2.225031
2019,15114,States Ex-Yugoslavia unspecified,0.009963,0.010554
2019,15114,Moldova,0.256713,0.269308
2019,15114,Montenegro,0.222969,0.23619
2019,15114,Serbia,1.165291,1.231114
2019,15114,Türkiye,0.012138,0.012872
2019,15110,"Bilateral, unspecified",381.421732,377.578741
2019,15110,Ethiopia,13.606621,14.885465
2019,15110,Ukraine,44.119346,45.897747
2019,15111,"Africa, regional",10.60562,11.381338
2019,15114,"Africa, regional",5.522328,6.336072
2019,15111,Bhutan,6.38254,6.756442
2019,15110,Albania,17.316648,17.917233
2019,15110,Mozambique,13.706648,14.33763
2019,15110,"South of Sahara, regional",28.315573,29.8183
2019,15110,Bhutan,2.005713,2.098586
2019,15110,Moldova,10.585104,10.954
2019,15110,Colombia,42.10785,45.627247
2019,15110,North Macedonia,13.556147,13.953639
2019,15110,Georgia,56.477766,57.445279
2019,15110,Sudan,6.293003,6.387018
2019,15111,"Europe, regional",3.928373,4.288204
2019,15110,Kosovo,12.036997,12.363238
2019,15110,Uganda,36.770381,38.056841
2019,15111,Mali,1.906187,2.153527
2019,15110,Guatemala,11.401943,12.15882
2019,15110,"Europe, regional",84.411116,88.617839
2019,15110,Burkina Faso,37.284337,39.388737
2019,15110,Tanzania,23.619433,24.901063
2019,15110,Bosnia and Herzegovina,57.037463,57.055931
2019,15114,"South of Sahara, regional",4.258464,4.529597
2019,15111,Ukraine,7.954718,8.228736
2019,15111,Mozambique,9.323234,9.6965
2019,15111,Cambodia,8.693665,8.965379
2019,15111,"South of Sahara, regional",13.704456,14.607609
2019,15111,Uganda,4.424932,4.786002
2019,15110,Kenya,51.642307,54.5018
2019,15111,North Macedonia,39.907722,42.269909
2019,15111,Tanzania,52.730236,55.063441
2019,15111,Liberia,7.794561,8.367039
2019,15110,Jordan,811.055516,915.073363
2019,15114,Mozambique,3.037415,3.528717
2019,15110,"Africa, regional",86.98963,91.081692
2019,15114,Afghanistan,27.082439,28.586618
2019,15111,"Asia, regional",5.168674,5.419869
2019,15114,Cambodia,1.331619,1.334004
2019,15114,"Bilateral, unspecified",86.309266,99.304826
2019,15111,Zambia,5.435996,5.761692
2019,15110,West Bank and Gaza Strip,135.855682,140.507826
2019,15110,Belarus,1.439185,1.510397
2019,15110,Cambodia,10.106111,10.61577
2019,15111,Kenya,98.708137,104.664283
2019,15110,Lebanon,7.40373400000001,7.845136
2019,15110,Serbia,141.651483,148.127821
2019,15110,Armenia,21.187371,22.260019
2019,15114,Liberia,3.943771,4.365558
2019,15111,Zimbabwe,11.761194,13.060327
2019,15111,West Bank and Gaza Strip,4.099385,4.296082
2019,15114,Ukraine,2.80669,2.892033
2019,15110,Iraq,63.875316,68.343151
2019,15114,Cuba,0.11725,0.121606
2019,15111,Afghanistan,84.708556,88.424431
2019,15114,Kenya,87.161485,92.396734
2019,15110,Afghanistan,681.565427,758.5371
2019,15111,Bolivia,6.218365,6.583656
2019,15110,Azerbaijan,4.381411,4.530034
2019,15111,Indonesia,1071.998852,1136.324894
2019,15111,Ghana,6.548822,7.112946
2019,15110,Rwanda,11.395193,11.801999
2019,15110,Peru,15.927164,16.631498
2019,15110,Niger,42.957422,45.209564
2019,15114,"Central Asia, regional",0.862161,0.894814
2019,15111,Burkina Faso,16.755838,17.246981
2019,15114,Ghana,9.787396,10.561141
2019,15110,Senegal,114.876813,121.591174
2019,15114,South Africa,0.741982,0.777547
2019,15114,Benin,25.262646,26.915639
2019,15114,Malawi,3.776594,3.917703
2019,15111,Madagascar,43.340765,46.025824
2019,15110,"Western Africa, regional",9.486174,10.027467
2019,15110,China (People's Republic of),8.903321,9.741985
2019,15110,Ghana,20.827005,21.714415
2019,15110,Libya,6.519385,6.952844
2019,15111,Senegal,4.174491,4.562485
2019,15110,Viet Nam,19.858744,20.026707
2019,15114,Burkina Faso,24.304633,25.734143
2019,15111,"Caribbean & Central America, regional",4.570994,4.72091
2019,15114,Zambia,2.66423,2.771353
2019,15110,"America, regional",40.141763,42.373748
2019,15110,Pakistan,46.28463,46.109114
2019,15111,Guatemala,3.257794,3.6797
2019,15110,Egypt,19.509824,20.295765
2019,15110,Indonesia,40.269871,41.750319
2019,15110,Mali,39.876884,42.492944
2019,15111,Malawi,4.995318,5.502231
2019,15110,Benin,13.968731,14.71011
2019,15110,Bangladesh,40.745226,42.819103
2019,15114,Democratic Republic of the Congo,0.088046,0.091495
2019,15110,"South Asia, regional",1.051998,1.117183
2019,15110,Cuba,4.099106,4.324624
2019,15110,Cameroon,9.488402,9.754175
2019,15111,Rwanda,8.590879,9.053593
2019,15114,Rwanda,10.034122,10.251052
2019,15110,Tunisia,71.891129,73.689034
2019,15114,Mali,1.844455,2.112777
2019,15114,Senegal,10.926615,11.715504
2019,15114,Tanzania,3.984265,4.097624
2019,15114,Cameroon,22.004776,23.309016
2019,15114,Pakistan,15.745665,16.705294
2019,15114,Viet Nam,0.601203,0.622682
2019,15114,"Western Africa, regional",1.334484,1.419437
2019,15110,"Middle East, regional",7.774459,8.43821
2019,15114,Nepal,25.899618,27.414973
2019,15110,Türkiye,6.967908,7.196498
2019,15111,Cameroon,44.126745,46.757183
2019,15110,Mongolia,37.756476,39.679143
2019,15110,"South America, regional",5.092775,5.49544
2019,15110,Namibia,2.695987,2.780377
2019,15110,Yemen,1.228789,1.297471
2019,15114,"Caribbean & Central America, regional",2.878417,3.597542
2019,15111,China (People's Republic of),21.497484,22.776655
2019,15114,Mauritania,1.54649,1.607624
2019,15110,"Central Asia, regional",3.196384,3.305975
2019,15110,"North of Sahara, regional",37.202099,38.319504
2019,15110,South Africa,15.627886,16.324409
2019,15114,Jamaica,0.012523,0.012997
2019,15114,"America, regional",0.951728,1.106207
2019,15111,"Central Asia, regional",1.061029,1.10472
2019,15111,Mexico,12.471927,13.350351
2019,15114,Indonesia,576.441463,610.889771
2019,15110,Uzbekistan,18.195504,18.503048
2019,15114,"Eastern Africa, regional",0.557305,0.578412
2019,15110,Ecuador,11.969175,12.61857
2019,15111,South Africa,6.992213,7.319673
2019,15111,India,160.73143,170.461098
2019,15111,"America, regional",3.987627,4.43983
2019,15114,"Asia, regional",0.233345,0.292359
2019,15114,Madagascar,1.500584,1.578802
2019,15114,Namibia,1.253203,1.300665
2019,15110,"Eastern Africa, regional",12.492807,13.615646
2019,15111,Brazil,131.047495,138.837157
2019,15110,Morocco,10.123707,10.580281
2019,15111,Benin,14.623966,15.430554
2019,15114,Guatemala,2.548884,2.889086
2019,15110,Mexico,2.853749,2.994211
2019,15110,Fiji,3.182219,3.349217
2019,15110,Honduras,7.91295,8.612517
2019,15114,Uzbekistan,0.065028,0.06295
2019,15114,Philippines,181.148967,191.840922
2019,15110,"Asia, regional",16.539926,17.657391
2019,15110,Malaysia,1.704975,1.843298
2019,15110,Angola,2.333009,2.433373
