year,recipient_name,purpose_code,climate_mitigation,usd_disbursement,usd_disbursement_deflated
2018,India,41030,2,21.459289,18.441794
2018,Lao People's Democratic Republic,31210,2,8.932665,8.756695
2018,Peru,41010,2,18.740913,16.886926
2018,"Bilateral, unspecified",31210,2,54.33705,56.107745
2018,Indonesia,21030,2,256.537517,219.100672
2018,Thailand,41010,2,1.524801,1.388421
2018,India,21030,2,645.380836,554.476077
2018,Uzbekistan,23340,2,164.331805,140.350656
2018,Maldives,41010,2,0.010793,0.009218
2018,Pakistan,14020,2,3.091505,2.640358
2018,Cabo Verde,23630,2,8.844389,7.556636
2018,Democratic Republic of the Congo,31210,2,14.042786,14.410149
2018,Indonesia,23320,2,0.887105,0.757649
2018,Viet Nam,15110,2,0.047837,0.040856
2018,Egypt,21030,2,1.348927,1.152077
2018,Brazil,14022,2,6.468198,5.524286
2018,Kenya,23630,2,21.881244,18.688086
2018,Sri Lanka,23630,2,77.772888,71.411089
2018,"Asia, regional",43010,2,12.754323,15.004552
2018,Lao People's Democratic Republic,23630,2,0.00373,0.003186
2018,Mongolia,23320,2,23.380659,21.048955
2018,India,23630,2,676.400941,687.602915
2018,Tanzania,23210,2,13.515355,13.461395
2018,Viet Nam,21030,2,1.087781,0.998203
2018,Myanmar,23110,2,14.124787,12.746055
2018,Indonesia,14050,2,0.949847,0.811235
2018,Bhutan,23630,2,0.047561,0.04062
2018,Nicaragua,14050,2,0.100907,0.086182
2018,Honduras,23220,2,0.725718,0.619813
2018,Pakistan,23630,2,33.300871,31.21619
2018,Antigua and Barbuda,15110,2,0.010848,0.009265
2018,Costa Rica,23260,2,31.996575,27.327275
2018,Peru,31210,2,0.749263,0.639922
2018,Brazil,21020,2,11.765025,10.04814
2018,Indonesia,31210,2,11.050038,11.113506
2018,Cambodia,23630,2,5.131063,4.382281
2018,Thailand,21030,2,0.005908,0.005046
2018,Gabon,31210,2,1.051189,0.897788
2018,Fiji,15110,2,0.005505,0.004702
2018,Tunisia,21030,2,0.068817,0.058774
2018,Türkiye,14022,2,15.497187,13.235663
2018,Cambodia,31210,2,0.626353,0.534948
2018,Iraq,23220,2,21.064053,17.990149
2018,Indonesia,23260,2,117.925218,114.049394
2018,Pakistan,15110,2,2.477413,2.115881
2018,Egypt,23240,2,74.397033,66.85311
2018,Samoa,15110,2,0.006076,0.005189
2018,Sri Lanka,14032,2,15.514673,13.250597
2018,Cameroon,31210,2,1.241894,1.060663
2018,Iran,23110,2,1.795362,1.602699
2018,Ethiopia,23210,2,0.838181,0.808849
2018,Kenya,23260,2,67.596103,58.11986
2018,Viet Nam,23310,2,0.894618,0.764066
2018,Dominican Republic,15110,2,0.008095,0.006914
2018,Philippines,21030,2,39.049457,33.35092
2018,India,32130,2,0.138072,0.143811
2018,Georgia,41010,2,0.414289,0.407646
2018,Guinea,41010,2,0.014542,0.01242
2018,Sudan,15110,2,0.020329,0.021552
2018,Saint Vincent and the Grenadines,15110,2,0.010096,0.008623
2018,Peru,14050,2,10.100309,8.626358
2018,Philippines,31210,2,10.248343,8.752788
2018,Mozambique,23340,2,32.597697,27.840674
2018,Iran,15110,2,0.004935,0.004215
2018,Serbia,23110,2,0.272262,0.23253
2018,Bangladesh,23630,2,223.792073,232.568947
2018,Bangladesh,21030,2,126.984865,129.22434
2018,Cameroon,23630,2,5.994332,5.119571
2018,Tanzania,23630,2,4.4089,3.765504
2018,Peru,23220,2,0.142147,0.121404
2018,Mongolia,41010,2,1.61211,1.577184
2018,Papua New Guinea,31210,2,1.356565,1.158599
2018,Iraq,23310,2,6.040455,5.158964
2018,Guyana,23230,2,0.13204,0.137429
2018,Guyana,23630,2,0,0
2018,Tunisia,31220,2,0.043217,0.03691
2018,Bangladesh,23210,2,8.589124,7.685192
2018,Samoa,41010,2,3.145906,2.68682
2018,India,31220,2,10.082457,8.611112
2018,Mongolia,15110,2,15.403577,16.031591
2018,Bolivia,23260,2,0.209282,0.178741
2018,Botswana,31210,2,0.528008,0.450955
2018,Kenya,23210,2,10.449265,10.597831
2018,Sri Lanka,23220,2,8.420535,8.76421
2018,Myanmar,41010,2,1.257402,1.431242
2018,Papua New Guinea,41010,2,2.179241,2.415245
2018,Thailand,23110,2,0.102818,0.087814
2018,Papua New Guinea,74020,2,2.716461,2.320045
2018,Bangladesh,23320,2,14.237985,12.160218
2018,"Bilateral, unspecified",21010,2,33.517267,36.113142
2018,India,41020,2,13.486834,15.432972
2018,China (People's Republic of),41010,2,7.999454,8.522731
2018,India,21010,2,31.674055,33.745381
2018,"Bilateral, unspecified",41082,2,29.070009,32.174119
2018,India,23183,2,3.858904,4.116907
2018,"Asia, regional",23210,2,7.466128,8.088654
2018,India,41082,2,0.634905,0.7092
2018,"Asia, regional",23183,2,0.2,0.230662
2018,China (People's Republic of),41082,2,0.673429,0.745905
2018,China (People's Republic of),23210,2,9.743818,11.201523
2018,"Bilateral, unspecified",23183,2,68.131233,72.267925
2018,India,23182,2,0.286553,0.3029
2018,Indonesia,21010,2,0.578652,0.584076
2018,China (People's Republic of),21010,2,189.106766,197.262453
2018,China (People's Republic of),23110,2,203.832238,212.492963
2018,"Bilateral, unspecified",31110,2,32.978066,37.814265
2018,Indonesia,31110,2,1.2305,1.419147
2018,"Bilateral, unspecified",32110,2,6.393423,6.825651
2018,"Bilateral, unspecified",32310,2,1.34,1.545434
2018,"Bilateral, unspecified",15110,2,2.071321,2.370457
2018,Rwanda,21010,2,0.029667,0.034215
2018,Ghana,21010,2,0.357957,0.38038
2018,India,32210,2,0.7,0.807316
2018,"America, regional",21010,2,30.087451,30.255565
2018,"Bilateral, unspecified",24010,2,9.875,10.647465
2018,China (People's Republic of),32110,2,2.257813,2.601671
2018,China (People's Republic of),41020,2,7.128333,7.90131
2018,China (People's Republic of),23183,2,4.896225,5.178954
2018,China (People's Republic of),32210,2,0.175,0.201829
2018,Mexico,21010,2,0.8917,0.930438
2018,Mexico,23110,2,3.521511,3.574559
2018,Mexico,41082,2,0.02,0.023066
2018,"Bilateral, unspecified",32169,2,0.05,0.057665
2018,"Bilateral, unspecified",12182,2,0.05,0.057665
2018,Georgia,21010,2,5.199127,5.414661
2018,China (People's Republic of),14050,2,9.852246,10.113608
2018,China (People's Republic of),43030,2,8.913109,9.421823
2018,India,14010,2,0.0495,0.057089
2018,China (People's Republic of),12110,2,0.75,0.864982
2018,"Africa, regional",21010,2,0.029667,0.034215
2018,China (People's Republic of),25040,2,0,0
2018,"Bilateral, unspecified",14010,2,1.234585,1.232048
2018,"Bilateral, unspecified",14050,2,0.09,0.103798
2018,Brazil,21010,2,4.110338,4.36198
2018,"Bilateral, unspecified",15130,2,0.3,0.345993
2018,Myanmar,21010,2,0.042175,0.045384
2018,"Bilateral, unspecified",32210,2,1.137302,1.201332
2018,"South of Sahara, regional",21010,2,0.456056,0.503417
2018,"South of Sahara, regional",41030,2,10.106619,11.647568
2018,China (People's Republic of),14010,2,0.125,0.144164
2018,Brazil,31110,2,0.4375,0.504573
2018,Brazil,41010,2,92.045261,110.317272
2018,Mozambique,21010,2,0.029667,0.034215
2018,Mongolia,21010,2,8.142318,8.475416
2018,"Bilateral, unspecified",41030,2,86.302891,88.808274
2018,India,21020,2,0.5,0.576654
2018,"Bilateral, unspecified",23270,2,0.449226,0.518097
2018,Viet Nam,23210,2,3.616067,3.653769
2018,"Bilateral, unspecified",31130,2,10.48394,11.253134
2018,Indonesia,31120,2,0.883211,0.973461
2018,Philippines,23210,2,5.023539,4.987397
2018,Indonesia,23210,2,13.080805,13.307255
2018,Indonesia,23270,2,0.125559,0.143081
2018,"Bilateral, unspecified",43030,2,124.289153,130.258402
2018,"Bilateral, unspecified",15160,2,1.546173,1.830607
2018,Tanzania,41030,2,6.767698,7.677981
2018,Uganda,43082,2,0.038357,0.037503
2018,Kenya,41030,2,6.12665,7.00762
2018,"Europe, regional",41010,2,4.630186,4.556374
2018,Moldova,23183,2,0,0
2018,Indonesia,41030,2,16.656056,19.062514
2018,Ukraine,23620,2,1.150695,1.125099
2018,Sudan,23210,2,0.374081,0.36576
2018,Mozambique,23210,2,8.267519,7.993081
2018,"Asia, regional",41030,2,1.186325,1.252767
2018,Rwanda,43082,2,0.054658,0.053442
2018,Bosnia and Herzegovina,23183,2,4.307722,4.341931
2018,Kenya,23230,2,1.022736,1.139281
2018,Zimbabwe,23210,2,0.676169,0.661128
2018,"Africa, regional",31210,2,1.500833,1.527836
2018,Democratic Republic of the Congo,23210,2,0.147823,0.142566
2018,Mali,31210,2,0.035442,0.034654
2018,Cameroon,41030,2,0.765212,0.748191
2018,Kenya,43082,2,0.093015,0.090945
2018,Zambia,23210,2,4.773732,4.746951
2018,Liberia,23210,2,2.286731,2.332611
2018,"Africa, regional",11110,2,0.747952,0.731315
2018,Senegal,23210,2,2.32884,2.333221
2018,Zimbabwe,43040,2,0.161097,0.157514
2018,Bosnia and Herzegovina,41010,2,1.150695,1.125099
2018,Kenya,14050,2,0.298941,0.292292
2018,Uganda,41030,2,2.295646,2.605167
2018,Burkina Faso,31220,2,2.971062,3.079873
2018,Somalia,32130,2,2.140293,2.092685
2018,Côte d'Ivoire,23210,2,0.887814,0.87692
2018,Namibia,41030,2,0.096658,0.094508
2018,"Bilateral, unspecified",14015,2,0.086302,0.084382
2018,Ethiopia,43082,2,0.038357,0.037503
2018,"Bilateral, unspecified",43081,2,0.332672,0.325272
2018,Guatemala,41082,2,0.230139,0.22502
2018,Sierra Leone,23210,2,0.000572,0.00056
2018,Zambia,41010,2,0.525653,0.589689
2018,Nepal,41010,2,0.044877,0.043879
2018,"South of Sahara, regional",32130,2,0,0
2018,Zambia,41030,2,1.483276,1.643403
2018,Bolivia,12182,2,0.044877,0.043879
2018,"Middle East, regional",14010,2,2.531529,2.475219
2018,India,43082,2,2.380521,2.917686
2018,"Bilateral, unspecified",12110,2,1.513172,1.685586
2018,Bosnia and Herzegovina,41081,2,0.017425,0.017037
2018,Democratic Republic of the Congo,15150,2,0.62956,0.721706
2018,Mozambique,41030,2,4.21926,4.816618
2018,Uganda,23210,2,5.159713,5.250175
2018,Mozambique,41010,2,3.735485,3.702146
2018,Tanzania,23110,2,0.696064,0.790606
2018,"Asia, regional",41082,2,0.230139,0.22502
2018,Serbia,32130,2,0.003314,0.00324
2018,Rwanda,24030,2,0.88821,0.868453
2018,Mali,23210,2,0.272474,0.266413
2018,Moldova,43030,2,1.150695,1.125099
2018,"South of Sahara, regional",23630,2,13.873219,13.806654
2018,"Bilateral, unspecified",31220,2,6.729797,6.745178
2018,"Africa, regional",41010,2,8.750896,8.670689
2018,"Asia, regional",16070,2,0.517813,0.506295
2018,"Africa, regional",23183,2,0.754004,0.751558
2018,Burkina Faso,23210,2,0.431511,0.421912
2018,Somalia,23210,2,0.155344,0.151888
2018,Madagascar,41030,2,0.981133,1.00287
2018,Democratic Republic of the Congo,43040,2,1.870176,1.837826
2018,Tanzania,41010,2,0.976029,1.189484
2018,"South of Sahara, regional",33110,2,0.114459,0.130658
2018,Tanzania,25010,2,3.079332,3.092559
2018,"Europe, regional",43010,2,7.372138,7.963544
2018,Malawi,74020,2,0.354066,0.347634
2018,Pakistan,31166,2,0.138925,0.136401
2018,Sierra Leone,43060,2,0.011802,0.011588
2018,Malawi,41010,2,2.763774,2.793654
2018,Zambia,31120,2,2.752358,3.14908
2018,Rwanda,41020,2,0.150576,0.147841
2018,Ethiopia,31140,2,0.454384,0.445475
2018,Ethiopia,23182,2,0.023604,0.023176
2018,Malawi,31110,2,0.322587,0.340698
2018,Niger,74020,2,0.2023,0.196104
2018,Sierra Leone,74020,2,0.224242,0.220169
2018,Ethiopia,41020,2,2.236448,2.510993
2018,Sudan,74020,2,0.294583,0.289232
2018,Ethiopia,14031,2,0.026181,0.025706
2018,Congo,23210,2,0,0
2018,Paraguay,31220,2,0,0
2018,Paraguay,23220,2,0,0
2018,Argentina,23270,2,0,0
2018,Brazil,23110,2,5.920623,5.981737
2018,Bangladesh,23183,2,0.181787,0.162325
2018,Viet Nam,23183,2,1.700831,1.692102
2018,Rwanda,31130,2,1.644495,1.712844
2018,Cambodia,43060,2,0,0
2018,Mongolia,16040,2,0,0
2018,India,43071,2,0,0
2018,Pakistan,21020,2,0,0
2018,"Bilateral, unspecified",16030,2,0.388588,0.409745
2018,El Salvador,31220,2,0,0
2018,Tonga,23210,2,4.414021,4.359883
2018,Kiribati,14020,2,0,0
2018,"Africa, regional",31220,2,0.828236,0.822167
2018,Burkina Faso,23230,2,0.364686,0.410584
2018,Mongolia,23183,2,2.496845,2.510433
2018,Malawi,23210,2,0.194705,0.202797
2018,"Asia, regional",91010,2,0.139364,0.145155
2018,"Bilateral, unspecified",23182,2,3.604397,3.751585
2018,Nigeria,99810,2,0,0
2018,Nigeria,41010,2,3.211586,3.345067
2018,"Asia, regional",23110,2,26.470321,27.569793
2018,"Bilateral, unspecified",11430,2,0.224109,0.233423
2018,"Bilateral, unspecified",23630,2,0.398812,0.416676
2018,Uganda,23110,2,4.147616,4.402491
2018,Uganda,23270,2,0.856722,0.892329
2018,Uganda,23630,2,1.285082,1.338493
2018,Malawi,43040,2,0.356309,0.371118
2018,"Africa, regional",23260,2,1.214565,1.24967
2018,India,14020,2,0.386645,0.402715
2018,"Oceania, regional",41010,2,10.893908,10.838861
2018,"Africa, regional",23182,2,7.266004,7.567995
2018,"Africa, regional",25010,2,1.212915,1.263326
2018,"Africa, regional",32130,2,1.212915,1.263326
2018,"Africa, regional",32182,2,2.42583,2.526653
2018,"Bilateral, unspecified",32130,2,6.922252,7.915046
2018,"Bilateral, unspecified",32182,2,1.225065,1.275981
2018,Bangladesh,23182,2,0.069938,0.072844
2018,Bangladesh,23230,2,0.349688,0.364222
2018,Bangladesh,23110,2,26.18671,27.139699
2018,Nigeria,15110,2,3.778298,3.935333
2018,Nigeria,23210,2,9.828101,10.190435
2018,India,24040,2,0.034518,0.035953
2018,Madagascar,31220,2,1.981718,2.064083
2018,"Bilateral, unspecified",91010,2,3.492811,3.63798
2018,Indonesia,91010,2,0.291789,0.303916
2018,China (People's Republic of),91010,2,0.0021,0.002187
2018,Colombia,31110,2,0.344775,0.359105
2018,Malaysia,41082,2,0.209128,0.21782
2018,Rwanda,41010,2,0.617952,0.622183
2018,Kenya,23110,2,1.509937,1.572694
2018,"Asia, regional",23182,2,2.28348,2.376693
2018,Malawi,31140,2,0.131658,0.13713
2018,"Asia, regional",23181,2,0.867064,0.873505
2018,Uganda,23182,2,0.033443,0.034833
2018,Sierra Leone,23630,2,16.52312,17.209857
2018,Nigeria,21010,2,0.008655,0.007728
2018,"South America, regional",41082,2,0.449213,0.467884
2018,"Africa, regional",23630,2,2.093254,2.180255
2018,Malawi,14020,2,1.720388,1.791892
2018,Rwanda,31220,2,0.411124,0.428211
2018,Rwanda,43030,2,0.411124,0.428211
2018,Rwanda,43040,2,0.411124,0.428211
2018,"South of Sahara, regional",43040,2,0.604255,0.629369
2018,Indonesia,25010,2,0.882122,0.919608
2018,"South America, regional",43010,2,66.693344,69.465266
2018,"America, regional",31220,2,10.370815,10.801849
2018,"South America, regional",31210,2,3.794613,3.954535
2018,Serbia,32310,2,0,0
2018,Kyrgyzstan,33210,2,0,0
2018,Egypt,14020,2,6.111177,6.360599
2018,Lebanon,24030,2,113.134663,117.752146
2018,Montenegro,23210,2,14.965969,15.391782
2018,Kosovo,21030,2,0.328101,0.341492
2018,Türkiye,43030,2,62.072466,64.605894
2018,Ukraine,31161,2,7.160392,7.452636
2018,Serbia,24030,2,51.000384,51.701146
2018,Ukraine,23210,2,36.237306,37.708719
2018,Serbia,31162,2,0,0
2018,Kazakhstan,14020,2,6.965656,7.249952
2018,Kyrgyzstan,14020,2,3.580785,3.726932
2018,Albania,16010,2,0,0
2018,Uzbekistan,14020,2,0,0
2018,Georgia,24030,2,16.711909,17.393989
2018,Ukraine,99810,2,18.335891,19.084252
2018,Egypt,99810,2,10.564145,10.99531
2018,Türkiye,24030,2,178.891774,186.193071
2018,Ukraine,23630,2,14.447067,15.03671
2018,Mongolia,32161,2,0,0
2018,Ukraine,24030,2,27.346867,28.463003
2018,Ukraine,43030,2,25.529452,26.590275
2018,Albania,99810,2,139.265903,144.949908
2018,Georgia,32310,2,10.434321,10.860188
2018,Tajikistan,14020,2,3.449782,3.590582
2018,Kyrgyzstan,24030,2,10.231322,10.648904
2018,Türkiye,23210,2,131.993007,136.768563
2018,Serbia,23640,2,0,0
2018,Egypt,23210,2,147.881506,153.917147
2018,Kazakhstan,23640,2,16.323616,16.989849
2018,Jordan,23210,2,86.639714,90.083194
2018,Kazakhstan,32210,2,42.254219,43.978785
2018,Armenia,14020,2,0.079075,0.082302
2018,Jordan,14050,2,5.820628,6.035572
2018,Türkiye,99810,2,82.713325,86.089191
2018,Georgia,32169,2,0,0
2018,Georgia,16010,2,5.266139,5.481072
2018,Kazakhstan,23210,2,25.082415,26.09735
2018,Serbia,14020,2,4.536763,4.721928
2018,Kazakhstan,32161,2,6.709548,6.983392
2018,Morocco,14020,2,16.376726,17.045127
2018,Morocco,23210,2,74.866351,76.469618
2018,Uzbekistan,23630,2,1.65039,1.717749
2018,Kazakhstan,43030,2,12.210551,12.708913
2018,Georgia,14050,2,0.563071,0.567128
2018,Albania,23210,2,1.07636,1.120291
2018,Ukraine,32164,2,5.43137,5.653047
2018,Serbia,99810,2,8.134073,8.466057
2018,Ukraine,31162,2,15.458515,16.08944
2018,Armenia,24030,2,4.170896,4.341127
2018,Kazakhstan,99810,2,11.801016,12.282662
2018,Montenegro,14020,2,0.082615,0.085987
2018,Türkiye,21040,2,20.096778,20.917009
2018,Egypt,32266,2,25.764192,26.815733
2018,Moldova,24030,2,5.901098,6.141945
2018,Ukraine,16030,2,0.723475,0.753002
2018,Azerbaijan,99810,2,1.753806,1.825386
2018,Türkiye,32171,2,0,0
2018,Kosovo,24030,2,9.441758,9.827113
2018,Jordan,14020,2,2.020536,2.103002
2018,Egypt,23640,2,2.060663,2.144767
2018,Mongolia,14050,2,0,0
2018,Tunisia,32120,2,0,0
2018,Türkiye,23630,2,67.135607,69.875683
2018,Belarus,32162,2,70.813172,73.703343
2018,Serbia,23210,2,88.169334,91.737727
2018,Mongolia,24030,2,2.576419,2.681573
2018,Moldova,31162,2,0,0
2018,Tajikistan,23630,2,0.97132,1.010964
2018,Türkiye,21010,2,12.982698,13.503162
2018,Kyrgyzstan,32161,2,0,0
2018,Kosovo,23630,2,10.221881,10.639078
2018,Mongolia,32210,2,0,0
2018,Montenegro,21030,2,2.163342,2.251637
2018,Turkmenistan,32161,2,0.974861,1.014649
2018,Belarus,21030,2,0,0
2018,Georgia,43030,2,3.514693,3.658143
2018,Ukraine,32169,2,26.500649,27.582248
2018,Georgia,23630,2,1.593296,1.658325
2018,Türkiye,32169,2,49.579842,51.603396
2018,Bosnia and Herzegovina,23630,2,2.006373,2.088261
2018,Ukraine,32162,2,14.398678,14.986346
2018,Kyrgyzstan,14050,2,0.941815,0.980254
2018,Egypt,32262,2,0,0
2018,Bosnia and Herzegovina,24030,2,6.196153,6.449042
2018,Serbia,21050,2,58.22849,60.605031
2018,Mongolia,99810,2,0,0
2018,Ukraine,14050,2,0,0
2018,Ukraine,21030,2,0,0
2018,Türkiye,16030,2,19.149062,19.930612
2018,Ukraine,32261,2,0,0
2018,Montenegro,16030,2,3.859318,4.016832
2018,Morocco,32161,2,0,0
2018,Egypt,14050,2,0,0
2018,Lebanon,23630,2,0,0
2018,Jordan,16030,2,4.122507,4.290763
2018,Moldova,23630,2,4.645344,4.834939
2018,Türkiye,32164,2,65.105629,67.762854
2018,Kazakhstan,32266,2,0,0
2018,Morocco,32210,2,0,0
2018,Belarus,32161,2,0,0
2018,Türkiye,32161,2,59.010976,61.419453
2018,Albania,23630,2,0,0
2018,Belarus,14020,2,3.949014,4.110189
2018,Egypt,43030,2,1.18022,1.228389
2018,Armenia,99810,2,1.111767,1.157142
2018,Kyrgyzstan,32210,2,0,0
2018,Kazakhstan,23630,2,28.890727,30.080245
2018,Serbia,21030,2,25.332232,26.366143
2018,Türkiye,32266,2,0,0
2018,Tajikistan,43030,2,13.825092,14.389349
2018,Moldova,99810,2,5.368819,5.587942
2018,Tajikistan,99810,2,7.745781,8.061917
2018,Türkiye,23640,2,6.983359,7.268378
2018,Kyrgyzstan,99810,2,0.017703,0.018426
2018,Kyrgyzstan,43030,2,1.972147,2.052638
