year,recipient_name,purpose_code,climate_mitigation,usd_disbursement,usd_disbursement_deflated
2019,Bosnia and Herzegovina,41010,2,0.883047,0.91632
2019,Guatemala,41082,2,0.211508,0.219478
2019,Burkina Faso,41020,2,0,0
2019,Serbia,32130,2,0.003046,0.00316
2019,Rwanda,43082,2,0.050233,0.052126
2019,Democratic Republic of the Congo,15150,2,0.628521,0.752879
2019,"Asia, regional",41010,2,34.028867,39.50037
2019,"South of Sahara, regional",23630,2,7.73176,8.039821
2019,Zambia,41030,2,0.69738,0.736247
2019,Namibia,41030,2,0.071384,0.074074
2019,Kenya,41010,2,4.484683,4.89852
2019,Bolivia,14032,2,1.321926,1.371737
2019,"Africa, regional",11110,2,0.52877,0.548695
2019,Albania,41010,2,0.090975,0.076236
2019,Ethiopia,23210,2,7.236302,7.438896
2019,"Asia, regional",23110,2,19.540815,20.508423
2019,Zambia,23183,2,0.418368,0.436556
2019,India,43082,2,2.745417,3.513201
2019,"Asia, regional",16070,2,1.797819,1.865562
2019,Bolivia,43030,2,0.423016,0.438956
2019,"South of Sahara, regional",41030,2,2.284951,2.589454
2019,Liberia,14050,2,0.512187,0.531423
2019,Ukraine,41010,2,3.326649,3.45221
2019,"Africa, regional",23183,2,0.703652,0.731735
2019,"Bilateral, unspecified",31182,2,1.055368,1.06402
2019,Zimbabwe,31220,2,0.211508,0.219478
2019,Kenya,31182,2,0.203136,0.215368
2019,Burkina Faso,41082,2,0.740279,0.768172
2019,Somalia,23210,2,0.595453,0.617841
2019,Somalia,32130,2,1.311351,1.360763
2019,"Asia, regional",41030,2,0.793156,0.823042
2019,Tanzania,14010,2,0.019622,0.020499
2019,Belarus,31165,2,0.086112,0.089961
2019,Belarus,32130,2,0.089626,0.093633
2019,South Sudan,23210,2,0.011429,0.011862
2019,Ethiopia,41020,2,0.28311,0.312538
2019,"Eastern Africa, regional",23260,2,0.395784,0.410773
2019,Montenegro,23220,2,1.256497,1.304084
2019,"Caribbean & Central America, regional",23210,2,31.029268,32.359782
2019,Namibia,23630,2,0,0
2019,South Africa,23630,2,0,0
2019,"Caribbean & Central America, regional",24030,2,4.134771,4.291365
2019,India,23110,2,20.049229,20.612483
2019,China (People's Republic of),23110,2,11.255348,12.000344
2019,Tunisia,21030,2,44.487111,45.953562
2019,"America, regional",43010,2,23.921018,24.866147
2019,China (People's Republic of),24030,2,0,0
2019,India,21020,2,0,0
2019,Viet Nam,23210,2,2.817299,2.938112
2019,India,23630,2,273.51998,269.663836
2019,Egypt,31140,2,6.838332,7.097316
2019,Morocco,23240,2,52.613903,54.606519
2019,India,21040,2,155.378932,161.263508
2019,Serbia,24030,2,56.829622,58.981896
2019,"America, regional",21010,2,0.045806,0.051956
2019,Mexico,23183,2,181.625284,188.61274
2019,Morocco,23630,2,7.952941,8.254137
2019,"South America, regional",31166,2,0.074365,0.077181
2019,Colombia,31120,2,0.056773,0.058923
2019,India,16050,2,0.062297,0.064656
2019,Liberia,41030,2,2.470517,2.635225
2019,Tunisia,23230,2,12.519752,12.993904
2019,Indonesia,23110,2,3.669216,3.897541
2019,Costa Rica,41010,2,1.388231,1.440376
2019,"Bilateral, unspecified",31210,2,14.090206,14.42051
2019,Tunisia,43010,2,0.002488,0.002582
2019,"Far East Asia, regional",41010,2,9.446646,10.209582
2019,Mexico,43030,2,1.460098,1.515396
2019,Ukraine,23183,2,12.784228,13.191789
2019,"Eastern Africa, regional",21010,2,0.549792,0.570614
2019,"Far East Asia, regional",31166,2,1.608035,1.668935
2019,Peru,31210,2,1.72958,1.534958
2019,India,23182,2,2.076026,2.217087
2019,Armenia,23220,2,0.188525,0.195665
2019,Nepal,23110,2,2.205,2.288508
2019,Brazil,21010,2,3.152831,3.331793
2019,Morocco,23110,2,3.626506,3.76385
2019,Jordan,23183,2,11.7869,12.233299
2019,"Europe, regional",23110,2,6.609953,7.24983
2019,"Caribbean & Central America, regional",31210,2,1.587469,1.64759
2019,Brazil,23110,2,6.191988,6.446294
2019,Brazil,43010,2,0.054683,0.055455
2019,China (People's Republic of),23630,2,0.087625,0.09939
2019,Brazil,41010,2,10.127415,12.107032
2019,"Africa, regional",23260,2,1.029493,1.068682
2019,Mongolia,23110,2,0,0
2019,Ecuador,41030,2,6.156946,6.390125
2019,Egypt,23110,2,2.428936,2.518848
2019,Jordan,14032,2,1.511051,1.568278
2019,India,21010,2,16.290361,17.211757
2019,Bangladesh,23110,2,2.461126,2.553296
2019,Tunisia,23183,2,6.618451,6.706621
2019,Lao People's Democratic Republic,31210,2,2.587421,2.505661
2019,"Central Asia, regional",21010,2,0.001328,0.001378
2019,South Africa,41081,2,0.222965,0.2313
2019,Bangladesh,41010,2,0.614757,0.683482
2019,"South of Sahara, regional",31110,2,2.693598,2.845919
2019,West Bank and Gaza Strip,73010,2,2.33252,2.420858
2019,"America, regional",41010,2,39.563766,44.807445
2019,Indonesia,41010,2,70.241922,85.367155
2019,Montenegro,23210,2,3.115283,3.233265
2019,Tunisia,41081,2,0.002918,0.003028
2019,West Bank and Gaza Strip,23183,2,0,0
2019,Cambodia,23630,2,30.060528,30.230608
2019,Brazil,41040,2,2.404701,2.460026
2019,Ecuador,31120,2,0.18355,0.189038
2019,Argentina,23182,2,0.062129,0.064482
2019,Philippines,23182,2,0.028369,0.029443
2019,Ethiopia,14032,2,0.029072,0.030173
2019,Nicaragua,43010,2,0.003358,0.003486
2019,Bolivia,23210,2,2.104473,2.184174
2019,China (People's Republic of),43030,2,5.22258,5.546056
2019,India,32182,2,0.202381,0.210046
2019,"Central Asia, regional",23230,2,0.03517,0.036502
2019,Albania,23110,2,1.563788,1.623013
2019,Uzbekistan,23410,2,0.00403,0.004183
2019,Mexico,23210,2,116.056014,120.588434
2019,"Asia, regional",21010,2,0.693244,0.719499
2019,Jordan,14050,2,0.787752,0.817586
2019,Togo,31210,2,0.345458,0.358541
2019,Democratic Republic of the Congo,23220,2,7.701032,7.982983
2019,Indonesia,31210,2,9.340473,9.708279
2019,Kenya,11120,2,1.72639,1.791708
2019,Indonesia,21010,2,1.983234,2.098986
2019,"North of Sahara, regional",23181,2,0.269686,0.2799
2019,Marshall Islands,21040,2,0.805122,0.835614
2019,Colombia,24030,2,0,0
2019,Viet Nam,16030,2,0.264896,0.27493
2019,China (People's Republic of),21010,2,1.653382,1.746761
2019,Mexico,41010,2,3.368737,3.592926
2019,Thailand,23110,2,4.688941,4.84811
2019,Iran,23110,2,1.317905,1.334016
2019,China (People's Republic of),23182,2,0.08222,0.085334
2019,"Bilateral, unspecified",31120,2,16.040539,17.121062
2019,Kazakhstan,23210,2,0.268019,0.27817
2019,Ukraine,23630,2,0.273389,0.283743
2019,Peru,24030,2,0,0
2019,China (People's Republic of),14050,2,0,0
2019,Serbia,23320,2,0.317209,0.329223
2019,Egypt,23220,2,0.447986,0.464953
2019,Peru,23210,2,0,0
2019,Indonesia,23230,2,0.705213,0.733855
2019,Peru,21030,2,110.499007,114.683872
2019,Serbia,23310,2,0,0
2019,Tunisia,23110,2,0.339878,0.362961
2019,Uganda,23630,2,1.493109,1.591809
2019,Viet Nam,23630,2,64.839577,67.337709
2019,China (People's Republic of),23183,2,2.52584,2.65162
2019,Indonesia,23220,2,0.702029,0.728616
2019,"Bilateral, unspecified",24040,2,1.30594,1.369777
2019,Jordan,23210,2,4.266644,4.421663
2019,"Asia, regional",23210,2,13.29524,15.222588
2019,Namibia,16040,2,3.327511,3.453532
2019,Indonesia,43040,2,2.155295,2.277167
2019,Thailand,23183,2,0.266353,0.276439
2019,"Asia, regional",33210,2,0.019042,0.019763
2019,Nepal,23220,2,0.037965,0.039293
2019,Bosnia and Herzegovina,23183,2,1.65618,1.736889
2019,Jordan,14022,2,6.45926,6.703887
2019,Serbia,14050,2,3.195221,3.299418
2019,El Salvador,24030,2,0,0
2019,Costa Rica,21010,2,1.550703,1.609432
2019,Côte d'Ivoire,23110,2,67.805958,70.38313
2019,Rwanda,31220,2,4.436481,4.688797
2019,Serbia,23183,2,1.059505,1.099856
2019,India,23183,2,9.354444,9.901076
2019,Mongolia,23183,2,2.960222,3.072333
2019,Kosovo,23620,2,5.22569,5.36058
2019,Indonesia,14050,2,0,0
2019,"Africa, regional",15150,2,0.230606,0.239339
2019,Mexico,23110,2,3.200382,3.334671
2019,Kazakhstan,32110,2,0.927305,0.962425
2019,South Africa,23231,2,0.058211,0.060416
2019,Kenya,23260,2,141.612981,118.702735
2019,Tanzania,23181,2,0.053174,0.055187
2019,"South Asia, regional",41010,2,0.876392,0.909583
2019,"Middle Africa, regional",41030,2,0,0
2019,Kazakhstan,23183,2,0.307191,0.318825
2019,Mexico,23270,2,0.77102,0.821993
2019,Indonesia,31130,2,0.776044,0.817485
2019,Myanmar,23182,2,0.042102,0.043697
2019,"Bilateral, unspecified",23181,2,2.009403,2.085504
2019,Indonesia,23260,2,20.245339,17.207903
2019,Bolivia,31166,2,0.079044,0.082037
2019,Ghana,23110,2,21.057396,22.021317
2019,Philippines,41030,2,0.188895,0.213831
2019,Türkiye,41010,2,0.752115,0.7806
2019,South Africa,23110,2,0.755696,0.80565
2019,Viet Nam,43060,2,0,0
2019,Brazil,41030,2,13.97419,14.998168
2019,West Bank and Gaza Strip,23210,2,3.529981,3.562411
2019,Türkiye,23183,2,69.506477,72.165467
2019,South Africa,16040,2,2.53702,2.633104
2019,"Far East Asia, regional",31281,2,0.491663,0.510284
2019,China (People's Republic of),21081,2,41.77182,43.35382
2019,China (People's Republic of),41020,2,3.508882,3.939372
2019,"Caribbean & Central America, regional",16040,2,0.095153,0.098756
2019,Serbia,23270,2,1.348227,1.399287
2019,Nepal,23630,2,1.70118,1.765607
2019,Ecuador,15150,2,0.016792,0.017428
2019,Colombia,23182,2,0.009084,0.009428
2019,Georgia,23630,2,0,0
2019,Burkina Faso,15150,2,0.12437,0.129081
2019,"North of Sahara, regional",23210,2,2.485656,2.579794
2019,Georgia,23110,2,135.146802,138.393704
2019,India,41020,2,9.63194,10.678868
2019,Jordan,14021,2,11.307131,11.735359
2019,"Europe, regional",23610,2,0.025149,0.026101
2019,Guatemala,41010,2,0.912174,0.952812
2019,Uzbekistan,23230,2,0.001164,0.001208
2019,Senegal,23630,2,2.127888,2.208476
2019,"Asia, regional",24030,2,0.112484,0.116744
2019,South Africa,41010,2,5.854949,6.084438
2019,Morocco,23183,2,0,0
2019,Brazil,24010,2,0.797621,0.827829
2019,Tajikistan,23220,2,3.593418,3.678961
2019,"Europe, regional",24030,2,25.187507,26.141419
2019,Belarus,23210,2,0.30104,0.312442
2019,Uganda,23110,2,4.130386,4.562516
2019,Peru,23110,2,0.002601,0.002699
2019,Colombia,43030,2,0.067098,0.071968
2019,Brazil,23270,2,0.586679,0.608898
2019,Ecuador,23410,2,0.035472,0.036816
2019,"Melanesia, regional",31210,2,0.749529,0.777915
2019,"South America, regional",23181,2,0.617061,0.64043
2019,Morocco,24030,2,0,0
2019,North Macedonia,23620,2,0.10576,0.109765
2019,Nigeria,23110,2,2.900971,3.047846
2019,Brazil,23183,2,1.686618,1.750494
2019,Nigeria,23182,2,0.061536,0.063867
2019,Ethiopia,31220,2,0.328153,0.337021
2019,Mongolia,23320,2,4.216587,4.026287
2019,"Far East Asia, regional",23110,2,5.036915,5.467793
2019,"Bilateral, unspecified",33210,2,1.219572,1.257865
2019,Bosnia and Herzegovina,23210,2,13.976231,14.584583
2019,Colombia,23183,2,0,0
2019,China (People's Republic of),14020,2,0,0
2019,Montenegro,23630,2,1.625607,1.687173
2019,Brazil,14050,2,1.290856,1.339744
2019,Mexico,23230,2,8.790181,9.511162
2019,Peru,23183,2,16.983897,17.610956
2019,"America, regional",23260,2,3.69072,3.817947
2019,Tanzania,31120,2,2.086958,2.355209
2019,Congo,23210,2,0.088156,0.091495
2019,Viet Nam,21020,2,0.160081,0.166143
2019,Grenada,23210,2,0.209267,0.217193
2019,West Bank and Gaza Strip,23230,2,5.995064,6.032518
2019,Tunisia,23210,2,0.503528,0.536724
2019,Kosovo,23110,2,3.060234,3.320678
2019,Albania,14050,2,0.823133,0.854306
2019,"Central America, regional",23260,2,0.530635,0.550732
2019,India,43030,2,0.047017,0.048797
2019,Bosnia and Herzegovina,23240,2,0,0
2019,Viet Nam,23110,2,2.755786,3.010457
2019,China (People's Republic of),41010,2,10.39836,11.264469
2019,Kyrgyzstan,23630,2,0.444061,0.472968
2019,Morocco,23230,2,24.993481,25.922723
2019,Tanzania,14050,2,0.0806,0.083653
2019,India,23220,2,0.188928,0.196084
2019,Ukraine,43030,2,1.104269,1.174248
2019,"America, regional",43030,2,0.472945,0.492423
2019,Dominican Republic,23110,2,1.386142,1.434787
2019,"Bilateral, unspecified",14020,2,8.505156,9.145424
2019,"Central America, regional",41010,2,0.555188,0.576214
2019,Viet Nam,31130,2,0.359053,0.372651
2019,Democratic Republic of the Congo,31220,2,0.027426,0.028465
2019,El Salvador,15220,2,0.003239,0.003361
2019,Iran,23181,2,0.691308,0.717489
2019,Afghanistan,23210,2,14.083555,14.615763
2019,Egypt,23240,2,2.400245,2.011369
2019,Ethiopia,43040,2,0.321726,0.329886
2019,"Bilateral, unspecified",43030,2,60.520264,65.31972
2019,Mexico,21010,2,1.136722,1.215114
2019,Fiji,11430,2,0.117546,0.121997
2019,Namibia,31130,2,3.626895,3.764254
2019,"Asia, regional",23181,2,0.724224,0.751652
2019,Albania,24010,2,0.081044,0.084113
2019,Indonesia,43030,2,23.050283,23.915994
2019,El Salvador,41010,2,0.282358,0.307916
2019,Costa Rica,23230,2,0.279861,0.29046
2019,"Central America, regional",23210,2,1.655182,1.717868
2019,India,41010,2,13.630115,14.472457
2019,Colombia,41030,2,8.702172,9.868061
2019,Afghanistan,23110,2,3.092147,3.209254
2019,China (People's Republic of),23210,2,32.349164,35.746138
2019,Ghana,23230,2,5.267239,5.56042
2019,Colombia,31210,2,0.131788,0.136779
2019,Peru,41020,2,2.938688,3.331108
2019,Senegal,23183,2,0.111944,0.116184
2019,Zambia,23630,2,0.417616,0.433432
2019,India,23620,2,0.016731,0.017364
2019,Papua New Guinea,41081,2,0.091802,0.095279
2019,Albania,21010,2,0,0
2019,"Far East Asia, regional",31220,2,0.611744,0.634913
2019,Peru,43030,2,21.645091,22.464843
2019,Ghana,31210,2,0.094974,0.097235
2019,Viet Nam,23183,2,2.56231,2.60465
2019,Bangladesh,23630,2,31.581155,26.468293
2019,India,31120,2,0.265308,0.275356
2019,North Macedonia,23183,2,0,0
2019,"Central America, regional",23110,2,1.810553,1.879123
2019,"South of Sahara, regional",43030,2,6.634952,7.022325
2019,Pakistan,24030,2,0,0
2019,Cuba,23210,2,1.940308,1.997044
2019,Dominican Republic,41010,2,0.901533,0.949423
2019,India,41081,2,0.035263,0.036598
2019,Serbia,23620,2,0.100624,0.107927
2019,Viet Nam,23182,2,0.06045,0.062739
2019,North Macedonia,23240,2,0,0
2019,Uganda,16010,2,0.440199,0.456871
2019,Panama,15160,2,0.030436,0.031588
2019,Haiti,23220,2,0.831382,0.862869
2019,Peru,21010,2,2.330588,2.418853
2019,Bangladesh,41081,2,0.121983,0.126602
2019,Indonesia,15150,2,0.775604,0.925741
2019,Democratic Republic of the Congo,41010,2,1.767649,2.350433
2019,India,12110,2,0.400309,0.426771
2019,"America, regional",23183,2,0.01625,0.018432
2019,"America, regional",41030,2,0.183753,0.208426
2019,"Bilateral, unspecified",31192,2,0.051636,0.054698
2019,Dominica,15110,2,0.063229,0.075188
2019,Dominica,15125,2,0.105381,0.125313
2019,Dominica,15170,2,0.111481,0.132568
2019,Dominica,32310,2,0.210762,0.250627
2019,"Oceania, regional",41020,2,0.785842,0.861401
2019,Samoa,23210,2,0.576416,0.61522
2019,Ukraine,14021,2,0.03106,0.032872
2019,Peru,41010,2,7.550102,9.712755
2019,Senegal,41010,2,0.261349,0.27546
2019,"Asia, regional",23230,2,2.952743,3.511239
2019,"Asia, regional",23240,2,2.952743,3.511239
2019,"Asia, regional",23260,2,2.952743,3.511239
2019,"Asia, regional",23270,2,2.952743,3.511239
2019,Belize,41010,2,0.229013,0.235219
2019,Sudan,41082,2,0.001748,0.001667
2019,Rwanda,41082,2,0.009085,0.008665
2019,Myanmar,41082,2,0.054495,0.051977
2019,"Caribbean & Central America, regional",21010,2,0.15113,0.179716
2019,"Caribbean & Central America, regional",23183,2,1.511304,1.797159
2019,"Caribbean & Central America, regional",23220,2,0.755652,0.89858
2019,"Caribbean & Central America, regional",23240,2,2.266956,2.695739
2019,"Caribbean & Central America, regional",23270,2,0.302261,0.359432
2019,"Caribbean & Central America, regional",23630,2,0.15113,0.179716
2019,"Caribbean & Central America, regional",31120,2,1.772984,2.093975
2019,"Caribbean & Central America, regional",31220,2,0.15113,0.179716
2019,Viet Nam,41010,2,121.869884,124.204965
2019,Mexico,23360,2,0,0
2019,Solomon Islands,41082,2,0.034585,0.032987
2019,Mexico,23220,2,0.359834,0.427895
2019,Mexico,31165,2,0,0
2019,Mexico,43010,2,0,0
2019,Sri Lanka,41082,2,0.007337,0.006998
2019,Kyrgyzstan,41082,2,0.001748,0.001667
2019,"Oceania, regional",23230,2,0.155408,0.184802
2019,"Oceania, regional",23240,2,0.155408,0.184802
2019,"Oceania, regional",23260,2,0.155408,0.184802
2019,"Oceania, regional",23270,2,0.155408,0.184802
2019,Viet Nam,23230,2,0.077472,0.103669
2019,Viet Nam,23240,2,0.368795,0.418313
2019,Viet Nam,23260,2,0,0
2019,Viet Nam,23270,2,0,0
2019,Cameroon,41082,2,0.028996,0.027656
2019,Senegal,31110,2,1.306273,1.480207
2019,Senegal,31120,2,0,0
2019,Senegal,31161,2,0,0
2019,Senegal,31281,2,0,0
2019,Bangladesh,43040,2,0.861087,0.928908
2019,"Bilateral, unspecified",74020,2,1.832676,2.041645
2019,"Bilateral, unspecified",16010,2,1.356274,1.520963
2019,"Bilateral, unspecified",31110,2,44.312608,49.90963
2019,Chad,43030,2,1.130663,1.135488
2019,"Bilateral, unspecified",99810,2,4.392318,4.763893
2019,Panama,41010,2,0.119807,0.142468
2019,Mexico,23240,2,8.765051,9.037192
2019,Mexico,23630,2,51.579884,52.048951
2019,Mexico,31120,2,0.754168,0.8847
2019,Mexico,31220,2,0.071967,0.085579
2019,"Caribbean, regional",74020,2,0.452148,0.537669
2019,"Caribbean, regional",41010,2,0.678222,0.806504
2019,Benin,41010,2,0,0
2019,Armenia,23642,2,0,0
2019,Thailand,41010,2,0.730241,0.616075
2019,Afghanistan,41010,2,0.040031,0.040984
2019,"Bilateral, unspecified",23642,2,0,0
2019,Armenia,41010,2,0,0
2019,Marshall Islands,41010,2,0,0
2019,Azerbaijan,31320,2,0,0
2019,Madagascar,23642,2,0,0
2019,"Africa, regional",41082,2,1.273955,1.364101
2019,Jordan,11330,2,0.410729,0.488416
2019,Jordan,11430,2,1.014742,1.206675
2019,Cuba,23110,2,0.020645,0.0173
2019,Cuba,23181,2,0.430264,0.440507
2019,Cuba,23220,2,0,0
2019,Cuba,23230,2,0,0
2019,"Oceania, regional",41081,2,0.257177,0.294647
2019,Côte d'Ivoire,41010,2,0.880748,0.907454
2019,Cuba,41010,2,0.119807,0.142468
2019,Sri Lanka,23181,2,0.133989,0.179298
2019,Burkina Faso,23110,2,0.274087,0.32593
2019,Burkina Faso,23181,2,0.411131,0.488894
2019,Burkina Faso,23630,2,1.370437,1.629648
2019,Haiti,12261,2,0.37679,0.448058
2019,Haiti,43050,2,1.130369,1.344173
2019,Nepal,23230,2,0.005038,0.005178
2019,Nepal,23240,2,0,0
2019,Nepal,23260,2,0,0
2019,Nepal,23270,2,0,0
2019,"Caribbean, regional",23181,2,0.433308,0.515266
2019,"Caribbean, regional",32130,2,0.433308,0.515266
2019,Indonesia,41081,2,0,0
2019,"Africa, regional",31140,2,0,0
2019,"Africa, regional",31120,2,0,0
2019,"Africa, regional",31130,2,0,0
2019,"Africa, regional",31161,2,0,0
2019,"Africa, regional",31181,2,0,0
2019,"Africa, regional",31194,2,0,0
2019,"Africa, regional",43040,2,0.433225,0.437056
2019,"Africa, regional",43060,2,0,0
2019,Uganda,41082,2,0.4035,0.412444
2019,"South America, regional",21010,2,0.359834,0.427895
2019,"South America, regional",23183,2,4.047137,4.788005
2019,"South America, regional",23210,2,3.598342,4.27895
2019,"South America, regional",23220,2,1.799171,2.139475
2019,"South America, regional",23230,2,16.19254,19.255277
2019,"South America, regional",23240,2,5.397513,6.418426
2019,"South America, regional",23270,2,0.719668,0.85579
2019,"South America, regional",23630,2,0.359834,0.427895
2019,"South America, regional",31120,2,3.598342,4.27895
2019,"South America, regional",31220,2,0.359834,0.427895
2019,"South America, regional",43060,2,0,0
2019,"South America, regional",31130,2,0,0
2019,"South America, regional",31140,2,0,0
2019,"South America, regional",31161,2,0.019368,0.020774
2019,"South America, regional",31181,2,0,0
2019,"South America, regional",31194,2,0,0
2019,"South America, regional",43040,2,0,0
2019,China (People's Republic of),25040,2,0.775,0.879059
2019,Georgia,21010,2,0.029556,0.033524
2019,"Bilateral, unspecified",16050,2,1.832999,1.954167
2019,"Bilateral, unspecified",72010,2,1.869647,1.995609
2019,"Caribbean & Central America, regional",31130,2,0.018389,0.018301
2019,"Caribbean & Central America, regional",31140,2,0,0
2019,"Caribbean & Central America, regional",31161,2,0,0
2019,"Caribbean & Central America, regional",31181,2,0,0
2019,"Caribbean & Central America, regional",31194,2,0,0
2019,"Caribbean & Central America, regional",41010,2,0.115105,0.13056
2019,"Caribbean & Central America, regional",43040,2,0,0
2019,"Caribbean & Central America, regional",43060,2,0,0
2019,"Caribbean, regional",21010,2,0.136737,0.1626
2019,"Caribbean, regional",23183,2,1.496093,1.748775
2019,"Caribbean, regional",23210,2,1.36737,1.626001
2019,"Caribbean, regional",23220,2,0.683685,0.813001
2019,"Caribbean, regional",23230,2,6.153165,7.317005
2019,"Caribbean, regional",23240,2,2.051055,2.439002
2019,"Caribbean, regional",23270,2,0.273474,0.3252
2019,"Caribbean, regional",23630,2,0.136737,0.1626
2019,"Caribbean, regional",31120,2,1.36737,1.626001
2019,"Caribbean, regional",31220,2,0.136737,0.1626
2019,Afghanistan,23230,2,0,0
2019,Afghanistan,23270,2,0,0
2019,Afghanistan,23240,2,0,0
2019,Afghanistan,23260,2,0,0
2019,"South & Central Asia, regional",31120,2,0,0
2019,"South & Central Asia, regional",31130,2,0,0
2019,"South & Central Asia, regional",31140,2,0,0
2019,"South & Central Asia, regional",31161,2,0,0
2019,"South & Central Asia, regional",31181,2,0,0
2019,"South & Central Asia, regional",31194,2,0,0
2019,"South & Central Asia, regional",41010,2,0.995063,1.018751
2019,"South & Central Asia, regional",43040,2,0,0
2019,"South & Central Asia, regional",43060,2,0,0
2019,"Far East Asia, regional",31120,2,0,0
2019,"Far East Asia, regional",31130,2,0,0
2019,"Far East Asia, regional",31140,2,0,0
2019,"Far East Asia, regional",31161,2,0,0
2019,"Far East Asia, regional",31181,2,0,0
2019,"Far East Asia, regional",31194,2,0,0
2019,"Far East Asia, regional",43040,2,0,0
2019,"Far East Asia, regional",43060,2,0,0
2019,Democratic Republic of the Congo,31210,2,3.133925,3.102293
2019,Papua New Guinea,41010,2,1.012074,1.165632
2019,Uganda,11420,2,0.551895,0.73852
2019,Papua New Guinea,15150,2,0.498375,0.666902
2019,Ethiopia,41030,2,0.079558,0.106461
2019,Ecuador,41082,2,0.134546,0.180043
2019,Myanmar,41010,2,0.744823,0.988318
2019,Tanzania,41081,2,0.053604,0.069578
2019,"America, regional",41082,2,0.595869,0.670454
2019,"Bilateral, unspecified",15160,2,4.526787,5.48148
2019,Mozambique,23110,2,0.60714,0.724824
2019,Cambodia,31120,2,3.118517,3.213735
2019,Tanzania,23240,2,0.235009,0.314478
2019,Guyana,41010,2,46.759553,62.571479
2019,Indonesia,15160,2,0.390164,0.522099
2019,Madagascar,41081,2,0.057972,0.077575
2019,Peru,41082,2,0.114477,0.143196
2019,Colombia,41082,2,0.079766,0.09851
2019,Kenya,31110,2,0.89546,1.063514
2019,Brazil,41082,2,3.911444,4.193136
2019,Ethiopia,41081,2,0.869456,1.163466
2019,Zimbabwe,31110,2,0.043901,0.057962
2019,China (People's Republic of),31110,2,0.821881,1.099803
2019,China (People's Republic of),43010,2,0.501936,0.671668
2019,Tanzania,31110,2,0.550793,0.637999
2019,"Far East Asia, regional",15111,2,0.60355,0.807643
2019,Tanzania,41010,2,4.704143,5.355421
2019,South Africa,41082,2,0,0
2019,Togo,23110,2,0.248796,0.332927
2019,"Bilateral, unspecified",41081,2,2.520289,2.723352
2019,"Oceania, regional",23110,2,0.568272,0.760436
2019,Cambodia,41081,2,0.044859,0.052736
2019,Brazil,15150,2,0.128191,0.166553
2019,Ecuador,15160,2,0.003978,0.005323
2019,"Bilateral, unspecified",32174,2,0.079183,0.102696
2019,Indonesia,41082,2,1.709984,1.918042
2019,Peru,15160,2,0.420743,0.563019
2019,Ecuador,41010,2,88.049042,93.020874
2019,Sudan,14030,2,0.182415,0.2441
2019,Ethiopia,11420,2,0.21667,0.289029
2019,North Macedonia,41020,2,0,0
2019,Jordan,41081,2,0.164685,0.220374
2019,Democratic Republic of the Congo,41081,2,0.229917,0.263309
2019,Ukraine,23210,2,1.188431,1.26645
2019,China (People's Republic of),23310,2,0.09763,0.10275
2019,Pakistan,23183,2,0.006991,0.007187
2019,Pakistan,23610,2,0.006786,0.006976
2019,Pakistan,32120,2,0.006786,0.006976
2019,Nepal,16020,2,0,0
2019,Nepal,31120,2,0.123511,0.140094
2019,Tanzania,14032,2,0.004518,0.004644
2019,Sri Lanka,23230,2,0.093606,0.096225
2019,Somalia,23183,2,0.007701,0.007917
2019,Somalia,23230,2,0.012835,0.013194
2019,Sri Lanka,32120,2,0,0
2019,Sri Lanka,23183,2,0.171631,0.163699
2019,Sri Lanka,23610,2,0,0
2019,Viet Nam,14022,2,0.152737,0.15701
2019,Nepal,74020,2,0.089867,0.092381
2019,Nepal,11120,2,0.089867,0.092381
2019,Nepal,31140,2,0.019499,0.020045
2019,Mali,15150,2,0,0
2019,Mali,16020,2,0,0
2019,Mali,23230,2,0.490788,0.495128
2019,Guinea,41010,2,0.009543,0.00981
2019,Guinea,31210,2,0.02863,0.029431
2019,Nepal,31193,2,0.003358,0.003452
2019,Kenya,31162,2,0.104318,0.107236
2019,Cambodia,43040,2,0.010075,0.010357
2019,Ethiopia,25010,2,0.003358,0.003452
2019,Ethiopia,23230,2,0.003358,0.003452
2019,South Africa,41030,2,0,0
2019,China (People's Republic of),23620,2,0,0
2019,China (People's Republic of),23270,2,11.462737,11.564095
2019,Kenya,16010,2,0,0
2019,Kenya,21020,2,0,0
2019,Mali,12230,2,0,0
2019,Indonesia,23250,2,0,0
2019,Indonesia,32164,2,0,0
2019,Indonesia,41020,2,1.934628,2.194391
2019,Myanmar,31140,2,0.011194,0.011508
2019,Myanmar,31193,2,0.004478,0.004603
2019,Cambodia,31220,2,0.343261,0.327398
2019,Bangladesh,23620,2,0,0
2019,"Bilateral, unspecified",14010,2,0.939998,0.968114
2019,"Bilateral, unspecified",15111,2,0.139931,0.145614
2019,"Bilateral, unspecified",25040,2,1.139931,1.279884
2019,"Bilateral, unspecified",11110,2,0.518973,0.549999
2019,"Bilateral, unspecified",12220,2,3.255182,3.673384
2019,"Bilateral, unspecified",16020,2,0.213104,0.221976
2019,India,23270,2,0.210456,0.219003
2019,"Eastern Africa, regional",23210,2,0.279861,0.291227
2019,Tanzania,23230,2,0.377253,0.391965
2019,"Eastern Africa, regional",23230,2,0.559722,0.582455
2019,"Africa, regional",31110,2,0.839584,0.873682
2019,"Asia, regional",31110,2,0.850392,0.885941
2019,"Asia, regional",15110,2,0.433592,0.44993
2019,"Bilateral, unspecified",12240,2,0.70017,0.785237
