year,recipient_name,sector_code,usd_disbursement,usd_disbursement_deflated,climate_mitigation
2018,Viet Nam,331,0.03537,0.040793,1 or 2
2018,Mozambique,121,0.05,0.057665,1 or 2
2018,Armenia,250,1.09173,1.259102,1 or 2
2018,Dominican Republic,740,0.00131,0.001511,1 or 2
2018,Liberia,250,0.09081,0.104732,1 or 2
2018,Zambia,331,0.67312,0.776315,1 or 2
2018,Cambodia,121,0.1,0.115331,1 or 2
2018,Malawi,130,1.49162,1.720298,1 or 2
2018,Zambia,130,0.65831,0.759235,1 or 2
2018,West Bank and Gaza Strip,112,2,2.306618,1 or 2
2018,Guatemala,152,0.42905,0.494827,1 or 2
2018,Mozambique,130,0.74089,0.854475,1 or 2
2018,Uganda,130,2.26884,2.616674,1 or 2
2018,Cambodia,122,1.06306,1.226037,1 or 2
2018,Liberia,122,0.37323,0.430449,1 or 2
2018,South Africa,130,0.24309,0.280357,1 or 2
2018,Mozambique,112,0,0,1 or 2
2018,Philippines,331,0.01912,0.022051,1 or 2
2018,West Bank and Gaza Strip,160,9.63984,11.117712,1 or 2
2018,"South & Central Asia, regional",312,0.06998,0.080709,1 or 2
2018,Benin,122,0.035821,0.040768,1 or 2
2018,Uganda,122,2.05462,2.369611,1 or 2
2018,Myanmar,130,0.00833,0.009607,1 or 2
2018,Guatemala,130,0.18911,0.218103,1 or 2
2018,Nigeria,130,3.68684,4.252065,1 or 2
2018,Belize,140,0.19128,0.220605,1 or 2
2018,Kosovo,112,0.5,0.576654,1 or 2
2018,Kosovo,250,1.87561,2.163157,1 or 2
2018,Bangladesh,152,0,0,1 or 2
2018,"South of Sahara, regional",130,2.00712,2.31483,1 or 2
2018,Zambia,112,0.3,0.345993,1 or 2
2018,Ethiopia,112,0,0,1 or 2
2018,Indonesia,740,1.9741,2.276746,1 or 2
2018,"Asia, regional",130,1.78655,2.060444,1 or 2
2018,Madagascar,331,0.0395,0.045556,1 or 2
2018,Madagascar,720,0.0315,0.036329,1 or 2
2018,"America, regional",130,0,0,1 or 2
2018,Uganda,112,0.01479,0.017058,1 or 2
2018,India,130,0.4343,0.500882,1 or 2
2018,Guinea,122,0.02,0.023066,1 or 2
2018,Bosnia and Herzegovina,152,0.03549,0.040931,1 or 2
2018,Guatemala,250,0.97522,1.12473,1 or 2
2018,Cambodia,130,0.87788,1.012466,1 or 2
2018,El Salvador,321,0.035,0.040366,1 or 2
2018,India,233,0.2,0.230662,1 or 2
2018,"South of Sahara, regional",152,0.2213,0.255227,1 or 2
2018,Jamaica,112,0.0012,0.001384,1 or 2
2018,Liberia,112,0.05592,0.064493,1 or 2
2018,"Caribbean, regional",112,0.12835,0.148027,1 or 2
2018,Paraguay,250,1.60849,1.855086,1 or 2
2018,"Far East Asia, regional",122,0.26497,0.305592,1 or 2
2018,India,112,0.251593,0.289871,1 or 2
2018,Guinea,130,0.01,0.011533,1 or 2
2018,Madagascar,130,0.04002,0.046155,1 or 2
2018,Afghanistan,112,0.20477,0.236163,1 or 2
2018,Angola,130,0.02,0.023066,1 or 2
2018,Rwanda,121,0.00655,0.007555,1 or 2
2018,Ukraine,130,0.00083,0.000957,1 or 2
2018,Zambia,121,0.303,0.349453,1 or 2
2018,Ukraine,250,1.2648,1.458705,1 or 2
2018,Colombia,233,0.02144,0.024727,1 or 2
2018,Kazakhstan,233,0,0,1 or 2
2018,Georgia,331,0,0,1 or 2
2018,South Africa,152,0.14451,0.166665,1 or 2
2018,Afghanistan,250,2.33264,2.690254,1 or 2
2018,Jordan,130,0,0,1 or 2
2018,"Caribbean & Central America, regional",331,0.50024,0.576931,1 or 2
2018,Côte d'Ivoire,231,0.3603,0.415537,1 or 2
2018,South Sudan,130,0.62596,0.721925,1 or 2
2018,Burkina Faso,130,0,0,1 or 2
2018,Liberia,311,0.09611,0.110845,1 or 2
2018,Mali,130,0.09972,0.115008,1 or 2
2018,Nepal,121,0.02151,0.024808,1 or 2
2018,Philippines,122,0.28474,0.328393,1 or 2
2018,Benin,130,0.0401,0.046248,1 or 2
2018,Jordan,112,0.00805,0.009284,1 or 2
2018,Senegal,130,0.045,0.051899,1 or 2
2018,Ukraine,114,0.055673,0.053953,1 or 2
2018,Democratic Republic of the Congo,121,0.31794,0.366683,1 or 2
2018,Jordan,312,0.0533,0.061471,1 or 2
2018,Sudan,210,0.021,0.024219,1 or 2
2018,Myanmar,121,0.00254,0.002929,1 or 2
2018,Micronesia,740,0.0345,0.039789,1 or 2
2018,Rwanda,130,0.10802,0.12458,1 or 2
2018,Kenya,313,0.07693,0.088724,1 or 2
2018,South Africa,233,0.00404,0.004659,1 or 2
2018,Jordan,121,0.01609,0.018556,1 or 2
2018,Lao People's Democratic Republic,121,0.0093,0.010726,1 or 2
2018,Liberia,130,0.10205,0.117695,1 or 2
2018,"South of Sahara, regional",121,0.50015,0.576827,1 or 2
2018,Namibia,130,0.0228,0.026295,1 or 2
2018,South Sudan,430,3.70102,4.268419,1 or 2
2018,Venezuela,720,0.03603,0.041554,1 or 2
2018,Panama,312,0.00864,0.009965,1 or 2
2018,Bosnia and Herzegovina,331,0.39079,0.450702,1 or 2
2018,Timor-Leste,430,0.172964,0.184606,1 or 2
2018,Senegal,331,0.66291,0.76454,1 or 2
2018,Jordan,233,0.09585,0.110545,1 or 2
2018,Philippines,250,0.20654,0.238204,1 or 2
2018,"Central Asia, regional",236,0,0,1 or 2
2018,Nepal,233,0.26497,0.305592,1 or 2
2018,Côte d'Ivoire,122,0.0533,0.061471,1 or 2
2018,Haiti,231,0.21741,0.250741,1 or 2
2018,Zambia,122,0.06,0.069199,1 or 2
2018,Viet Nam,122,0.02,0.023066,1 or 2
2018,Moldova,250,0.15265,0.176053,1 or 2
2018,Côte d'Ivoire,112,0.001652,0.001601,1 or 2
2018,Philippines,740,1.07501,1.239819,1 or 2
2018,Venezuela,151,0.0903,0.104144,1 or 2
2018,Zimbabwe,130,0.05719,0.065958,1 or 2
2018,Cambodia,112,0.015,0.0173,1 or 2
2018,Ghana,112,0.05852,0.067492,1 or 2
2018,Philippines,130,0.00184,0.002122,1 or 2
2018,Rwanda,112,0.07014,0.080893,1 or 2
2018,Viet Nam,740,0,0,1 or 2
2018,South Africa,331,0,0,1 or 2
2018,Guinea,998,0.189073,0.18323,1 or 2
2018,Mauritius,332,0.200578,0.194379,1 or 2
2018,Brazil,114,0.520587,0.504498,1 or 2
2018,Niger,998,0.013226,0.012818,1 or 2
2018,"Africa, regional",730,0.012392,0.012009,1 or 2
2018,Vanuatu,114,0.024928,0.024158,1 or 2
2018,Vanuatu,112,0.001087,0.001053,1 or 2
2018,Morocco,113,0,0,1 or 2
2018,Burkina Faso,332,0.003069,0.002974,1 or 2
2018,Guinea,232,0.019096,0.018506,1 or 2
2018,Togo,111,0.000826,0.000801,1 or 2
2018,Burkina Faso,112,0.037767,0.036599,1 or 2
2018,South Africa,998,0.009236,0.008951,1 or 2
2018,Algeria,121,0.568358,0.550793,1 or 2
2018,Democratic Republic of the Congo,998,0.009236,0.008951,1 or 2
2018,Armenia,160,0,0,1 or 2
2018,Ethiopia,111,0.005857,0.005676,1 or 2
2018,Mauritius,321,7.443252,7.21322,1 or 2
2018,West Bank and Gaza Strip,998,0.009236,0.008951,1 or 2
2018,Mauritania,113,1.18022,1.143745,1 or 2
2018,Vanuatu,113,0.038061,0.036885,1 or 2
2018,Cambodia,240,0,0,1 or 2
2018,Iraq,430,0.062128,0.060208,1 or 2
2018,Serbia,113,0.008619,0.008353,1 or 2
2018,Niger,910,0.085246,0.082611,1 or 2
2018,Congo,160,0.029734,0.028816,1 or 2
2018,Iran,430,0.120062,0.11635,1 or 2
2018,Wallis and Futuna,430,0.076714,0.074343,1 or 2
2018,Botswana,210,0,0,1 or 2
2018,Turkmenistan,410,0.011802,0.011437,1 or 2
2018,Viet Nam,998,0.009236,0.008951,1 or 2
2018,Paraguay,998,0.009236,0.008951,1 or 2
2018,Viet Nam,910,0.016587,0.016074,1 or 2
2018,Guinea,430,0.587058,0.568916,1 or 2
2018,Ethiopia,210,0,0,1 or 2
2018,Comoros,430,0.391708,0.379602,1 or 2
2018,Equatorial Guinea,111,0.00226,0.00219,1 or 2
2018,Sudan,160,0.00247,0.002394,1 or 2
2018,Colombia,113,0.000942,0.000913,1 or 2
2018,Iran,311,0.004721,0.004575,1 or 2
2018,Algeria,430,0.096016,0.093048,1 or 2
2018,Honduras,240,36.07973,34.964696,1 or 2
2018,India,998,0.009236,0.008951,1 or 2
2018,Syrian Arab Republic,410,0.008852,0.008578,1 or 2
2018,Morocco,233,0,0,1 or 2
2018,Comoros,311,0.128016,0.12406,1 or 2
2018,Turkmenistan,430,0.003844,0.003725,1 or 2
2018,Madagascar,113,0.004131,0.004003,1 or 2
2018,Mauritania,140,0.161442,0.156453,1 or 2
2018,Sudan,998,0.005311,0.005147,1 or 2
2018,Haiti,910,0.079838,0.077371,1 or 2
2018,Gabon,998,0.009236,0.008951,1 or 2
2018,Cameroon,240,0.214362,0.207737,1 or 2
2018,Costa Rica,998,0.009236,0.008951,1 or 2
2018,Tunisia,160,5.901098,5.718726,1 or 2
2018,Cameroon,998,0.009236,0.008951,1 or 2
2018,Comoros,113,0.418387,0.405456,1 or 2
2018,Sudan,114,0.00083,0.000804,1 or 2
2018,Sudan,111,0.083239,0.080667,1 or 2
2018,Lao People's Democratic Republic,998,0.009236,0.008951,1 or 2
2018,Solomon Islands,430,0.010752,0.01042,1 or 2
2018,Panama,430,0.001441,0.001397,1 or 2
2018,Mauritius,430,0.428455,0.415214,1 or 2
2018,Togo,160,0.128159,0.124198,1 or 2
2018,Lesotho,430,0.026508,0.025688,1 or 2
2018,"South of Sahara, regional",114,0.112939,0.123119,1 or 2
2018,Côte d'Ivoire,430,0.562406,0.545025,1 or 2
2018,Azerbaijan,151,0,0,1 or 2
2018,Congo,430,0.36947,0.358052,1 or 2
2018,Mexico,910,0.009412,0.009121,1 or 2
2018,Chad,151,0.387577,0.375599,1 or 2
2018,Côte d'Ivoire,313,0.007081,0.006862,1 or 2
2018,"South America, regional",240,59.010976,57.187258,1 or 2
2018,Burkina Faso,740,0.004721,0.004575,1 or 2
2018,Armenia,332,0.085071,0.082442,1 or 2
2018,Burundi,430,0.047429,0.045963,1 or 2
2018,Burkina Faso,910,0.009064,0.008784,1 or 2
2018,Equatorial Guinea,430,0.0012,0.001163,1 or 2
2018,"Caribbean & Central America, regional",140,0,0,1 or 2
2018,Cameroon,332,0.003541,0.003431,1 or 2
2018,Serbia,114,0.010055,0.009745,1 or 2
2018,Cuba,210,0,0,1 or 2
2018,Sri Lanka,998,0.009236,0.008951,1 or 2
2018,Indonesia,730,0.005311,0.005147,1 or 2
2018,Viet Nam,111,0.004721,0.004575,1 or 2
2018,Senegal,332,0.042488,0.041175,1 or 2
2018,Guinea,233,0.007081,0.006862,1 or 2
2018,Tunisia,151,0.306404,0.296935,1 or 2
2018,Gabon,430,0.064498,0.062505,1 or 2
2018,Tunisia,122,0.007081,0.006862,1 or 2
2018,"South of Sahara, regional",113,0.283068,0.27432,1 or 2
2018,Argentina,910,0.00755,0.007317,1 or 2
2018,Comoros,151,0.056216,0.054479,1 or 2
2018,Algeria,311,0.017703,0.017156,1 or 2
2018,Azerbaijan,430,0.000241,0.000233,1 or 2
2018,Djibouti,430,0.034104,0.03305,1 or 2
2018,Dominica,730,0.023604,0.022875,1 or 2
2019,Bangladesh,232,8.168892,7.819884,1 or 2
2019,Côte d'Ivoire,232,3.543366,3.803063,1 or 2
2019,India,232,246.819167,262.491346,1 or 2
2019,Honduras,232,16.266081,21.305812,1 or 2
2019,"Caribbean & Central America, regional",232,41.571298,44.957814,1 or 2
2019,Serbia,232,18.900412,19.60661,1 or 2
2019,"Africa, regional",232,131.844133,139.722883,1 or 2
2019,Kenya,232,180.360306,162.048648,1 or 2
2019,Brazil,322,7.497481,7.772173,1 or 2
2019,Panama,232,0.171848,0.227734,1 or 2
2019,"Bilateral, unspecified",231,165.963129,185.579563,1 or 2
2019,"South Asia, regional",232,3.031911,3.156394,1 or 2
2019,Costa Rica,232,19.145702,16.099744,1 or 2
2019,Egypt,232,40.918273,42.067926,1 or 2
2019,Armenia,232,22.086396,22.863567,1 or 2
2019,Argentina,232,63.142286,63.796361,1 or 2
2019,Türkiye,232,5.576944,5.788155,1 or 2
2019,"Caribbean & Central America, regional",410,46.067808,48.066133,1 or 2
2019,South Africa,232,10.749419,12.158823,1 or 2
2019,Serbia,321,29.531626,30.614047,1 or 2
2019,"Bilateral, unspecified",232,278.520719,302.590748,1 or 2
2019,Georgia,232,10.499846,11.105273,1 or 2
2019,"Caribbean & Central America, regional",998,4.609652,4.778361,1 or 2
2019,Bosnia and Herzegovina,233,11.194448,11.604589,1 or 2
2019,Ecuador,231,15.535476,16.095253,1 or 2
2019,Mongolia,232,0.410167,0.42818,1 or 2
2019,Pakistan,232,28.033978,28.741161,1 or 2
2019,Bangladesh,321,15.20441,15.788105,1 or 2
2019,Nicaragua,232,12.575502,11.66687,1 or 2
2019,Georgia,231,161.925085,166.548131,1 or 2
2019,Ghana,232,9.39058,9.864419,1 or 2
2019,Ecuador,232,20.073342,20.82778,1 or 2
2019,Egypt,311,20.308698,21.06755,1 or 2
2019,India,236,273.536711,269.6812,1 or 2
2019,Serbia,233,12.594616,13.071605,1 or 2
2019,"South of Sahara, regional",240,2.233408,2.349421,1 or 2
2019,"South & Central Asia, regional",240,0.071895,0.074604,1 or 2
2019,"South Asia, regional",240,2.617414,2.716039,1 or 2
2019,"Africa, regional",240,110.49188,114.709325,1 or 2
2019,"South of Sahara, regional",233,0,0,1 or 2
2019,China (People's Republic of),321,0.083839,0.087014,1 or 2
2019,Lao People's Democratic Republic,232,0.09472,0.12675,1 or 2
2019,Rwanda,232,3.270552,3.449218,1 or 2
2019,Nigeria,232,14.439443,17.160157,1 or 2
2019,"South of Sahara, regional",232,95.012219,100.672341,1 or 2
2019,Myanmar,232,9.582966,10.428384,1 or 2
2019,"Africa, regional",231,21.321118,22.286157,1 or 2
2019,Uganda,232,26.33759,28.531964,1 or 2
2019,"South of Sahara, regional",250,7.437785,7.717939,1 or 2
2019,"South of Sahara, regional",231,41.090929,44.635729,1 or 2
2019,Zambia,232,32.948909,34.12163,1 or 2
2019,Kenya,231,0.375541,0.375249,1 or 2
2019,Nicaragua,312,4.457612,4.582086,1 or 2
2019,Jordan,232,70.905202,67.060873,1 or 2
2019,Ukraine,232,53.656702,55.257626,1 or 2
2019,Türkiye,240,0,0,1 or 2
2019,Tanzania,232,4.240783,4.816209,1 or 2
2019,Tanzania,312,4.532273,4.681562,1 or 2
2019,Uganda,312,0.361184,0.372447,1 or 2
2019,Argentina,233,0,0,1 or 2
2019,Sierra Leone,321,11.934258,12.278371,1 or 2
2019,"Africa, regional",312,19.942504,20.523485,1 or 2
2019,El Salvador,232,13.931385,14.211693,1 or 2
2019,Lao People's Democratic Republic,312,11.36058,11.560699,1 or 2
2019,Rwanda,312,4.679456,4.939749,1 or 2
2019,Tanzania,311,6.958866,7.791862,1 or 2
2019,Mauritius,231,2.352975,2.416201,1 or 2
2019,Côte d'Ivoire,140,3.938257,4.028363,1 or 2
2019,Sri Lanka,233,0,0,1 or 2
2019,China (People's Republic of),232,45.999243,49.635891,1 or 2
2019,Argentina,311,3.986012,4.293913,1 or 2
2019,"Bilateral, unspecified",233,1.01941,1.099303,1 or 2
2019,Brazil,232,106.073469,110.111948,1 or 2
2019,Kenya,233,0,0,1 or 2
2019,"Bilateral, unspecified",240,950.568286,1012.448381,1 or 2
2019,India,140,34.35249,30.644665,1 or 2
2019,Pakistan,233,4.636661,4.943161,1 or 2
2019,Cameroon,233,22.245311,23.71581,1 or 2
2019,"Africa, regional",331,0.052334,0.054306,1 or 2
2019,India,220,2.778853,2.964157,1 or 2
2019,"Western Africa, regional",232,5.584221,5.725816,1 or 2
2019,Kenya,220,1.176655,1.254436,1 or 2
2019,Côte d'Ivoire,240,0,0,1 or 2
2019,"Africa, regional",233,6.052456,6.452546,1 or 2
2019,South Africa,240,0.443971,0.473319,1 or 2
2019,Uganda,233,0,0,1 or 2
2019,India,233,21.131571,22.552986,1 or 2
2019,India,240,37.415191,39.079429,1 or 2
2019,Mauritius,240,0,0,1 or 2
2019,Sierra Leone,232,5.025625,5.347506,1 or 2
2019,Nepal,232,6.815891,7.184446,1 or 2
2019,Ghana,240,9.086189,9.287189,1 or 2
2019,Democratic Republic of the Congo,232,9.128618,9.47132,1 or 2
2019,"Western Africa, regional",312,1.480231,1.57808,1 or 2
2019,Burundi,233,0.209821,0.223691,1 or 2
2019,"Africa, regional",321,10.510792,11.205595,1 or 2
2019,Senegal,240,2.455708,2.61804,1 or 2
2019,"Bilateral, unspecified",410,1167.034823,1266.078979,1 or 2
2019,"South Asia, regional",231,2.814248,2.998118,1 or 2
2019,"Asia, regional",232,38.406335,43.460054,1 or 2
2019,Nigeria,240,29.723209,30.823008,1 or 2
2019,Kenya,321,8.62868,9.063073,1 or 2
2019,Brazil,311,5.061638,5.336282,1 or 2
2019,Jamaica,232,0.274527,0.311388,1 or 2
2019,Senegal,232,91.15109,101.739056,1 or 2
2019,Mexico,232,134.7421,140.386676,1 or 2
2019,"America, regional",232,11.689266,11.321766,1 or 2
2019,Chad,232,2.104478,2.386484,1 or 2
2019,Peru,232,1.29527,1.293878,1 or 2
2019,Ukraine,111,3,3.40281,1 or 2
2019,Indonesia,232,27.531232,24.900589,1 or 2
2019,"America, regional",240,16.791671,17.427613,1 or 2
2019,Philippines,232,5.35187,5.472012,1 or 2
2019,Madagascar,232,8.508741,8.795386,1 or 2
2019,Mozambique,232,8.679056,9.006177,1 or 2
2019,Benin,232,2.600242,2.699968,1 or 2
2019,Ethiopia,232,64.922213,69.369254,1 or 2
2019,Mauritius,232,2.180192,2.302961,1 or 2
2019,Colombia,232,9.598531,9.976739,1 or 2
2019,Cameroon,232,0.187179,0.192386,1 or 2
2019,Thailand,232,0.967757,0.913428,1 or 2
2019,Fiji,232,0.495125,0.490747,1 or 2
2019,Morocco,232,84.194325,87.291677,1 or 2
2019,Angola,232,0.075819,0.078789,1 or 2
2019,Dominican Republic,232,0.151757,0.14637,1 or 2
2019,"South & Central Asia, regional",231,1.490971,1.683785,1 or 2
2019,"Europe, regional",232,3.097512,3.182247,1 or 2
2019,States Ex-Yugoslavia unspecified,430,4.47778,4.641836,1 or 2
2019,Ethiopia,151,8.376654,8.469026,1 or 2
2019,Moldova,410,0.239643,0.248743,1 or 2
2019,Nepal,410,14.415897,16.002835,1 or 2
2019,Bolivia,232,27.625679,27.811767,1 or 2
2019,"Bilateral, unspecified",140,34.926554,36.711857,1 or 2
2019,Ethiopia,113,1.025897,1.064483,1 or 2
2019,"Africa, regional",140,8.63722,9.009196,1 or 2
2019,"South of Sahara, regional",151,0.326939,0.339147,1 or 2
2019,"America, regional",231,2.338445,2.257305,1 or 2
2019,Paraguay,312,0.147767,0.153181,1 or 2
2019,Nicaragua,311,2.222331,2.31123,1 or 2
2019,"Bilateral, unspecified",998,116.607315,123.643368,1 or 2
2019,Kosovo,232,1.032052,1.106031,1 or 2
2019,"Bilateral, unspecified",430,275.485813,295.356342,1 or 2
2019,"Oceania, regional",232,3.938455,4.297904,1 or 2
2019,Iran,323,0,0,1 or 2
2019,Burkina Faso,410,12.763325,13.237164,1 or 2
2019,Nepal,430,2.144337,2.401075,1 or 2
2019,"Bilateral, unspecified",210,25.513919,26.882752,1 or 2
2019,El Salvador,311,1.926425,2.01177,1 or 2
2019,Guatemala,311,8.988695,9.401751,1 or 2
2019,"Caribbean & Central America, regional",231,4.938709,5.277183,1 or 2
2019,Serbia,311,9.073696,9.289815,1 or 2
2019,Ghana,210,1.28225,1.351544,1 or 2
2019,Burkina Faso,231,0.836529,0.971306,1 or 2
2019,Moldova,140,0.895556,0.928367,1 or 2
2019,Bhutan,311,0.111647,0.127059,1 or 2
2019,Senegal,430,0.985205,1.027725,1 or 2
2019,"Bilateral, unspecified",312,131.196483,136.992966,1 or 2
2019,Tanzania,430,5.781154,6.037682,1 or 2
2019,Mozambique,311,11.101223,11.840474,1 or 2
2019,Ethiopia,430,77.458463,79.109096,1 or 2
2019,Uganda,430,15.755812,16.451306,1 or 2
2019,Brazil,151,7.658649,8.39855,1 or 2
2019,Burkina Faso,160,0.689873,0.702217,1 or 2
2019,Burkina Faso,311,18.300812,19.224868,1 or 2
2019,Armenia,311,3.050825,3.133367,1 or 2
2019,"South America, regional",410,23.194215,25.103606,1 or 2
2019,Bhutan,410,0.271466,0.281,1 or 2
2019,Mozambique,140,1.150125,1.181198,1 or 2
2019,Brazil,410,59.786896,66.83286,1 or 2
2019,Nepal,240,1.816401,1.935429,1 or 2
2019,"South America, regional",210,0.478223,0.553866,1 or 2
2019,Kenya,151,12.394,13.226646,1 or 2
2019,"Europe, regional",410,24.144874,26.274614,1 or 2
2019,Colombia,430,7.166904,7.61427,1 or 2
2019,Uganda,720,2.011308,2.026886,1 or 2
2019,Albania,140,4.196035,4.338966,1 or 2
2019,Bhutan,236,2.853637,2.415816,1 or 2
2019,Albania,312,0,0,1 or 2
2019,India,321,8.467025,9.004463,1 or 2
2019,Bhutan,232,0.223889,0.232092,1 or 2
2019,"South & Central Asia, regional",410,1.554785,1.59898,1 or 2
2019,Georgia,312,0.476676,0.493361,1 or 2
2019,Ethiopia,311,44.606221,47.16671,1 or 2
2019,Egypt,250,0.947698,1.009907,1 or 2
2019,Burkina Faso,232,11.175615,11.567846,1 or 2
2019,Kenya,430,6.163608,6.558948,1 or 2
2019,Ethiopia,312,4.147353,4.107534,1 or 2
2019,Kosovo,311,0.69984,0.716361,1 or 2
2019,Nicaragua,210,0.016792,0.017407,1 or 2
2019,Sudan,231,0.005597,0.005802,1 or 2
2019,Bhutan,231,1.458423,1.316722,1 or 2
2019,Moldova,232,0.071801,0.074,1 or 2
2019,Ukraine,231,31.610878,33.851414,1 or 2
2019,Uganda,113,0.305738,0.317132,1 or 2
2019,Kosovo,321,0.046055,0.047742,1 or 2
2019,Ghana,311,34.727977,39.085704,1 or 2
2019,"Bilateral, unspecified",321,428.72656,456.336543,1 or 2
2019,Nicaragua,231,0.068395,0.070355,1 or 2
2019,Bosnia and Herzegovina,250,1.578587,1.747641,1 or 2
2019,Tanzania,231,1.650432,1.705042,1 or 2
2019,Bangladesh,240,0.13238,0.151008,1 or 2
2019,Uganda,311,39.710516,43.057484,1 or 2
2019,Guatemala,231,0.103594,0.105928,1 or 2
2019,Maldives,232,1.187016,1.257014,1 or 2
2019,Nigeria,231,10.226078,10.538974,1 or 2
2019,Kenya,140,4.552948,4.63247,1 or 2
2019,"Middle East, regional",430,4.553959,4.722533,1 or 2
2019,Argentina,312,0.05989,0.062084,1 or 2
2019,Uganda,111,0.016792,0.017407,1 or 2
2019,"Bilateral, unspecified",250,76.22239,79.802614,1 or 2
2019,Uganda,140,0.769919,0.828001,1 or 2
2019,Georgia,321,0.766517,0.794475,1 or 2
2019,Burkina Faso,430,0.88997,0.906502,1 or 2
2019,Armenia,410,47.588668,49.389723,1 or 2
2019,Nicaragua,410,0.462827,0.48239,1 or 2
2019,Guatemala,312,1.075917,1.047458,1 or 2
2019,Iran,231,2.293376,2.346372,1 or 2
2019,"South America, regional",430,1.541877,1.61173,1 or 2
2019,"Europe, regional",312,0.013724,0.014153,1 or 2
2019,"Far East Asia, regional",410,16.942851,18.501112,1 or 2
2019,"South of Sahara, regional",410,115.984941,135.834656,1 or 2
2019,Senegal,311,19.958475,20.894672,1 or 2
2019,Nepal,311,4.555455,5.035163,1 or 2
2019,"Bilateral, unspecified",121,6.711406,7.118408,1 or 2
2019,"Bilateral, unspecified",313,11.72702,12.459332,1 or 2
2019,Benin,311,6.262116,6.546512,1 or 2
2019,Kenya,311,37.425008,39.631307,1 or 2
2019,Lesotho,410,0,0,1 or 2
2019,Mozambique,236,16.101494,16.708247,1 or 2
2019,Zambia,236,5.701669,5.901967,1 or 2
2019,Ecuador,410,112.036849,117.958685,1 or 2
2019,Thailand,410,1.557373,1.5057,1 or 2
2019,Tanzania,410,15.115869,16.634503,1 or 2
2019,Bosnia and Herzegovina,321,0.634524,0.658434,1 or 2
2019,Zambia,151,5.998194,6.299782,1 or 2
2019,"Bilateral, unspecified",720,15.936185,16.716928,1 or 2
2019,"Bilateral, unspecified",311,349.794398,373.435367,1 or 2
2019,"Middle East, regional",140,4.094441,4.24872,1 or 2
2019,Comoros,410,0.50871,0.52042,1 or 2
2019,Bangladesh,430,22.010199,23.638992,1 or 2
2019,"Bilateral, unspecified",151,144.019034,152.236609,1 or 2
2019,Uganda,160,3.659839,3.79647,1 or 2
2019,"Asia, regional",311,7.003373,7.306173,1 or 2
2019,Liberia,232,2.664236,2.80322,1 or 2
2019,Zimbabwe,151,1.570807,1.629994,1 or 2
2019,Rwanda,430,4.184792,4.349693,1 or 2
2019,Kenya,410,46.605498,50.330662,1 or 2
2019,Zimbabwe,430,4.816356,5.00571,1 or 2
2019,Sudan,151,0.397927,0.403137,1 or 2
2019,Pakistan,151,21.561599,20.029244,1 or 2
2019,Mozambique,410,17.382303,18.505674,1 or 2
2019,Peru,151,5.791209,6.249607,1 or 2
2019,Zimbabwe,232,0.872721,0.901712,1 or 2
2019,Myanmar,151,12.382336,13.033838,1 or 2
2019,Egypt,410,3.980736,4.100805,1 or 2
2019,"Europe, regional",430,19.090959,19.776662,1 or 2
2019,West Bank and Gaza Strip,410,0.680321,0.703352,1 or 2
2019,"Europe, regional",151,3.107453,3.282864,1 or 2
2019,Moldova,151,0.42723,0.445296,1 or 2
2019,Mali,151,2.910708,3.006462,1 or 2
2019,Bangladesh,151,6.249751,6.493675,1 or 2
2019,Mozambique,720,2.086042,2.099086,1 or 2
2019,Kyrgyzstan,151,0.098257,0.101525,1 or 2
2019,Ethiopia,410,56.468182,66.834478,1 or 2
2019,Nigeria,311,5.254083,6.270461,1 or 2
2019,Bolivia,121,0.10912,0.111743,1 or 2
2019,"Bilateral, unspecified",331,21.156625,22.459422,1 or 2
2019,Ukraine,151,6.222407,6.480625,1 or 2
2019,"Bilateral, unspecified",152,11.698268,12.586071,1 or 2
2019,Ukraine,236,22.139844,22.998507,1 or 2
2019,Cambodia,313,0.157547,0.156417,1 or 2
2019,Somalia,430,22.772126,23.616421,1 or 2
2019,"Africa, regional",410,99.698527,106.930442,1 or 2
2019,Albania,410,3.952063,4.076135,1 or 2
2019,India,231,32.681058,33.794283,1 or 2
2019,Madagascar,410,12.141749,13.440709,1 or 2
2019,Bangladesh,410,7.97044,8.649139,1 or 2
2019,Cambodia,311,7.294464,7.639029,1 or 2
2019,Guatemala,430,1.496328,1.546327,1 or 2
2019,Venezuela,720,0.55559,0.576524,1 or 2
2019,India,410,43.25027,43.550762,1 or 2
2019,Cambodia,430,3.388535,3.783244,1 or 2
2019,Liberia,430,0.352398,0.377261,1 or 2
2019,Bosnia and Herzegovina,410,3.098767,3.215071,1 or 2
2019,Kosovo,312,1.952978,2.027636,1 or 2
2019,Belarus,410,5.183369,5.313639,1 or 2
2019,Democratic People's Republic of Korea,720,0.423016,0.438956,1 or 2
2019,"Europe, regional",140,3.63141,3.822535,1 or 2
2019,Serbia,430,15.198561,15.603386,1 or 2
2019,Bolivia,140,24.391002,25.103408,1 or 2
2019,Georgia,410,2.611635,2.700405,1 or 2
2019,Ethiopia,140,26.860355,28.591562,1 or 2
2019,"Asia, regional",151,18.841506,19.583755,1 or 2
2019,Bosnia and Herzegovina,231,7.310734,7.70021,1 or 2
2019,Cameroon,410,5.588851,5.908362,1 or 2
2019,West Bank and Gaza Strip,151,0.853936,0.868254,1 or 2
2019,"South Asia, regional",151,1.829014,1.897433,1 or 2
