year,recipient_name,sector_code,usd_disbursement,usd_disbursement_deflated,climate_adaptation
2018,Nigeria,232,10.243591,10.523894,1 or 2
2018,"Bilateral, unspecified",231,50.168007,52.664969,1 or 2
2018,Guatemala,311,7.916143,8.633799,1 or 2
2018,Brazil,410,17.107276,17.394287,1 or 2
2018,Kosovo,410,0.824039,0.813203,1 or 2
2018,Ethiopia,140,29.457938,31.616328,1 or 2
2018,"South Asia, regional",410,1.22072,1.332336,1 or 2
2018,Burkina Faso,430,13.293436,12.995653,1 or 2
2018,Azerbaijan,430,0.079965,0.076872,1 or 2
2018,Peru,311,9.028887,9.529131,1 or 2
2018,States Ex-Yugoslavia unspecified,410,0.19474,0.191263,1 or 2
2018,Sri Lanka,240,0.019955,0.019934,1 or 2
2018,Ghana,311,32.77299,33.63167,1 or 2
2018,"South of Sahara, regional",140,60.933967,62.981109,1 or 2
2018,"Africa, regional",430,66.448216,71.071437,1 or 2
2018,South Sudan,111,0.007081,0.007074,1 or 2
2018,Mozambique,312,1.619356,1.534184,1 or 2
2018,"Europe, regional",140,23.288036,23.236205,1 or 2
2018,"South of Sahara, regional",114,1.874144,2.033818,1 or 2
2018,Uganda,410,5.731907,6.258769,1 or 2
2018,Nepal,740,9.114712,9.074115,1 or 2
2018,Georgia,312,1.05697,1.053248,1 or 2
2018,"South America, regional",430,1.362317,1.3843,1 or 2
2018,"Bilateral, unspecified",250,56.500053,57.154828,1 or 2
2018,"Bilateral, unspecified",740,35.567967,36.410896,1 or 2
2018,Argentina,312,0.011802,0.011789,1 or 2
2018,Georgia,321,1.274637,1.259003,1 or 2
2018,"Oceania, regional",231,3.355493,3.511149,1 or 2
2018,Bhutan,311,0.85119,0.846235,1 or 2
2018,"Europe, regional",410,17.827867,17.795602,1 or 2
2018,"Oceania, regional",232,0.011802,0.011789,1 or 2
2018,Georgia,430,31.930364,31.747692,1 or 2
2018,Burkina Faso,160,0.354066,0.353684,1 or 2
2018,"Bilateral, unspecified",430,229.864553,239.498482,1 or 2
2018,Fiji,311,3.569667,3.535339,1 or 2
2018,"Asia, regional",430,26.930066,29.340534,1 or 2
2018,"America, regional",231,0.830553,0.832529,1 or 2
2018,Indonesia,410,27.47295,28.238218,1 or 2
2018,Bangladesh,140,108.474494,106.923805,1 or 2
2018,Indonesia,231,1.42577,1.445345,1 or 2
2018,Bangladesh,410,27.676202,27.541745,1 or 2
2018,Ethiopia,250,0.349669,0.358098,1 or 2
2018,Mali,250,8.531612,8.782309,1 or 2
2018,Kenya,140,20.70436,20.85682,1 or 2
2018,"Bilateral, unspecified",152,5.428585,5.490742,1 or 2
2018,Bolivia,410,12.604449,12.99747,1 or 2
2018,Afghanistan,720,20.806915,21.444423,1 or 2
2018,Myanmar,312,2.864097,2.929901,1 or 2
2018,"Bilateral, unspecified",720,80.555482,82.417064,1 or 2
2018,South Africa,430,1.113589,1.18075,1 or 2
2018,"Bilateral, unspecified",232,86.314408,88.845199,1 or 2
2018,Bangladesh,311,29.051615,30.647147,1 or 2
2018,Mali,151,7.684285,7.648935,1 or 2
2018,"Caribbean & Central America, regional",740,2.238319,2.348772,1 or 2
2018,Burkina Faso,510,13.48386,13.909463,1 or 2
2018,Kenya,998,0.394527,0.414195,1 or 2
2018,Kenya,311,71.9502260000001,71.095663,1 or 2
2018,Myanmar,313,6.249894,6.117282,1 or 2
2018,Ethiopia,321,0.898676,0.89047,1 or 2
2018,Nepal,231,0.163094,0.1729,1 or 2
2018,Bangladesh,740,1.631283,1.579484,1 or 2
2018,South Sudan,152,2.829407,2.918714,1 or 2
2018,Bangladesh,430,70.377693,72.741733,1 or 2
2018,Somalia,311,5.060931,5.072213,1 or 2
2018,Mozambique,410,12.88284,12.936671,1 or 2
2018,Kenya,410,52.075504,55.186306,1 or 2
2018,China (People's Republic of),430,54.15823,56.264232,1 or 2
2018,"Asia, regional",410,56.89577,58.326528,1 or 2
2018,China (People's Republic of),231,10.340875,10.758371,1 or 2
2018,Mali,140,16.273033,16.742319,1 or 2
2018,Somalia,430,10.760877,10.866221,1 or 2
2018,"Bilateral, unspecified",160,40.700919,42.083033,1 or 2
2018,Niger,998,0.052105,0.050495,1 or 2
2018,India,140,242.679403,227.92544,1 or 2
2018,Viet Nam,140,171.960188,157.486117,1 or 2
2018,Afghanistan,311,14.886656,15.305329,1 or 2
2018,Niger,311,87.77565,87.867708,1 or 2
2018,Ethiopia,220,5.344785,5.299911,1 or 2
2018,"Bilateral, unspecified",140,216.21644,218.848527,1 or 2
2018,South Africa,140,0.933774,0.950208,1 or 2
2018,"Bilateral, unspecified",151,164.406744,166.993183,1 or 2
2018,"Bilateral, unspecified",311,500.571851,520.211455,1 or 2
2018,"Bilateral, unspecified",321,11.072948,11.333277,1 or 2
2018,Ghana,111,0.086539,0.089271,1 or 2
2018,Bolivia,998,0.86989,0.916343,1 or 2
2018,South Africa,321,0.251072,0.257492,1 or 2
2018,"Asia, regional",140,4.047877,4.108368,1 or 2
2018,Mexico,410,19.555152,19.79541,1 or 2
2018,Burkina Faso,140,46.39196,46.557007,1 or 2
2018,Burkina Faso,250,0.201667,0.208032,1 or 2
2018,Ethiopia,520,111.211521,122.732876,1 or 2
2018,Indonesia,140,36.932015,36.532868,1 or 2
2018,Solomon Islands,140,3.897051,3.853483,1 or 2
2018,Iran,410,0.157215,0.135351,1 or 2
2018,Honduras,740,3.877613,3.382795,1 or 2
2018,Papua New Guinea,312,4.164466,3.937305,1 or 2
2018,India,311,52.914494,52.328454,1 or 2
2018,Cambodia,140,20.015309,18.665096,1 or 2
2018,India,312,18.218721,15.560343,1 or 2
2018,Malawi,312,1.405894,1.346318,1 or 2
2018,Tonga,430,0.020455,0.01747,1 or 2
2018,Kenya,210,59.292845,51.635206,1 or 2
2018,Myanmar,140,43.717251,37.95187,1 or 2
2018,Fiji,430,0.721653,0.682887,1 or 2
2018,Marshall Islands,151,0.008838,0.007548,1 or 2
2018,Senegal,311,26.396875,26.863324,1 or 2
2018,Cabo Verde,151,0.010739,0.009172,1 or 2
2018,Malaysia,140,0.031368,0.0273,1 or 2
2018,Viet Nam,312,10.590361,9.796482,1 or 2
2018,Philippines,430,38.730205,34.006334,1 or 2
2018,Bhutan,210,1.913833,1.977439,1 or 2
2018,Senegal,140,67.356976,65.276124,1 or 2
2018,Samoa,140,14.750043,14.491417,1 or 2
2018,Fiji,151,1.459029,1.43574,1 or 2
2018,Rwanda,311,146.269276,159.38303,1 or 2
2018,Afghanistan,140,10.462325,10.244532,1 or 2
2018,Sri Lanka,430,2.982246,2.967899,1 or 2
2018,Zimbabwe,140,11.451784,11.831378,1 or 2
2018,Myanmar,160,4.125406,4.284343,1 or 2
2018,Myanmar,311,91.718868,82.66234,1 or 2
2018,El Salvador,410,0.635086,0.608645,1 or 2
2018,Fiji,410,4.78569,5.113487,1 or 2
2018,Viet Nam,114,4.685372,4.363903,1 or 2
2018,Argentina,410,0.248582,0.250945,1 or 2
2018,Indonesia,311,24.58472,26.535728,1 or 2
2018,Pakistan,740,8.34961,7.696972,1 or 2
2018,Cambodia,311,42.931094,42.360374,1 or 2
2018,Sierra Leone,311,5.751139,5.8682,1 or 2
2018,Thailand,410,2.464545,2.304595,1 or 2
2018,Iran,140,0.101822,0.086963,1 or 2
2018,Cameroon,312,12.354692,12.408098,1 or 2
2018,Viet Nam,160,1.093521,1.136868,1 or 2
2018,Tunisia,140,70.007662,68.790001,1 or 2
2018,Thailand,311,0.494152,0.442537,1 or 2
2018,Honduras,410,14.334083,15.174319,1 or 2
2018,Türkiye,140,4.26658,3.643952,1 or 2
2018,Guinea,311,4.923849,4.871695,1 or 2
2018,Haiti,311,20.221094,22.39319,1 or 2
2018,Solomon Islands,410,0.069039,0.066375,1 or 2
2018,Bolivia,140,67.658241,67.683635,1 or 2
2018,Iraq,140,10.321383,8.840426,1 or 2
2018,Guinea,140,3.239528,3.100792,1 or 2
2018,Timor-Leste,430,0.027367,0.024579,1 or 2
2018,El Salvador,160,0.30604,0.305858,1 or 2
2018,Jordan,311,8.834634,8.837642,1 or 2
2018,Guatemala,410,1.694377,1.787742,1 or 2
2018,Democratic Republic of the Congo,312,5.208523,5.112551,1 or 2
2018,Sri Lanka,140,37.6096,36.981496,1 or 2
2018,Nicaragua,140,10.858486,10.638811,1 or 2
2018,Benin,311,37.835604,38.096689,1 or 2
2018,Dominican Republic,410,5.215926,5.455161,1 or 2
2018,Brazil,160,0.031511,0.026913,1 or 2
2018,Lao People's Democratic Republic,410,4.032088,4.06603,1 or 2
2018,Nigeria,140,5.105088,5.0378,1 or 2
2018,North Macedonia,160,0.043172,0.040623,1 or 2
2018,Malaysia,410,0.938889,0.947327,1 or 2
2018,Viet Nam,151,2.075131,2.148957,1 or 2
2018,West Bank and Gaza Strip,311,9.979344,10.597008,1 or 2
2018,Kyrgyzstan,740,0.35164,0.312398,1 or 2
2018,Cameroon,410,3.762615,3.765401,1 or 2
2018,El Salvador,430,1.195419,1.269006,1 or 2
2018,Papua New Guinea,430,0.03506,0.029944,1 or 2
2018,Indonesia,210,8.413473,9.082104,1 or 2
2018,Uganda,122,4.485652,4.710149,1 or 2
2018,Thailand,140,0.2474,0.257461,1 or 2
2018,Philippines,311,15.479844,14.718735,1 or 2
2018,Tajikistan,430,1.228163,1.228728,1 or 2
2018,Costa Rica,410,1.731315,1.720906,1 or 2
2018,Mali,311,80.429916,85.809946,1 or 2
2018,Vanuatu,210,13.68315,12.875124,1 or 2
2018,Nigeria,410,3.144882,3.276504,1 or 2
2018,Viet Nam,210,57.720464,58.577356,1 or 2
2018,Indonesia,430,16.730525,16.980913,1 or 2
2018,Fiji,312,0.026784,0.022875,1 or 2
2018,Guatemala,430,9.269081,9.395166,1 or 2
2018,Peru,312,0.375811,0.375188,1 or 2
2018,Palau,430,0.019629,0.01957,1 or 2
2018,Papua New Guinea,140,8.01482,7.93285,1 or 2
2018,Philippines,140,42.730762,37.18384,1 or 2
2018,Pakistan,160,13.097774,13.637481,1 or 2
2018,Palau,140,5.300548,4.527435,1 or 2
2018,Panama,410,0.059279,0.058383,1 or 2
2018,Sudan,160,1.758608,1.502257,1 or 2
2018,Armenia,311,42.690519,43.666976,1 or 2
2018,Viet Nam,410,30.582719,31.4342,1 or 2
2018,Pakistan,311,18.977271,20.046191,1 or 2
2018,Papua New Guinea,210,50.994946,53.044921,1 or 2
2018,Iraq,311,3.217255,3.006749,1 or 2
2018,Mali,321,0.58597,0.595738,1 or 2
2018,Uganda,210,0.835654,0.825405,1 or 2
2018,Bosnia and Herzegovina,160,0.009073,0.007749,1 or 2
2018,Tunisia,430,7.185562,7.099418,1 or 2
2018,Guinea,122,0.12,0.108473,1 or 2
2018,Myanmar,111,0.274871,0.234759,1 or 2
2018,Myanmar,740,6.040234,5.341544,1 or 2
2018,Sudan,410,2.919508,3.026664,1 or 2
2018,South Africa,122,0.427941,0.384489,1 or 2
2018,Morocco,313,9.498586,8.112446,1 or 2
2018,Togo,311,0.500873,0.502104,1 or 2
2018,Solomon Islands,312,0.026867,0.024539,1 or 2
2018,Burundi,122,14.373425,14.36086,1 or 2
2018,Sri Lanka,210,81.117713,81.524946,1 or 2
2018,Rwanda,160,3.679869,3.728165,1 or 2
2018,Micronesia,140,0.012215,0.010432,1 or 2
2018,Philippines,122,2.637955,2.252995,1 or 2
2018,Thailand,114,0.1094,0.093435,1 or 2
2018,Eritrea,410,0.004192,0.003581,1 or 2
2018,Afghanistan,430,22.031229,22.310404,1 or 2
2018,Madagascar,410,15.596754,15.973435,1 or 2
2018,South Sudan,140,34.622106,34.863086,1 or 2
2018,El Salvador,210,3.424695,2.924925,1 or 2
2018,Nigeria,160,11.796805,11.722618,1 or 2
2018,Djibouti,140,19.810503,19.54431,1 or 2
2018,Zimbabwe,311,12.544428,12.617583,1 or 2
2018,Marshall Islands,140,0.006827,0.005831,1 or 2
2018,Peru,140,52.695395,51.371962,1 or 2
2018,Cambodia,210,26.275962,26.633665,1 or 2
2018,"Asia, regional",311,30.886307,33.369205,1 or 2
2018,Nepal,140,33.415595,34.793695,1 or 2
2018,Somalia,410,13.24265,13.672781,1 or 2
2018,Sudan,311,0.729585,0.709788,1 or 2
2018,Tuvalu,430,0.844095,0.720915,1 or 2
2018,Sao Tome and Principe,151,0.008883,0.007587,1 or 2
2018,Antigua and Barbuda,151,0.022221,0.018978,1 or 2
2018,Marshall Islands,430,0.021105,0.020831,1 or 2
2018,Peru,430,5.190594,5.228504,1 or 2
2018,Gabon,311,0,0,1 or 2
2018,Dominica,740,4.166552,4.232239,1 or 2
2018,North Macedonia,140,9.955434,10.479585,1 or 2
2018,Bhutan,740,0.179567,0.153363,1 or 2
2018,Egypt,140,13.199656,13.382585,1 or 2
2018,Eswatini,311,0.986498,0.980305,1 or 2
2018,Saint Lucia,430,2.338851,2.428774,1 or 2
2018,Uganda,740,0.969137,0.912773,1 or 2
2018,Chad,140,2.910138,2.919616,1 or 2
2018,Rwanda,140,7.009187,7.117108,1 or 2
2018,Cabo Verde,140,1.511961,1.362557,1 or 2
2018,Grenada,321,0.076074,0.089741,1 or 2
2018,Bangladesh,160,6.36094,6.292523,1 or 2
2018,Central African Republic,430,0,0,1 or 2
2018,Antigua and Barbuda,740,1.992072,1.701366,1 or 2
2018,Honduras,430,3.282344,3.308859,1 or 2
2018,Bangladesh,210,122.51908,118.802751,1 or 2
2018,Gabon,312,1.051189,0.897788,1 or 2
2018,Cameroon,311,34.985842,34.56899,1 or 2
2018,Togo,321,0,0,1 or 2
2018,Sudan,312,0.060191,0.059482,1 or 2
2018,Costa Rica,140,0.017729,0.015142,1 or 2
2018,Jamaica,430,0.544573,0.564286,1 or 2
2018,Türkiye,311,75.312899,74.389868,1 or 2
2018,South Sudan,311,20.467452,21.205761,1 or 2
2018,Thailand,160,0.0069,0.005893,1 or 2
2018,Malawi,140,0.277004,0.277602,1 or 2
2018,Viet Nam,430,29.227792,29.528947,1 or 2
2018,Liberia,140,1.24089,1.237074,1 or 2
2018,Mongolia,140,1.57465,1.549525,1 or 2
2018,Suriname,410,1.092033,1.085381,1 or 2
2018,Nepal,311,19.853061,20.798184,1 or 2
2018,Grenada,311,0,0,1 or 2
2018,Central African Republic,321,0,0,1 or 2
2018,Myanmar,410,7.711423,8.195231,1 or 2
2018,Iraq,160,0.009399,0.008027,1 or 2
2018,Pakistan,210,11.035276,11.483512,1 or 2
2018,Pakistan,430,13.009054,13.42665,1 or 2
2018,Micronesia,410,0.394658,0.41,1 or 2
2018,Niger,122,0.354066,0.349723,1 or 2
2018,Philippines,730,1.632259,1.834927,1 or 2
2018,Ethiopia,410,26.102673,27.35532,1 or 2
2018,Haiti,210,7.618785,6.561582,1 or 2
2018,Tanzania,140,36.603589,38.849016,1 or 2
2018,Saint Vincent and the Grenadines,430,3.07206,3.19837,1 or 2
2018,Iraq,122,0.3,0.256221,1 or 2
2018,Guyana,140,4.806062,4.74454,1 or 2
2018,Maldives,151,0.114995,0.108791,1 or 2
2018,Guatemala,140,4.126701,4.031513,1 or 2
2018,Türkiye,312,0.018146,0.015498,1 or 2
2018,Liberia,160,0.021107,0.018027,1 or 2
2018,Tajikistan,311,5.997093,5.970838,1 or 2
2018,Afghanistan,410,3.227384,3.183694,1 or 2
2018,Mauritania,311,2.170761,2.108697,1 or 2
2018,Samoa,151,1.685976,1.670835,1 or 2
2018,Pakistan,140,7.244331,7.557601,1 or 2
2018,Nicaragua,430,2.930313,2.941578,1 or 2
2018,Belize,311,0.0091,0.009471,1 or 2
2018,Cameroon,140,15.478977,15.05097,1 or 2
2018,Burundi,311,31.95759,32.448401,1 or 2
2018,India,740,1.261178,1.252887,1 or 2
2018,Ecuador,430,6.767656,6.786196,1 or 2
2018,Philippines,312,9.838854,8.403057,1 or 2
2018,Mauritania,410,4.33593,4.345166,1 or 2
2018,Honduras,140,9.69527,9.06624,1 or 2
2018,Dominican Republic,151,0.278373,0.271143,1 or 2
2018,India,160,0.180607,0.175364,1 or 2
2018,Mauritius,220,4.962798,4.238571,1 or 2
2018,Philippines,410,10.829451,11.377654,1 or 2
2018,Kyrgyzstan,311,4.65115,4.584171,1 or 2
2018,Democratic Republic of the Congo,410,34.353646,33.984083,1 or 2
2018,Colombia,410,371.339597,364.886927,1 or 2
2018,Bhutan,140,1.104329,1.149451,1 or 2
2018,Democratic Republic of the Congo,430,1.559533,1.650184,1 or 2
2018,Costa Rica,430,0.121328,0.104258,1 or 2
2018,Sri Lanka,160,0.372987,0.323515,1 or 2
2018,Sudan,151,0.333486,0.325916,1 or 2
2018,Saint Vincent and the Grenadines,151,0.010096,0.008623,1 or 2
2018,Tanzania,210,15.071313,15.67933,1 or 2
2018,Azerbaijan,311,0.060382,0.053547,1 or 2
2018,Eritrea,160,0.008158,0.006968,1 or 2
2018,Fiji,140,0.118417,0.109963,1 or 2
2018,Iran,430,0.185714,0.173246,1 or 2
2018,Palau,410,1.093855,0.990575,1 or 2
2018,Zambia,140,19.947159,20.546201,1 or 2
2018,Iran,151,0.297629,0.29332,1 or 2
2018,Timor-Leste,311,6.83015,7.37121,1 or 2
2018,Suriname,740,1.901115,1.65303,1 or 2
2018,Egypt,410,0.111676,0.126194,1 or 2
2018,Lebanon,140,11.962558,11.783367,1 or 2
2018,Antigua and Barbuda,430,0.01399,0.011948,1 or 2
2018,West Bank and Gaza Strip,140,60.253724,61.727492,1 or 2
2018,Morocco,430,3.810131,3.700749,1 or 2
2018,Uzbekistan,311,20.363553,20.503931,1 or 2
2018,Eritrea,140,0.01936,0.016535,1 or 2
2018,India,210,415.468689,428.872623,1 or 2
2018,Panama,430,0.099848,0.085277,1 or 2
2018,Tuvalu,410,2.545269,2.523452,1 or 2
2018,Myanmar,430,4.811203,4.952202,1 or 2
2018,Benin,160,0.027626,0.023595,1 or 2
2018,Haiti,740,1.143408,1.064189,1 or 2
2018,Botswana,410,0.049974,0.046425,1 or 2
2018,South Sudan,410,1.876674,1.953894,1 or 2
2018,Benin,140,15.510741,15.661158,1 or 2
2018,Philippines,313,3.74731,3.504265,1 or 2
2018,Guyana,430,9.946749,9.820354,1 or 2
2018,Philippines,160,1.118981,1.008912,1 or 2
2018,Kazakhstan,311,1.480604,1.484547,1 or 2
2018,Lesotho,160,0.006855,0.005854,1 or 2
2018,Vanuatu,140,0.523605,0.545128,1 or 2
2018,Morocco,311,25.257774,25.117956,1 or 2
2018,Ethiopia,160,60.080259,61.84162,1 or 2
2018,Malaysia,311,0.032263,0.027554,1 or 2
2018,Tunisia,160,0.017829,0.015227,1 or 2
2018,Benin,430,3.227593,3.318963,1 or 2
2018,Niger,140,12.046585,12.311303,1 or 2
2018,Senegal,321,0.03115,0.036745,1 or 2
2018,Mexico,140,0.148383,0.144089,1 or 2
2018,Saint Lucia,151,0.022682,0.019372,1 or 2
2018,Malawi,410,12.432352,13.137419,1 or 2
2018,Ukraine,140,2.459979,2.105929,1 or 2
2018,Myanmar,210,12.901409,12.834557,1 or 2
2018,Philippines,321,1.406094,1.646344,1 or 2
2018,Viet Nam,311,29.551568,30.04651,1 or 2
2018,Nepal,160,6.044634,6.268789,1 or 2
2018,Niger,410,10.920563,11.185805,1 or 2
2018,Gabon,430,0,0,1 or 2
2018,Liberia,430,0.267154,0.302154,1 or 2
2018,Albania,312,0.017956,0.015335,1 or 2
2018,Sri Lanka,311,2.471976,2.473715,1 or 2
2018,Yemen,160,0.006248,0.005336,1 or 2
2018,China (People's Republic of),311,20.611195,21.449159,1 or 2
2018,Burkina Faso,410,1.016364,1.044421,1 or 2
2018,Liberia,311,0.374705,0.387334,1 or 2
2018,"America, regional",430,19.361339,20.890575,1 or 2
2018,Samoa,410,5.195402,4.824032,1 or 2
2018,Thailand,430,0.491516,0.477488,1 or 2
2018,Côte d'Ivoire,140,0.201542,0.196608,1 or 2
2018,Cambodia,312,1.428453,1.323454,1 or 2
2018,Eswatini,321,0,0,1 or 2
2018,Kenya,313,1.610125,1.697718,1 or 2
2018,Mongolia,151,16.447037,16.963337,1 or 2
2018,Sri Lanka,740,0.431815,0.3688,1 or 2
2018,Kyrgyzstan,210,14.900472,15.290733,1 or 2
2018,Grenada,151,0.01063,0.009079,1 or 2
2018,Paraguay,140,0.42473,0.406101,1 or 2
2018,Kenya,312,5.166452,5.16402,1 or 2
2018,Kiribati,210,19.900161,16.996105,1 or 2
2018,Botswana,312,0.528008,0.450955,1 or 2
2018,Papua New Guinea,410,2.795738,2.985497,1 or 2
2018,Argentina,140,0.017965,0.015343,1 or 2
2018,Sudan,140,8.229641,8.41977,1 or 2
2018,Jamaica,311,0.109778,0.112697,1 or 2
2018,Mexico,430,1.462245,1.53548,1 or 2
2018,Indonesia,312,7.557651,7.452342,1 or 2
2018,Malawi,311,45.545245,49.333466,1 or 2
2018,Turkmenistan,311,0.0091,0.007772,1 or 2
2018,Peru,410,17.528119,18.32893,1 or 2
2018,Gabon,410,0.005487,0.004686,1 or 2
2018,"America, regional",410,25.419319,25.789072,1 or 2
2018,Zambia,430,0.098567,0.099362,1 or 2
2018,Honduras,311,21.34067,22.257952,1 or 2
2018,Cambodia,160,0.385069,0.342575,1 or 2
2018,Iraq,410,0.071747,0.064438,1 or 2
2018,Mauritania,321,0,0,1 or 2
2018,North Macedonia,312,0.760453,0.658277,1 or 2
2018,"Bilateral, unspecified",111,9.822249,10.205703,1 or 2
2018,Kiribati,410,0.309698,0.320422,1 or 2
2018,Solomon Islands,151,3.605493,3.588952,1 or 2
2018,Bosnia and Herzegovina,140,2.506744,2.604156,1 or 2
2018,Micronesia,430,0.033148,0.029714,1 or 2
2018,Lao People's Democratic Republic,311,9.171496,9.41388,1 or 2
2018,China (People's Republic of),321,1.704778,1.761057,1 or 2
2018,Central African Republic,311,0.3407,0.354004,1 or 2
2018,Mozambique,321,1.571322,1.711955,1 or 2
2018,Niger,313,0,0,1 or 2
2018,Kenya,430,12.973504,12.965673,1 or 2
2018,Bosnia and Herzegovina,321,0,0,1 or 2
2018,Bosnia and Herzegovina,430,2.948054,2.929147,1 or 2
2018,Niger,321,0.344176,0.362915,1 or 2
2018,Gabon,321,0,0,1 or 2
2018,Nigeria,313,0,0,1 or 2
2018,Cabo Verde,311,0.034351,0.033574,1 or 2
2018,Bosnia and Herzegovina,311,0,0,1 or 2
2018,Dominican Republic,311,0.624494,0.683771,1 or 2
2018,Chad,430,4.18076,4.143503,1 or 2
2018,Indonesia,321,0.315004,0.322431,1 or 2
2018,Cabo Verde,430,0.069867,0.068857,1 or 2
2018,Burundi,321,0.048458,0.058833,1 or 2
2018,Cabo Verde,111,0,0,1 or 2
2018,Belize,430,0.045071,0.053167,1 or 2
2018,Nigeria,311,5.721107,6.757935,1 or 2
2018,Brazil,311,6.427847,6.46383,1 or 2
2018,Chad,122,0,0,1 or 2
2018,Mauritania,430,12.223496,12.065198,1 or 2
2018,Chad,321,0.007081,0.006921,1 or 2
2018,Burundi,430,1.348107,1.356209,1 or 2
2018,"Bilateral, unspecified",112,1.057003,1.050258,1 or 2
2018,"Bilateral, unspecified",122,22.854701,25.322632,1 or 2
2018,"Bilateral, unspecified",130,14.690461,16.756598,1 or 2
2018,"Bilateral, unspecified",240,66.462427,69.025749,1 or 2
2018,"Bilateral, unspecified",121,29.473699,30.320375,1 or 2
2018,Zambia,311,27.307759,28.363096,1 or 2
2018,China (People's Republic of),121,0.75,0.864982,1 or 2
2018,China (People's Republic of),410,24.351424,24.594406,1 or 2
2018,"America, regional",311,16.495675,18.219274,1 or 2
2018,"America, regional",313,1.229867,1.303305,1 or 2
2018,"Bilateral, unspecified",210,12.115866,13.123845,1 or 2
2018,Mexico,313,0.1,0.11533,1 or 2
2018,"Africa, regional",151,103.467791,103.069915,1 or 2
2018,Indonesia,112,2.177007,2.396934,1 or 2
2018,Indonesia,113,0.0375,0.043249,1 or 2
2018,Democratic Republic of the Congo,311,11.419698,11.746255,1 or 2
2018,"Bilateral, unspecified",313,51.507849,54.858249,1 or 2
2018,Democratic Republic of the Congo,140,18.725337,18.774875,1 or 2
2018,Democratic Republic of the Congo,240,1.183695,1.163158,1 or 2
2018,Mexico,151,0.946578,0.960514,1 or 2
