year,recipient_name,sector_code,usd_disbursement,usd_disbursement_deflated,climate_adaptation
2018,South Africa,152,0.033046,0.033226,1 or 2
2018,Cameroon,740,0.069921,0.070302,1 or 2
2018,Eritrea,122,0.037957,0.038164,1 or 2
2018,Nigeria,152,0.094792,0.095308,1 or 2
2018,Belarus,140,0.017703,0.0178,1 or 2
2018,Grenada,410,0.680593,0.684297,1 or 2
2018,Fiji,232,0.183724,0.184724,1 or 2
2018,Cuba,730,0.07116,0.074064,1 or 2
2018,"Far East Asia, regional",160,0.289285,0.291176,1 or 2
2018,Burundi,720,0.59011,0.593969,1 or 2
2018,Chad,720,0.59011,0.593969,1 or 2
2018,Burundi,160,0.563188,0.566871,1 or 2
2018,Suriname,113,0.924183,0.930227,1 or 2
2018,Rwanda,740,0.346987,0.349256,1 or 2
2018,South Africa,910,0.038465,0.038716,1 or 2
2018,Rwanda,236,1.015862,1.022506,1 or 2
2018,Lebanon,720,0.885165,0.890954,1 or 2
2018,Yemen,720,0.648826,0.653069,1 or 2
2018,Democratic Republic of the Congo,740,0.466743,0.469796,1 or 2
2018,Bolivia,114,0.90609,0.912016,1 or 2
2018,Ecuador,113,1.248468,1.256634,1 or 2
2018,Cuba,114,2.314111,2.329246,1 or 2
2018,Democratic Republic of the Congo,121,0.825342,0.877404,1 or 2
2018,Mozambique,130,0.36732,0.423633,1 or 2
2018,South Africa,130,0.24309,0.280357,1 or 2
2018,Nepal,130,0.499,0.575501,1 or 2
2018,Dominican Republic,232,0,0,1 or 2
2018,Kyrgyzstan,250,0.42704,0.492509,1 or 2
2018,"America, regional",130,0,0,1 or 2
2018,Cambodia,130,0.06381,0.073592,1 or 2
2018,Jamaica,112,0.0012,0.001384,1 or 2
2018,Liberia,112,0.05592,0.064493,1 or 2
2018,"Caribbean, regional",112,0.12835,0.148027,1 or 2
2018,Paraguay,250,1.60849,1.855086,1 or 2
2018,Guinea,130,0.01,0.011533,1 or 2
2018,Madagascar,130,0.04002,0.046155,1 or 2
2018,Angola,130,0.02,0.023066,1 or 2
2018,Rwanda,121,0.00655,0.007555,1 or 2
2018,Ukraine,130,0.00083,0.000957,1 or 2
2018,Zambia,121,0.303,0.349453,1 or 2
2018,"Asia, regional",130,1.33954,1.544903,1 or 2
2018,Ukraine,250,1.2648,1.458705,1 or 2
2018,Jordan,130,0,0,1 or 2
2018,Nepal,121,0.02151,0.024808,1 or 2
2018,West Bank and Gaza Strip,210,0,0,1 or 2
2018,Benin,130,0.0401,0.046248,1 or 2
2018,Jordan,112,0.00805,0.009284,1 or 2
2018,Ukraine,114,0.055673,0.053953,1 or 2
2018,Myanmar,121,0.00254,0.002929,1 or 2
2018,Micronesia,740,0.0345,0.039789,1 or 2
2018,Rwanda,130,0.10802,0.12458,1 or 2
2018,Jordan,121,0.01609,0.018556,1 or 2
2018,Lao People's Democratic Republic,121,0.0093,0.010726,1 or 2
2018,Liberia,130,0.10205,0.117695,1 or 2
2018,Namibia,130,0.0228,0.026295,1 or 2
2018,Venezuela,151,0.0903,0.104144,1 or 2
2018,Ghana,112,0.05852,0.067492,1 or 2
2018,Philippines,130,0.00184,0.002122,1 or 2
2018,Rwanda,112,0.07014,0.080893,1 or 2
2018,Ethiopia,130,0.00174,0.002007,1 or 2
2018,Morocco,730,0.015343,0.014869,1 or 2
2018,Guinea,998,0.189073,0.18323,1 or 2
2018,Madagascar,910,0.020536,0.019901,1 or 2
2018,Madagascar,730,0.012923,0.012524,1 or 2
2018,Burkina Faso,231,0.027736,0.026878,1 or 2
2018,Brazil,114,0.520587,0.504498,1 or 2
2018,Chad,130,0.000708,0.000686,1 or 2
2018,Burkina Faso,332,0.192081,0.186145,1 or 2
2018,Comoros,140,0.011802,0.011437,1 or 2
2018,"Africa, regional",730,0.012392,0.012009,1 or 2
2018,Vanuatu,114,0.024928,0.024158,1 or 2
2018,Vanuatu,112,0.001087,0.001053,1 or 2
2018,Niger,112,0.008133,0.007882,1 or 2
2018,Guinea,232,0.019096,0.018506,1 or 2
2018,Togo,111,0.001416,0.001373,1 or 2
2018,Tunisia,250,0.034226,0.033169,1 or 2
2018,Algeria,121,0.568358,0.550793,1 or 2
2018,Democratic Republic of the Congo,998,0.009236,0.008951,1 or 2
2018,Ethiopia,111,0.005857,0.005676,1 or 2
2018,Togo,232,0,0,1 or 2
2018,Togo,730,0.007258,0.007034,1 or 2
2018,Bosnia and Herzegovina,113,0.00537,0.005204,1 or 2
2018,West Bank and Gaza Strip,998,0.009236,0.008951,1 or 2
2018,Vanuatu,113,0.038061,0.036885,1 or 2
2018,Congo,160,0.029734,0.028816,1 or 2
2018,Ukraine,160,0.009765,0.009463,1 or 2
2018,Guinea,250,0.053701,0.052042,1 or 2
2018,Viet Nam,510,0,0,1 or 2
2018,"North of Sahara, regional",311,0.59011,0.571873,1 or 2
2018,Costa Rica,113,0.005901,0.005719,1 or 2
2018,Wallis and Futuna,430,0.076714,0.074343,1 or 2
2018,West Bank and Gaza Strip,332,0.059011,0.057187,1 or 2
2018,Turkmenistan,410,0.011802,0.011437,1 or 2
2018,Haiti,510,0.070813,0.068625,1 or 2
2018,Viet Nam,910,0.016587,0.016074,1 or 2
2018,Vanuatu,111,0.007081,0.006862,1 or 2
2018,Philippines,520,0.040426,0.039177,1 or 2
2018,Colombia,113,0.000942,0.000913,1 or 2
2018,Congo,232,0.01853,0.017957,1 or 2
2018,Cuba,332,0.023604,0.022875,1 or 2
2018,Madagascar,720,0.058936,0.057115,1 or 2
2018,India,730,0.010622,0.010294,1 or 2
2018,Senegal,113,0.044848,0.043462,1 or 2
2018,Syrian Arab Republic,410,0.008852,0.008578,1 or 2
2018,Comoros,311,0.128016,0.12406,1 or 2
2018,Algeria,160,0.00236,0.002287,1 or 2
2018,Comoros,114,0.295055,0.285936,1 or 2
2018,Gabon,232,0.017703,0.017156,1 or 2
2018,Madagascar,113,0.004131,0.004003,1 or 2
2018,Sudan,998,0.005311,0.005147,1 or 2
2018,Haiti,910,0.080218,0.077739,1 or 2
2018,Viet Nam,730,0.012274,0.011895,1 or 2
2018,Gabon,998,0.009236,0.008951,1 or 2
2018,Burkina Faso,210,0.011802,0.011437,1 or 2
2018,Costa Rica,998,0.011596,0.011238,1 or 2
2018,Mongolia,730,0.003541,0.003431,1 or 2
2018,Comoros,113,0.418387,0.405456,1 or 2
2018,India,323,0.004957,0.004804,1 or 2
2018,Sudan,111,0.083239,0.080667,1 or 2
2018,Guinea,151,0.07141,0.069203,1 or 2
2018,South Africa,114,0.12144,0.117687,1 or 2
2018,Lao People's Democratic Republic,998,0.009236,0.008951,1 or 2
2018,Benin,730,0.017408,0.01687,1 or 2
2018,Armenia,231,0.034226,0.033169,1 or 2
2018,Philippines,111,0.008144,0.007892,1 or 2
2018,Tunisia,312,0.003541,0.003431,1 or 2
2018,Guinea,112,0.005901,0.005719,1 or 2
2018,Mexico,910,0.009412,0.009121,1 or 2
2018,Ghana,114,0.014104,0.013668,1 or 2
2018,Côte d'Ivoire,313,0.007081,0.006862,1 or 2
2018,Madagascar,250,0.029505,0.028594,1 or 2
2018,Burkina Faso,740,0.004721,0.004575,1 or 2
2018,Armenia,332,0.023604,0.022875,1 or 2
2018,Burkina Faso,910,0.009064,0.008784,1 or 2
2018,Serbia,114,0.018907,0.018323,1 or 2
2018,Cameroon,332,0.003541,0.003431,1 or 2
2018,Cambodia,730,0.01912,0.018529,1 or 2
2018,West Bank and Gaza Strip,910,0.014163,0.013725,1 or 2
2018,Togo,113,0.015343,0.014869,1 or 2
2018,West Bank and Gaza Strip,112,0.011802,0.011437,1 or 2
2018,Comoros,430,0.042199,0.040895,1 or 2
2018,Indonesia,730,0.005311,0.005147,1 or 2
2018,Viet Nam,720,0.011802,0.011437,1 or 2
2018,Suriname,140,0.284028,0.27525,1 or 2
2018,Tunisia,151,0.275509,0.266995,1 or 2
2018,Senegal,332,0.042488,0.041175,1 or 2
2018,Guinea,430,0.034366,0.033304,1 or 2
2018,Niger,910,0.061251,0.059358,1 or 2
2018,Lebanon,910,0.047681,0.046207,1 or 2
2018,Benin,112,0.002951,0.002859,1 or 2
2018,Comoros,151,0.056216,0.054479,1 or 2
2018,Armenia,232,0.037926,0.036754,1 or 2
2018,Tunisia,112,0.002951,0.002859,1 or 2
2018,Niger,231,0.011802,0.011437,1 or 2
2018,Mali,231,0.007081,0.006862,1 or 2
2018,Dominica,730,0.023604,0.022875,1 or 2
2018,Timor-Leste,998,0.980403,1.020417,1 or 2
2018,Vanuatu,998,3.380204,3.518164,1 or 2
2018,Indonesia,240,0.079583,0.091784,1 or 2
2018,Timor-Leste,240,0.079583,0.091784,1 or 2
2018,"South Asia, regional",114,0.008,0.009226,1 or 2
2019,"Caribbean & Central America, regional",410,49.566317,51.414452,1 or 2
2019,"Caribbean & Central America, regional",311,27.442076,28.911205,1 or 2
2019,Egypt,311,4.471032,4.609062,1 or 2
2019,Cambodia,240,9.999998,10.279795,1 or 2
2019,Nicaragua,312,4.457612,4.582086,1 or 2
2019,Tanzania,312,3.325433,3.43564,1 or 2
2019,Uganda,312,0.361184,0.372447,1 or 2
2019,India,240,37.278733,38.567713,1 or 2
2019,"Bilateral, unspecified",240,41.183644,42.926505,1 or 2
2019,Sierra Leone,321,11.934258,12.278371,1 or 2
2019,"Bilateral, unspecified",220,1.096204,1.141686,1 or 2
2019,Rwanda,312,4.177823,4.419118,1 or 2
2019,Mauritius,231,2.339238,2.404689,1 or 2
2019,"Bilateral, unspecified",321,46.884363,49.169704,1 or 2
2019,Haiti,250,0,0,1 or 2
2019,Tanzania,240,0.021515,0.021411,1 or 2
2019,Argentina,250,0,0,1 or 2
2019,"America, regional",240,0,0,1 or 2
2019,Honduras,140,39.017869,36.486986,1 or 2
2019,Nigeria,140,15.654184,16.474344,1 or 2
2019,Paraguay,312,0.182491,0.189177,1 or 2
2019,Ethiopia,151,9.316453,9.568856,1 or 2
2019,Moldova,410,0.69931,0.725259,1 or 2
2019,Armenia,311,8.706414,8.895788,1 or 2
2019,"Bilateral, unspecified",140,193.703838,203.344825,1 or 2
2019,"Africa, regional",140,16.889913,17.573193,1 or 2
2019,"South of Sahara, regional",151,19.974247,21.572032,1 or 2
2019,"America, regional",231,0.751782,0.782551,1 or 2
2019,Nicaragua,311,15.910571,16.448283,1 or 2
2019,"Bilateral, unspecified",998,93.614951,98.778625,1 or 2
2019,"Bilateral, unspecified",430,473.706349,506.432547,1 or 2
2019,"Oceania, regional",232,3.768606,4.116621,1 or 2
2019,Burundi,311,27.199733,28.471628,1 or 2
2019,Burkina Faso,410,2.354313,2.443781,1 or 2
2019,"Bilateral, unspecified",410,844.599856999999,894.041181,1 or 2
2019,Rwanda,430,5.449681,5.689863,1 or 2
2019,Nigeria,232,1.176301,1.253287,1 or 2
2019,Burkina Faso,321,0.987579,1.012067,1 or 2
2019,Nepal,430,14.126354,15.371696,1 or 2
2019,"Bilateral, unspecified",210,3.770358,3.975019,1 or 2
2019,El Salvador,311,12.789079,14.292359,1 or 2
2019,Uganda,140,16.300886,16.758676,1 or 2
2019,Guatemala,311,13.44833,14.342223,1 or 2
2019,"Caribbean & Central America, regional",231,4.830738,5.165123,1 or 2
2019,Lebanon,140,9.098974,9.286154,1 or 2
2019,Azerbaijan,740,0,0,1 or 2
2019,"Bilateral, unspecified",231,33.632486,35.46912,1 or 2
2019,Nicaragua,410,4.463157,4.729143,1 or 2
2019,Tanzania,311,23.014813,25.626477,1 or 2
2019,Moldova,140,1.722906,1.787281,1 or 2
2019,Georgia,311,1.304298,1.353101,1 or 2
2019,Bhutan,311,1.761667,1.817169,1 or 2
2019,Senegal,430,24.742952,25.226841,1 or 2
2019,"Bilateral, unspecified",312,121.721692,127.562095,1 or 2
2019,Georgia,430,36.501778,37.414433,1 or 2
2019,Mozambique,311,22.808489,24.423329,1 or 2
2019,Uganda,430,20.136394,20.992811,1 or 2
2019,Brazil,151,7.514483,7.792493,1 or 2
2019,"South of Sahara, regional",311,117.805469,125.467417,1 or 2
2019,Burkina Faso,160,0.013208,0.013692,1 or 2
2019,"Eastern Africa, regional",311,4.164572,4.342538,1 or 2
2019,Syrian Arab Republic,720,1.933561,2.005834,1 or 2
2019,"South America, regional",410,17.361631,18.535331,1 or 2
2019,"South of Sahara, regional",114,1.678856,1.747739,1 or 2
2019,Bhutan,410,0.280939,0.290832,1 or 2
2019,Tanzania,430,9.470621,9.948722,1 or 2
2019,Brazil,410,29.980389,32.448013,1 or 2
2019,Nepal,240,0.068306,0.072407,1 or 2
2019,Uganda,311,64.062725,68.664617,1 or 2
2019,"South America, regional",210,0.445001,0.516183,1 or 2
2019,Ethiopia,430,49.563995,54.6078,1 or 2
2019,Ethiopia,720,88.089018,93.916192,1 or 2
2019,"South of Sahara, regional",410,92.696509,98.1146810000001,1 or 2
2019,"Europe, regional",410,17.165947,18.951379,1 or 2
2019,"South & Central Asia, regional",231,1.490971,1.683785,1 or 2
2019,Albania,140,32.522619,34.081521,1 or 2
2019,Burkina Faso,311,64.92144,67.4623820000001,1 or 2
2019,Ethiopia,311,139.838083,134.919981,1 or 2
2019,Albania,312,0,0,1 or 2
2019,India,160,0.165078,0.171043,1 or 2
2019,Mozambique,152,0.027986,0.029011,1 or 2
2019,"Eastern Africa, regional",430,1.751585,1.817455,1 or 2
2019,"South & Central Asia, regional",410,0.559722,0.580229,1 or 2
2019,"Asia, regional",430,43.662704,47.133796,1 or 2
2019,Mozambique,740,2.717772,2.818535,1 or 2
2019,States Ex-Yugoslavia unspecified,430,2.23889,2.320918,1 or 2
2019,Senegal,232,2.354062,2.389253,1 or 2
2019,Ethiopia,312,3.895669,3.849776,1 or 2
2019,Bhutan,231,0.471958,0.490079,1 or 2
2019,Nepal,311,16.618478,17.336024,1 or 2
2019,Ukraine,231,3.014726,3.097807,1 or 2
2019,Armenia,740,0.060165,0.06237,1 or 2
2019,"South of Sahara, regional",160,65.717674,68.644582,1 or 2
2019,Bangladesh,240,0.13238,0.151008,1 or 2
2019,Colombia,311,56.564254,63.561021,1 or 2
2019,Guatemala,231,0.033583,0.034814,1 or 2
2019,Brazil,140,0.116511,0.098861,1 or 2
2019,Pakistan,740,3.157808,2.99126,1 or 2
2019,"Middle East, regional",430,4.554929,4.723561,1 or 2
2019,Mozambique,140,23.165819,24.440673,1 or 2
2019,Argentina,312,0.05989,0.062084,1 or 2
2019,Uganda,111,8.04748,8.396079,1 or 2
2019,Georgia,321,1.189534,1.23343,1 or 2
2019,Burkina Faso,430,11.481854,11.62423,1 or 2
2019,Armenia,410,47.607682,49.409865,1 or 2
2019,Georgia,740,0.088976,0.092642,1 or 2
2019,Senegal,311,31.448462,32.687774,1 or 2
2019,Ethiopia,140,48.151741,51.930809,1 or 2
2019,"Central Asia, regional",740,5.936369,6.078166,1 or 2
2019,"South America, regional",430,4.244661,4.467186,1 or 2
2019,"Europe, regional",312,0.013724,0.014153,1 or 2
2019,"Far East Asia, regional",410,5.960612,6.287041,1 or 2
2019,Mozambique,430,22.733829,23.619023,1 or 2
2019,"Bilateral, unspecified",121,15.445044,16.405496,1 or 2
2019,"Bilateral, unspecified",313,56.033097,60.53714,1 or 2
2019,Benin,311,19.103954,20.063982,1 or 2
2019,Kenya,311,90.29157,91.6613429999999,1 or 2
2019,Lesotho,410,0,0,1 or 2
2019,Bolivia,140,77.256048,78.351418,1 or 2
2019,"Asia, regional",410,81.342216,89.749059,1 or 2
2019,Zambia,236,0,0,1 or 2
2019,"Bilateral, unspecified",160,57.21888,60.948,1 or 2
2019,Guatemala,430,8.551391,9.047101,1 or 2
2019,Ecuador,410,87.698365,88.82369,1 or 2
2019,Thailand,410,3.35362,3.229007,1 or 2
2019,Tanzania,410,14.690688,15.969419,1 or 2
2019,Zambia,151,3.812632,3.955641,1 or 2
2019,"Bilateral, unspecified",720,71.34797,76.627631,1 or 2
2019,"Asia, regional",321,1.694299,1.77575,1 or 2
2019,Cambodia,111,1.482089,1.546906,1 or 2
2019,"Bilateral, unspecified",250,66.577833,69.648071,1 or 2
2019,Somalia,311,10.944405,11.269322,1 or 2
2019,"Africa, regional",232,13.510667,13.835375,1 or 2
2019,Tanzania,231,0,0,1 or 2
2019,"Bilateral, unspecified",311,580.781463,617.285637,1 or 2
2019,"Middle East, regional",140,4.416973,4.591504,1 or 2
2019,Comoros,410,1.076221,1.092948,1 or 2
2019,Kenya,430,12.081614,12.788223,1 or 2
2019,Bangladesh,430,58.627494,62.090592,1 or 2
2019,"Bilateral, unspecified",151,155.334766,162.394853,1 or 2
2019,Uganda,160,3.642943,3.776391,1 or 2
2019,Zambia,232,25.106791,25.780776,1 or 2
2019,Zimbabwe,151,5.652072,5.967505,1 or 2
2019,Bolivia,151,5.338327,5.544899,1 or 2
2019,Kenya,410,55.94432,60.356296,1 or 2
2019,Zimbabwe,430,6.080694,6.348559,1 or 2
2019,Malawi,151,1.488793,1.566213,1 or 2
2019,West Bank and Gaza Strip,151,1.392688,1.427307,1 or 2
2019,"South of Sahara, regional",430,52.045887,55.113911,1 or 2
2019,Zambia,160,6.813996,7.261199,1 or 2
2019,Mozambique,410,12.381804,12.889631,1 or 2
2019,Uganda,151,1.889485,1.974852,1 or 2
2019,"Africa, regional",410,102.980803,110.705669,1 or 2
2019,Peru,151,7.224608,7.477158,1 or 2
2019,Guatemala,321,3.892432,4.066994,1 or 2
2019,Zimbabwe,232,0.853224,0.885374,1 or 2
2019,Myanmar,151,7.247636,7.541286,1 or 2
2019,Mali,140,16.874219,17.559812,1 or 2
2019,Cameroon,720,0.658848,0.683674,1 or 2
2019,Egypt,410,0.567213,0.60242,1 or 2
2019,"Europe, regional",430,15.283835,15.765318,1 or 2
2019,West Bank and Gaza Strip,410,0.794085,0.816567,1 or 2
2019,Nigeria,730,0.744509,0.772562,1 or 2
2019,Moldova,151,0.745252,0.775072,1 or 2
2019,Mali,151,4.395012,4.677269,1 or 2
2019,"South of Sahara, regional",720,4.67578,4.898254,1 or 2
2019,Bangladesh,151,19.331133,20.322681,1 or 2
2019,Mozambique,720,8.484498,8.86935,1 or 2
2019,Nigeria,311,11.002914,12.852408,1 or 2
2019,Bolivia,121,0.121058,0.124389,1 or 2
2019,Kenya,321,3.870249,4.372007,1 or 2
2019,Central African Republic,720,0.816219,0.842146,1 or 2
2019,"Bilateral, unspecified",331,58.574923,61.502188,1 or 2
2019,Kosovo,151,1.692066,1.755822,1 or 2
2019,Sudan,311,8.05899,8.393954,1 or 2
2019,"Bilateral, unspecified",152,19.633611,20.834197,1 or 2
2019,Ukraine,236,2.115082,2.194778,1 or 2
2019,Uganda,720,3.667678,3.759837,1 or 2
2019,Mali,410,6.723055,7.046078,1 or 2
2019,Cambodia,313,9.757369,9.99312,1 or 2
2019,Mozambique,232,4.902184,5.091505,1 or 2
2019,Somalia,430,18.433321,19.672271,1 or 2
2019,Albania,410,3.61038,3.734454,1 or 2
2019,Cambodia,121,0.423386,0.475078,1 or 2
2019,India,231,0.524272,0.567271,1 or 2
2019,"Bilateral, unspecified",232,42.325494,43.752681,1 or 2
2019,El Salvador,151,1.139589,1.167453,1 or 2
2019,Sudan,720,75.644318,80.497978,1 or 2
2019,Madagascar,410,17.748738,19.177927,1 or 2
2019,"Africa, regional",312,3.849024,4.014034,1 or 2
2019,Ethiopia,160,45.648391,48.586397,1 or 2
2019,Bangladesh,410,9.496207,10.147957,1 or 2
2019,Cambodia,311,37.962558,36.888033,1 or 2
2019,Venezuela,720,2.295245,2.381729,1 or 2
2019,India,410,36.093933,35.237884,1 or 2
2019,Colombia,430,6.253486,6.593649,1 or 2
2019,Sierra Leone,430,0.428987,0.452479,1 or 2
2019,Cambodia,430,70.257667,71.408481,1 or 2
2019,Liberia,430,1.166765,1.232323,1 or 2
2019,Zambia,311,29.29489,30.672504,1 or 2
2019,"Asia, regional",311,13.793307,14.359776,1 or 2
2019,Kosovo,312,1.952978,2.027636,1 or 2
2019,Belarus,410,4.812059,4.933286,1 or 2
2019,Yemen,720,3.962802,4.048289,1 or 2
2019,West Bank and Gaza Strip,430,7.704759,8.012926,1 or 2
2019,"South of Sahara, regional",232,43.070976,44.528591,1 or 2
2019,"Asia, regional",151,11.825079,12.313327,1 or 2
2019,"Caribbean & Central America, regional",720,0.73425,0.761917,1 or 2
2019,Chad,730,0.634524,0.658434,1 or 2
2019,Cameroon,410,4.374603,4.552267,1 or 2
2019,Sri Lanka,160,0.106834,0.11335,1 or 2
2019,Kosovo,430,1.085948,1.124378,1 or 2
2019,North Macedonia,240,0.172162,0.178649,1 or 2
2019,Mozambique,236,15.872038,16.470101,1 or 2
2019,Burkina Faso,312,11.773749,12.471057,1 or 2
2019,Kosovo,410,0.21674,0.223901,1 or 2
2019,West Bank and Gaza Strip,720,0.100447,0.108755,1 or 2
2019,Nigeria,720,2.152606,2.242229,1 or 2
2019,"Middle East, regional",410,1.504856,1.564118,1 or 2
2019,Ethiopia,410,34.777331,37.134151,1 or 2
2019,Democratic Republic of the Congo,240,1.057541,1.097389,1 or 2
2019,Bolivia,430,8.809142,9.328546,1 or 2
2019,Bosnia and Herzegovina,250,0.466192,0.486207,1 or 2
2019,Ethiopia,321,1.991718,2.116271,1 or 2
2019,Ukraine,410,5.257944,5.447076,1 or 2
2019,Chad,720,3.316807,3.349469,1 or 2
2019,Mali,312,3.342842,3.468802,1 or 2
2019,Mozambique,122,16.497394,17.498758,1 or 2
2019,Sri Lanka,250,0.427206,0.463764,1 or 2
2019,Belarus,250,0.762493,0.791224,1 or 2
2019,Sudan,232,0.105754,0.109739,1 or 2
2019,Colombia,720,0.096236,0.099862,1 or 2
2019,Somalia,720,69.0731,73.573643,1 or 2
2019,Bosnia and Herzegovina,410,2.367462,2.454419,1 or 2
2019,Central African Republic,730,2.269686,2.389221,1 or 2
2019,Serbia,430,17.870183,18.312937,1 or 2
2019,Philippines,410,10.693483,11.696552,1 or 2
2019,Myanmar,430,8.039048,8.657681,1 or 2
2019,South Sudan,720,95.779709,101.834568,1 or 2
2019,El Salvador,160,0.619952,0.643389,1 or 2
2019,Myanmar,313,4.146488,4.194059,1 or 2
2019,Lebanon,720,0.115773,0.12315,1 or 2
2019,Nicaragua,151,1.81602,1.93933,1 or 2
2019,Bolivia,410,6.057228,6.362489,1 or 2
2019,"Middle East, regional",311,4.685114,4.917201,1 or 2
2019,Sudan,151,4.377878,4.644696,1 or 2
2019,Kosovo,240,0.035846,0.037197,1 or 2
2019,Honduras,311,19.863655,20.381202,1 or 2
2019,Uganda,232,0.760257,0.775123,1 or 2
2019,Rwanda,410,4.102455,4.348166,1 or 2
2019,Niger,730,0.423016,0.438956,1 or 2
2019,Democratic Republic of the Congo,430,3.57537,3.759824,1 or 2
2019,Tanzania,160,13.902908,14.803899,1 or 2
2019,"South of Sahara, regional",312,8.969849,9.235468,1 or 2
2019,Mali,720,1.043711,1.085881,1 or 2
2019,Mozambique,151,5.79932,6.012143,1 or 2
2019,Philippines,160,0.371693,0.389133,1 or 2
2019,Zambia,410,0.846985,0.885535,1 or 2
2019,Somalia,740,17.976119,19.143626,1 or 2
2019,"Asia, regional",312,10.844745,10.835526,1 or 2
2019,Sudan,152,0.359259,0.417191,1 or 2
2019,Fiji,430,9.089098,10.205253,1 or 2
2019,"Bilateral, unspecified",740,61.826359,65.769419,1 or 2
2019,Mali,232,5.515337,5.756848,1 or 2
2019,Mauritania,430,16.738604,17.131229,1 or 2
2019,Viet Nam,430,31.187368,32.615604,1 or 2
2019,Colombia,410,25.882053,27.945083,1 or 2
2019,Vanuatu,122,0.56542,0.642852,1 or 2
2019,Uganda,410,5.090162,5.658865,1 or 2
2019,Solomon Islands,410,1.420025,1.526924,1 or 2
2019,Togo,430,0.573786,0.596175,1 or 2
2019,Burkina Faso,232,3.996197,4.10033,1 or 2
2019,Serbia,410,1.302668,1.330773,1 or 2
2019,El Salvador,430,0.757072,0.769805,1 or 2
2019,Zimbabwe,311,34.621517,36.167055,1 or 2
2019,North Macedonia,430,4.451448,4.675631,1 or 2
2019,Iraq,720,1.654539,1.718745,1 or 2
2019,Philippines,430,49.721441,44.796739,1 or 2
2019,Nicaragua,121,0.051789,0.054593,1 or 2
2019,Liberia,232,1.471462,1.526907,1 or 2
2019,India,121,0.180625,0.191069,1 or 2
2019,Uganda,121,0.064886,0.068715,1 or 2
2019,Central African Republic,740,0.377542,0.391768,1 or 2
2019,Rwanda,720,4.390459,4.678776,1 or 2
2019,"Africa, regional",430,44.836692,48.773091,1 or 2
2019,Afghanistan,311,10.401882,11.146994,1 or 2
2019,Paraguay,430,1.332423,1.386119,1 or 2
2019,Lao People's Democratic Republic,311,9.135037,8.901956,1 or 2
2019,"Middle East, regional",331,0,0,1 or 2
2019,Cambodia,410,7.589976,8.186141,1 or 2
2019,Bangladesh,720,157.525444,167.964858,1 or 2
2019,"Bilateral, unspecified",122,20.754407,22.257036,1 or 2
2019,Colombia,152,7.384625,7.655206,1 or 2
2019,Bolivia,322,0.481108,0.516027,1 or 2
2019,Sri Lanka,121,0.012338,0.012803,1 or 2
2019,Tanzania,122,3.495805,3.548566,1 or 2
2019,Bangladesh,311,32.951544,33.066989,1 or 2
2019,Rwanda,311,92.563026,97.360448,1 or 2
2019,"Asia, regional",313,4.598986,4.863541,1 or 2
2019,Mali,730,3.365992,3.541413,1 or 2
2019,Mozambique,312,0.219345,0.226251,1 or 2
2019,Colombia,250,0.318225,0.332613,1 or 2
2019,Democratic Republic of the Congo,720,2.248974,2.321438,1 or 2
2019,Kenya,140,24.193131,24.886165,1 or 2
2019,Kenya,312,3.508461,3.640683,1 or 2
2019,Burkina Faso,720,0.329626,0.350189,1 or 2
2019,Niger,720,8.675226,9.509993,1 or 2
2019,Malawi,720,8.022283,8.483749,1 or 2
2019,Afghanistan,430,21.863315,23.196678,1 or 2
2019,Cameroon,730,0.423016,0.438956,1 or 2
2019,Somalia,240,10.575408,10.973892,1 or 2
2019,Nepal,410,16.924742,18.652399,1 or 2
2019,"Caribbean & Central America, regional",160,0.463967,0.4786,1 or 2
2019,Kenya,232,0.555097,0.572548,1 or 2
2019,"Middle East, regional",232,1.057541,1.097389,1 or 2
2019,Afghanistan,720,8.387648,9.252555,1 or 2
2019,Liberia,313,1.837208,1.900214,1 or 2
2019,Solomon Islands,122,0.59711,0.679158,1 or 2
2019,Sierra Leone,720,0.041836,0.043413,1 or 2
2019,Egypt,430,7.843529,8.066669,1 or 2
2019,Paraguay,151,0.498495,0.519335,1 or 2
2019,Sudan,410,3.340037,3.526298,1 or 2
2019,Guatemala,151,1.258363,1.334189,1 or 2
2019,Burundi,720,4.649208,4.954992,1 or 2
2019,"Caribbean & Central America, regional",430,14.359226,14.828805,1 or 2
2019,Liberia,410,2.617735,2.735749,1 or 2
2019,Indonesia,410,18.845317,20.377733,1 or 2
2019,Honduras,151,3.840825,4.049223,1 or 2
2019,Sri Lanka,430,6.248296,6.700663,1 or 2
2019,Serbia,321,0.497589,0.516353,1 or 2
2019,Guatemala,410,4.143283,4.453121,1 or 2
2019,Moldova,250,0.566892,0.639229,1 or 2
2019,Bangladesh,121,5.835436,6.221083,1 or 2
2019,"Africa, regional",331,0.587399,0.623048,1 or 2
2019,Malawi,430,5.654972,6.113546,1 or 2
2019,"South of Sahara, regional",331,9.51393,10.040015,1 or 2
2019,Bosnia and Herzegovina,151,1.463645,1.531485,1 or 2
2019,"Europe, regional",231,3.281488,3.400509,1 or 2
2019,Democratic Republic of the Congo,410,39.463967,40.6823,1 or 2
2019,South Africa,410,2.214366,2.478855,1 or 2
2019,Democratic Republic of the Congo,151,2.396347,2.512282,1 or 2
2019,Peru,720,0.004184,0.004341,1 or 2
2019,Haiti,410,1.928803,2.155683,1 or 2
2019,Tanzania,151,18.021792,19.037204,1 or 2
